stock_id,name,period,market,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2880,華南金,2018Q1,twse,6736025,4218570,10954595,980829,280458,6145013,3548295,249318,3298977,,3298977,-481101,2817876,3298949,,28,2817834,,42,0.30
2881,富邦金,2018Q1,twse,30182739,81935946,112118685,258876,82115748,13614704,16129357,-314912,16444269,,16444269,-28513263,-12068994,16452884,,-8615,-12054327,,-14667,1.61
2882,國泰金,2018Q1,twse,41104383,80039677,121144060,416507,79909378,19019619,21798556,-1458370,23256926,,23256926,-58646537,-35389611,23067383,,189543,-35601964,,212353,1.84
2883,凱基金,2018Q1,twse,12944878,45011255,57956133,260222,46603620,6675243,4417048,-860944,5277992,,5277992,-14951436,-9673444,3276624,,2001368,-3059196,,-6614248,0.23
2884,玉山金,2018Q1,twse,5198900,7293948,12492848,663849,,6147400,5681599,904745,4776854,,4776854,-49826,4727028,4775470,,1384,4725681,,1347,0.47
2885,元大金,2018Q1,twse,6193026,17914754,24107780,298143,6435168,10327962,7046507,941310,6105197,0,6105197,-2580301,3524896,5615089,,490108,3332690,,192206,0.48
2886,兆豐金,2018Q1,twse,9248965,5949375,15198340,207778,27867,6677611,8285084,621462,7663622,,7663622,352647,8016269,7663105,,517,8015752,,517,0.56
2887,台新新光金,2018Q1,twse,4802444,5259781,10062225,640983,,5438217,3983025,175368,3807657,,3807657,-39101,3768556,3807922,,-265,3768821,,-265,0.34
2889,國票金,2018Q1,twse,469443,1031024,1500467,393,,753476,746598,96150,650448,,650448,-388803,261645,600594,,49854,241968,,19677,0.22
2890,永豐金,2018Q1,twse,3844511,4287958,8132469,-45589,,4869228,3308830,669506,2639324,,2639324,-427562,2211762,2639269,,55,2211707,,55,0.24
2891,中信金,2018Q1,twse,24007479,52124734,76132213,449707,47105264,15352888,13224354,995351,12229003,,12229003,-12978075,-749072,12227803,,1200,-746618,,-2454,0.63
2892,第一金,2018Q1,twse,7383702,7714435,15098137,1288970,3258637,5391088,5159442,567125,4592317,,4592317,-1362157,3230160,4592317,,0,3230160,0,,0.38
5880,合庫金,2018Q1,twse,8732078,3564402,12296480,1595444,76213,6074232,4550591,707932,3842659,,3842659,-1567316,2275343,3713385,,129274,2400254,,-124911,0.30
