stock_id,name,period,market,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅利益（費用）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
6015,宏遠證,2016Q3,tpex,438088,625160,-187072,125963,-61109,-19385,-80494,,,-80494,13131,,-67363,-80494,,,-67363,,,-0.20
6016,康和證,2016Q3,tpex,1383082,1532546,-149464,32161,-117303,-15045,-132348,,,-132348,-8592,,-140940,-132935,,587,-141527,,587,-0.21
6020,大展證,2016Q3,tpex,121642,100125,21517,27292,48809,-5219,43590,,,43590,0,,43590,43596,,-6,43596,,-6,0.17
6021,美好證,2016Q3,tpex,265142,359485,-94343,52656,-41687,-3767,-45454,,,-45454,-24361,,-69815,-45454,,0,-69815,,0,-0.15
6023,元大期貨,2016Q3,tpex,2230616,1936069,294547,432503,727050,-103800,623250,,,623250,144068,,767318,623250,,,767318,,,2.68
6026,福邦證,2016Q3,tpex,344861,198878,145983,277,146260,-7900,138360,,,138360,-11,,138349,132871,,5489,132860,,5489,0.55
