stock_id,name,period,market,利息淨收益,利息以外淨損益,呆帳費用及保證責任準備提存（各項提存）,營業費用,繼續營業單位稅前淨利（淨損）,所得稅（費用）利益,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2801,彰銀,2015Q1,twse,5041717,1752426,-284626,3679409,3399360,-517303,2882057,,,2882057,-104044,2778013,2882057,,,2778013,,,0.36
2812,台中銀,2015Q1,twse,1847355,677148,68014,1250530,1205959,-181591,1024368,0,,1024368,-22301,1002067,1024368,,,1002067,,,0.36
2820,華票,2015Q1,twse,248745,273601,-42720,112459,452607,-70587,382020,,,382020,62626,444646,,,,,,,0.28
2834,臺企銀,2015Q1,twse,3737100,1087751,484198,2805360,1535293,-193051,1342242,0,,1342242,-144479,1197763,1342242,0,0,1197763,0,0,0.25
2836,高雄銀,2015Q1,twse,608795,232900,90456,567129,184110,-17966,166144,,,166144,10633,176777,166144,,0,176777,,0,0.22
2838,聯邦銀,2015Q1,twse,1536446,1189514,-27231,1895279,857912,-127472,730440,,,730440,134014,864454,726593,,3847,860607,,3847,0.30
2845,遠東銀,2015Q1,twse,1414825,1290453,-120496,1579930,1245844,-168446,1077398,,,1077398,29871,1107269,1077398,,,1107269,,,0.38
2849,安泰銀,2015Q1,twse,1015400,837510,361456,824987,666467,-62132,604335,0,,604335,112677,717012,604335,,0,717012,,0,0.36
