stock_id,name,period,market,利息淨收益,利息以外淨損益,呆帳費用及保證責任準備提存（各項提存）,營業費用,繼續營業單位稅前淨利（淨損）,所得稅（費用）利益,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2801,彰銀,2017Q1,twse,5463263,1988170,432578,3569965,3448890,-582152,2866738,,,2866738,-795204,2071534,,,,,,,0.32
2812,台中銀,2017Q1,twse,2022064,580985,88872,1428758,1085419,-207827,877592,,,877592,-135304,742288,877592,,,742288,,,0.27
2820,華票,2017Q1,twse,292046,185090,-1928,110429,368635,-65648,302987,,,302987,127257,430244,,,,,,,0.23
2834,臺企銀,2017Q1,twse,3758941,1252165,321057,2940353,1749696,-264198,1485498,0,,1485498,-6229,1479269,1485498,0,0,1479269,0,0,0.25
2836,高雄銀,2017Q1,twse,621105,201301,61438,559813,201155,-14063,187092,,,187092,-7909,179183,187092,,0,179183,,0,0.22
2838,聯邦銀,2017Q1,twse,1636184,1334250,44876,2142554,783004,-111671,671333,,,671333,22230,693563,661725,,9608,683955,,9608,0.25
2845,遠東銀,2017Q1,twse,1344057,1102318,13869,1620755,811751,-80078,731673,,,731673,67507,799180,731673,,,799180,,,0.24
2849,安泰銀,2017Q1,twse,801851,546769,-40705,757249,632076,-121792,510284,0,,510284,-26201,484083,,,,,,,0.30
2897,王道銀行,2017Q1,twse,1119978,740379,101113,947084,812160,-130962,681198,860,,682058,-191116,490942,459607,,222451,201695,,289247,0.19
