stock_id,name,period,market,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1240,茂生農經,2016Q4,tpex,1266452,1106632,159820,,,159820,115035,,44785,107066,151851,7719,144132,,-1042,145174,136508,,281682,,,,,,,6.51
1259,安心,2016Q4,tpex,4663585,3390063,1273522,,,1273522,1092889,,180633,10530,191163,40353,150810,,,150810,-6729,,144081,173778,,-22968,169818,,-25737,5.37
1264,德麥,2016Q4,tpex,3793561,2360122,1433439,16,18,1433441,784335,,649106,-3128,645978,132607,513371,,,513371,-61830,,451541,445553,,67818,407152,,44389,14.54
1268,漢來美食,2016Q4,tpex,3166484,1816916,1349568,,,1349568,1093241,,256327,44668,300995,55788,245207,,,245207,23220,,268427,245207,,,268427,,,7.30
1336,台翰,2016Q4,tpex,1791432,1650443,140989,,,140989,257943,,-116954,-24103,-141057,-5495,-135562,,,-135562,-74687,,-210249,-135562,,,-210249,,,-2.16
1565,精華,2016Q4,tpex,6458469,3701879,2756590,,,2756590,507810,,2248780,-95778,2153002,375309,1777693,,,1777693,-9343,,1768350,1777693,,,1768350,,,35.26
1569,濱川,2016Q4,tpex,2846033,2343538,502495,,,502495,281272,,221223,-37081,184142,2458,181684,,,181684,-177368,,4316,181684,,,4316,,,1.94
1570,力肯,2016Q4,tpex,729387,573103,156284,,,156284,77134,,79150,4767,83917,19917,64000,,,64000,-3481,,60519,64000,,,60519,,,1.24
1580,新麥,2016Q4,tpex,4297545,2486832,1810713,,,1810713,1033431,,777282,13486,790768,230545,560223,,,560223,-121204,,439019,546858,,13365,427553,,11466,11.27
1584,精剛,2016Q4,tpex,738084,668235,69849,,,69849,58102,,11747,-7618,4129,2238,1891,,,1891,5164,,7055,,,,,,,0.02
1586,和勤,2016Q4,tpex,1933182,1642007,291175,,,291175,267755,,23420,-33236,-9816,27107,-36923,,,-36923,-84335,,-121258,-36923,,0,-121258,,0,-0.66
1591,駿吉-KY,2016Q4,tpex,537642,393535,144107,,,144107,73428,,70679,4515,75194,14836,60358,,,60358,-29934,,30424,60358,,,30424,,,2.00
1593,祺驊,2016Q4,tpex,806307,567978,238329,,,238329,127698,,110631,8001,118632,18223,100409,,,100409,-25951,,74458,100022,,387,74071,,387,3.30
1595,川寶,2016Q4,tpex,760904,447820,313084,,,313084,183268,,129816,-79035,50781,21579,29202,,,29202,-9615,,19587,29202,,,19587,,,0.72
1599,宏佳騰,2016Q4,tpex,2509892,1887593,622299,,,622299,403956,,218343,74488,292831,46772,246059,,,246059,-31612,,214447,246059,,,214447,,,4.76
