stock_id,name,period,market,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2855,統一證,2026Q1,twse,5486108,3387527,2098581,417199,2515780,218397,2297383,,,2297383,109125,,2406508,2291390,,5993,2402477,,4031,1.43
6005,群益證,2026Q1,twse,7131080,4909620,2221460,1105083,3326543,224421,3102122,,,3102122,-414650,,2687472,2908675,,193447,2481189,,206283,1.34
6024,群益期,2026Q1,twse,683774,884139,-200365,728804,528439,90392,438047,,,438047,28709,,466756,441039,,-2992,469660,,-2904,1.76
