stock_id,name,period,market,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1101,台泥,2016Q2,twse,40666259,34019366,6646893,,,6646893,2392341,,4254552,-508507,3746045,942586,2803459,,,2803459,-4301574,,-1498115,2224740,,578719,-797987,,-700128,0.60
1102,亞泥,2016Q2,twse,29067245,25476723,3590522,0,650,3591172,1032496,,2558676,-612570,1946106,414289,1531817,,,1531817,-11526215,,-9994398,1405031,,126786,-9565619,,-428779,0.45
1103,嘉泥,2016Q2,twse,1361474,1337512,23962,,,23962,176082,0,-152120,-82749,-234869,17532,-252401,,,-252401,-359431,,-611832,-255011,,2610,-603623,,-8209,-0.40
1104,環泥,2016Q2,twse,2325465,2031696,293769,,,293769,183543,,110226,797790,908016,55989,852027,,,852027,-42407,,809620,857640,,-5613,815233,,-5613,1.35
1108,幸福,2016Q2,twse,2104969,1720487,384482,,,384482,118398,100,266184,-11310,254874,51328,203546,-8782,,194764,2395,,197159,194844,,-80,197242,,-83,0.48
1109,信大,2016Q2,twse,2006524,1731340,275184,,,275184,184312,,90872,-31814,59058,15098,43960,,,43960,-75288,,-31328,53068,,-9108,1410,,-32738,0.14
1110,東泥,2016Q2,twse,787588,731647,55941,,,55941,35448,,20493,196183,216676,-18644,235320,,,235320,-27681,,207639,135671,,99649,107991,,99648,0.24
1201,味全,2016Q2,twse,7996077,5805414,2190663,,,2190663,2972223,,-781560,358179,-423381,-5008,-418373,-24455,,-442828,-126217,,-569045,-432776,,-10052,-558722,,-10323,-0.86
1203,味王,2016Q2,twse,3110919,2325149,785770,0,0,785770,493953,,291817,23427,315244,60530,254714,0,,254714,3556,,258270,187700,,67014,184702,,73568,0.79
1210,大成,2016Q2,twse,36172487,31347214,4825273,,,4825273,3551429,,1273844,136179,1410023,165750,1244273,0,,1244273,-375102,,869171,1025817,,218456,861023,,8148,1.50
