stock_id,name,period,market,利息淨收益,利息以外淨損益,呆帳費用、承諾及保證責任準備提存,營業費用,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2801,彰銀,2020Q4,twse,19140252,8176840,2836199,16170327,8310566,1269639,7040927,,,7040927,-230208,,6810719,7040927,,,6810719,,,0.68
2812,台中銀,2020Q4,twse,8279093,3364649,519032,6366280,4758430,732897,4025533,,,4025533,448863,,4474396,4025533,,,4474396,,,1.03
2820,華票,2020Q4,twse,1120638,1386533,31875,483593,1991703,413461,1578242,,,1578242,981173,,2559415,,,,,,,1.18
2834,臺企銀,2020Q4,twse,16192217,5677225,4054740,12429441,5385261,683486,4701775,0,,4701775,-133395,,4568380,4701775,0,0,4568380,,,0.63
2836,高雄銀,2020Q4,twse,2605181,1120174,351774,2486920,886661,123346,763315,,,763315,183164,,946479,,,,,,,0.68
2838,聯邦銀,2020Q4,twse,7641060,6789302,290540,10198147,3941675,500170,3441505,,,3441505,1194707,,4636212,3441709,,-204,4636413,,-201,0.96
2845,遠東銀,2020Q4,twse,6036627,5180859,1464719,6864533,2888234,369531,2518703,,,2518703,511113,,3029816,2518703,,,3029816,,,0.73
2849,安泰銀,2020Q4,twse,3425664,2421297,479573,2806872,2560516,389056,2171460,0,,2171460,86137,,2257597,,,,,,,1.11
2897,王道銀行,2020Q4,twse,4024649,4031842,599286,4357908,3099297,785791,2313506,-12577,,2300929,915112,,3216041,1147403,,1153526,1384692,,1831349,0.41
5876,上海商銀,2020Q4,twse,26388610,11443167,1671916,14606093,21553768,3739152,17814616,,,17814616,-5579247,,12235369,13462945,,4351671,10804858,,1430511,3.01
