stock_id,name,period,market,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2880,華南金,2023Q4,twse,27867948,31599499,59467447,2294134,187812,30790196,26195305,4576885,21618420,,21618420,9413303,31031723,21618294,,126,31031554,,169,1.58
2881,富邦金,2023Q4,twse,169017304,-1218611,167798693,9983327,920622,82450905,74443839,9401537,65042302,,65042302,195969492,261011794,66016737,,-974435,260129919,,881875,4.80
2882,國泰金,2023Q4,twse,245629684,58542955,304172639,4103185,139103681,102496484,58469289,6955472,51513817,,51513817,154704106,206217923,50928865,,584952,205111048,,1106875,3.24
2883,凱基金,2023Q4,twse,73291575,-33739528,39552047,361310,-12962007,31575862,20576882,1628763,18948119,,18948119,34903011,53851130,18942700,,5419,53847488,,3642,1.13
2884,玉山金,2023Q4,twse,29100179,37595392,66695571,2681784,,37501776,26512011,4764244,21747767,,21747767,3543746,25291513,21726249,,21518,25269230,,22283,1.41
2885,元大金,2023Q4,twse,30332080,67757803,98089883,472519,14470939,49160774,33985651,5457422,28528229,,28528229,13678215,42206444,26566198,,1962031,40462499,,1743945,2.09
2886,兆豐金,2023Q4,twse,36061577,41260343,77321920,9114960,-2339213,33498208,37047965,3800988,33246977,,33246977,18340489,51587466,33246977,0,0,51587466,0,0,2.37
2887,台新新光金,2023Q4,twse,30327889,39590161,69918050,1768802,17526812,32899517,17722919,3119042,14603877,,14603877,7018231,21622108,14601692,,2185,21619933,,2175,1.01
2889,國票金,2023Q4,twse,1272956,5821354,7094310,57135,,3885166,3152009,665018,2486991,,2486991,3991686,6478677,2000270,,486721,5287382,,1191295,0.58
2890,永豐金,2023Q4,twse,24443630,29457382,53901012,2304219,,28525899,23070894,3306504,19764390,,19764390,10432508,30196898,19764390,,0,30196898,,0,1.62
2891,中信金,2023Q4,twse,132066423,4510004,136576427,9673667,-26689524,86657947,66934337,9360191,57574146,,57574146,35264760,92838906,56081479,,1492667,92495609,,343297,2.82
2892,第一金,2023Q4,twse,32524945,34730187,67255132,5817638,2793310,30381928,28262256,5801255,22461001,,22461001,12439581,34900582,22461001,,,34900582,,,1.65
5880,合庫金,2023Q4,twse,31963093,29413945,61377038,7502226,2232124,29568025,22074663,4196448,17878215,,17878215,14315939,32194154,17263694,,614521,31446812,,747342,1.17
