stock_id,name,period,market,收入,支出,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,本期淨利（淨損）,其他綜合損益,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1409,新纖,2020Q1,twse,7744967,7326662,418305,110315,307990,-139890,168100,-1689917,-1521817,88574,,79526,-1563148,,41331,0.05
1718,中纖,2020Q1,twse,7596582,7147067,449515,235106,214409,,214409,-583006,-368597,-467849,,682258,-923842,,555245,-0.36
2207,和泰車,2020Q1,twse,57437924,52259491,5178433,1101018,4077415,,4077415,-1518871,2558544,3466923,,610492,1968904,,589640,6.35
2905,三商,2020Q1,twse,55495143,54379318,1115825,223528,892297,,892297,-10535576,-9643279,391001,,501296,-4395204,,-5248075,0.50
