stock_id,name,period,market,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2855,統一證,2025Q3,twse,8616160,6730188,1885972,1185380,3071352,388758,2682594,,,2682594,352132,,3034726,2667008,,15586,3015984,,18742,1.67
6005,群益證,2025Q3,twse,13935571,10756007,3179564,2033449,5213013,734086,4478927,,,4478927,400762,,4879689,4053876,,425051,4486411,,393278,1.87
6024,群益期,2025Q3,twse,2317336,2300639,16697,1156870,1173567,212277,961290,,,961290,-70697,,890593,962910,,-1620,892362,,-1769,4.00
