stock_id,name,period,market,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1240,茂生農經,2025Q2,tpex,1347115,1176369,-3434,34057,201369,,,201369,123462,,77907,42716,120623,20891,99732,,,99732,-37755,,61977,103230,,-3498,65475,,-3498,2.50
1259,安心,2025Q2,tpex,2998322,2332217,,,666105,,,666105,676605,,-10500,43006,32506,-199,32705,,,32705,-127194,,-94489,30022,,2683,-95051,,562,0.93
1264,德麥,2025Q2,tpex,3291426,2217655,,,1073771,,,1073771,513203,,560568,12558,573126,136265,436861,,,436861,-180038,,256823,380996,,55865,269986,,-13163,10.28
1268,漢來美食,2025Q2,tpex,3150533,1678276,,,1472257,,,1472257,1122367,,349890,-22655,327235,67520,259715,,,259715,-52005,,207710,259715,,,207710,,,6.15
1294,漢田生技,2025Q2,tpex,369142,229544,,,139598,,,139598,51096,,88502,-533,87969,17213,70756,,,70756,,,70756,70745,,11,70745,,11,2.35
1295,生合,2025Q2,tpex,542837,236991,,,305846,,,305846,161363,,144483,-18072,126411,24473,101938,,,101938,-30012,,71926,101938,,,71926,,,3.18
1336,台翰,2025Q2,tpex,1268303,1043173,,,225130,,,225130,137885,,87245,-25026,62219,32988,29231,,,29231,-167837,,-138606,29231,,,-138606,,,0.38
1565,精華,2025Q2,tpex,2168500,1641554,,,526946,,,526946,176997,,349949,-84023,265926,64120,201806,,,201806,319,,202125,201806,,,202125,,,4.00
1569,濱川,2025Q2,tpex,1688940,1676178,,,12762,,,12762,275029,,-262267,-138263,-400530,16080,-416610,,,-416610,-256165,,-672775,-438018,,21408,-688548,,15773,-3.61
1570,力肯,2025Q2,tpex,281120,196969,,,84151,,,84151,39281,,44870,-15900,28970,6619,22351,,,22351,-8067,,14284,22351,,0,14284,,0,0.43
1580,新麥,2025Q2,tpex,2338679,1336990,,,1001689,,,1001689,534400,,467289,18303,485592,180821,304771,,,304771,-234627,,70144,284502,,20269,63111,,7033,5.69
1584,精剛,2025Q2,tpex,1339969,1172965,,,167004,,,167004,134033,,32971,-25170,7801,2131,5670,,,5670,-85668,,-79998,9983,,-4313,-75685,,-4313,0.04
1586,和勤,2025Q2,tpex,1100817,976173,,,124644,,,124644,182077,,-57433,6786,-50647,-9882,-40765,,,-40765,-123734,,-164499,-40765,,,-164499,,,-0.43
1591,駿吉-KY,2025Q2,tpex,48948,56014,,,-7066,,,-7066,42707,,-49773,-2568,-52341,-2116,-50225,,,-50225,-19966,,-70191,-50225,,,-70191,,,-1.34
1593,祺驊,2025Q2,tpex,583703,394818,,,188885,,,188885,130871,,58014,5516,63530,14809,48721,,,48721,-60199,,-11478,34505,,14216,-25694,,14216,0.87
1595,川寶,2025Q2,tpex,394011,295549,,,98462,,,98462,148240,,-49778,-25631,-75409,1019,-76428,,,-76428,-28363,,-104791,-75497,,-931,-103860,,-931,-1.40
1599,宏佳騰,2025Q2,tpex,1003665,790832,,,212833,,,212833,249027,,-36194,-29119,-65313,-10946,-54367,,,-54367,-24713,,-79080,-43168,,-11199,-67881,,-11199,-0.59
1742,台蠟,2025Q2,tpex,69899,49859,,,20040,,,20040,57711,,-37671,-31024,-68695,-1698,-66997,,,-66997,605,,-66392,-66997,,,-66392,,,-0.72
1777,生泰,2025Q2,tpex,640590,431968,,,208622,,,208622,64031,,144591,-23064,121527,29165,92362,,,92362,0,,92362,,,,,,,2.07
1780,立弘,2025Q2,tpex,425416,272952,,,152464,,,152464,81291,,71173,-53130,18043,1734,16309,,,16309,-932,,15377,16309,,,15377,,,0.17
1781,合世,2025Q2,tpex,191248,148286,,,42962,,,42962,66098,,-23136,-17899,-41035,-5978,-35057,,,-35057,-11398,,-46455,-35057,,,-46455,,,-0.74
1784,訊聯,2025Q2,tpex,595200,269220,,,325980,,,325980,323018,,2962,12909,15871,12093,3778,,,3778,-2715,,1063,26422,,-22644,25301,,-24238,0.52
1785,光洋科,2025Q2,tpex,17767399,15384924,,,2382475,,,2382475,535878,,1846597,-1772546,74051,18368,55683,,,55683,-246511,,-190828,58643,,-2960,-187868,,-2960,0.10
1788,杏昌,2025Q2,tpex,2120555,1570993,,,549562,,,549562,342725,,206837,20908,227745,45046,182699,,,182699,-9133,,173566,182699,0,0,173566,0,0,4.10
1796,金穎生技,2025Q2,tpex,334287,244104,,,90183,,,90183,69442,,20741,-12322,8419,1050,7369,,,7369,-1519,,5850,7369,,,5850,,,0.18
1799,易威,2025Q2,tpex,260797,133842,,,126955,,,126955,172293,,-45338,-5454,-50792,306,-51098,,,-51098,-31881,,-82979,-49564,,-1534,-80953,,-2026,-0.40
1813,寶利徠,2025Q2,tpex,164371,185035,,,-20664,,,-20664,39367,,-60031,-2638,-62669,-10098,-52571,,,-52571,12344,,-40227,-48552,,-4019,-38449,,-1778,-1.04
1815,富喬,2025Q2,tpex,2805007,2044834,,,760173,,,760173,285957,,474216,-293600,180616,42876,137740,,,137740,-265860,,-128120,137740,,,-128120,,,0.27
2035,唐榮公司,2025Q2,tpex,5135967,5816493,,,-680526,,,-680526,149125,,-829651,-60271,-889922,,-889922,,,-889922,-6498,,-896420,,,,,,,-2.54
2061,風青,2025Q2,tpex,600050,571703,,,28347,,,28347,32058,,-3711,-54525,-58236,3584,-61820,,,-61820,-14005,,-75825,-61820,,,-75825,,,-1.08
2063,世鎧精密,2025Q2,tpex,484838,400902,,,83936,,,83936,66194,,17742,17501,35243,-42,35285,,,35285,-90557,,-55272,35285,,,-55272,,,0.73
2064,晉椿,2025Q2,tpex,744395,722575,,,21820,-418,,22238,58647,,-36409,-55050,-91459,2822,-94281,,,-94281,-6382,,-100663,-94307,,26,-100662,,-1,-1.36
2065,世豐,2025Q2,tpex,1062811,897155,,,165656,,,165656,108068,,57588,-84835,-27247,9,-27256,,,-27256,-209135,,-236391,-27256,,,-236391,,,-0.44
2066,世德,2025Q2,tpex,1353268,894869,,,458399,,,458399,359641,,98758,-56373,42385,15310,27075,,,27075,-22614,,4461,27075,,,4461,,,0.61
2067,嘉鋼,2025Q2,tpex,524084,497576,,,26508,,,26508,81895,,-55387,-20386,-75773,879,-76652,,,-76652,150776,,74124,-65748,,-10904,85330,,-11206,-1.46
2070,精湛,2025Q2,tpex,297018,157316,,,139702,,,139702,112829,,26873,-2612,24261,6130,18131,,,18131,-21668,,-3537,18131,,,-3537,,,0.51
2073,雄順,2025Q2,tpex,290924,258705,,,32219,,,32219,33364,,-1145,-1029,-2174,-601,-1573,,,-1573,136,,-1437,,,,,,,-0.06
2221,大甲,2025Q2,tpex,676984,535740,,,141244,,,141244,60700,,80544,-17361,63183,13904,49279,,,49279,-5344,,43935,48312,,967,42968,0,967,1.14
2230,泰茂,2025Q2,tpex,766190,702050,,,64140,,,64140,51998,5,12147,-19356,-7209,5399,-12608,,,-12608,-93136,,-105744,-11953,,-655,-103685,,-2059,-0.18
2235,謚源,2025Q2,tpex,277994,221063,,,56931,0,0,56931,38254,,18677,-15477,3200,903,2297,,,2297,0,0,2297,,,,,,,0.06
2596,綠意,2025Q2,tpex,831238,623804,,,207434,,,207434,72687,,134747,3947,138694,25904,112790,,,112790,,,112790,114475,,-1685,114475,,-1685,1.14
2640,大車隊,2025Q2,tpex,1540862,790409,,,750453,,,750453,436333,,314120,5837,319957,69280,250677,,,250677,,,250677,257276,,-6599,257276,,-6599,4.34
2641,正德,2025Q2,tpex,1055655,649327,,,406328,,,406328,64210,,342118,-11444,330674,26892,303782,,,303782,-848245,,-544463,293172,,10610,-555073,,10610,0.93
2643,捷迅,2025Q2,tpex,3977511,3661744,,,315767,,,315767,143666,,172101,-80833,91268,24436,66832,,,66832,-126890,,-60058,66832,,,-60058,,,1.91
2718,全心投控,2025Q2,tpex,1805595,590097,,,1215498,,,1215498,133820,,1081678,63960,1145638,340953,804685,,,804685,-7234,,797451,804685,,,797451,,,9.20
2719,燦星旅,2025Q2,tpex,1086228,1026396,,,59832,,,59832,73722,,-13890,-5575,-19465,-222,-19243,,,-19243,,,-19243,-19243,,,-19243,,,-0.28
2724,藝舍-KY,2025Q2,tpex,84629,68665,,,15964,,,15964,22392,,-6428,887,-5541,184,-5725,,,-5725,0,,-5725,-5698,,-27,-5698,,-27,-0.10
2726,雅茗-KY,2025Q2,tpex,297133,120786,,,176347,,,176347,217674,,-41327,-1979,-43306,-7730,-35576,,,-35576,-37288,,-72864,-38493,,2917,-73729,,865,-1.39
2729,瓦城,2025Q2,tpex,3051882,1495470,,,1556412,,,1556412,1338789,,217623,5844,223467,49879,173588,,,173588,-37926,,135662,174839,,-1251,136913,,-1251,4.47
2732,六角,2025Q2,tpex,1965248,938496,,,1026752,0,343,1027095,982443,630,45282,-56795,-11513,4920,-16433,,,-16433,-42939,,-59372,-14623,,-1810,-47642,,-11730,-0.32
2734,易飛網,2025Q2,tpex,801593,690157,,,111436,,,111436,114987,,-3551,-29657,-33208,2598,-35806,0,,-35806,-118,,-35924,-35678,,-128,-35796,,-128,-0.62
2736,富野,2025Q2,tpex,265810,140211,,,125599,,,125599,175701,,-50102,-8783,-58885,-2,-58883,,,-58883,-19988,,-78871,-51797,,-7086,-71785,,-7086,-0.81
2740,華軒,2025Q2,tpex,76802,47393,,,29409,,,29409,46516,,-17107,-10403,-27510,0,-27510,,,-27510,,,-27510,-27510,,,-27510,,,-2.11
2743,山富,2025Q2,tpex,3384243,2919496,,,464747,,,464747,234202,,230545,-77974,152571,31508,121063,,,121063,,,121063,121063,,,121063,,,3.36
2745,五福,2025Q2,tpex,4401093,3853113,,,547980,,,547980,282561,,265419,-38462,226957,48219,178738,,,178738,,,178738,178738,,,178738,,,5.29
2751,王座,2025Q2,tpex,763945,383484,,,380461,,,380461,342607,951,38805,-1927,36878,0,36878,,,36878,-346,,36532,37540,,-662,37194,,-662,1.92
2752,豆府,2025Q2,tpex,1959094,947137,,,1011957,,,1011957,769750,,242207,-8202,234005,50078,183927,,,183927,-1047,,182880,182775,,1152,181955,,925,6.85
2754,亞洲藏壽司,2025Q2,tpex,2769261,1650929,,,1118332,,,1118332,995083,,123249,-90487,32762,6683,26079,,,26079,-5006,,21073,26079,,,21073,,,0.56
2755,揚秦,2025Q2,tpex,1432785,1041443,,,391342,,,391342,258041,,133301,-4135,129166,25125,104041,,,104041,-4986,,99055,104041,,,99055,,,3.45
2756,聯發國際,2025Q2,tpex,502561,214755,,,287806,,,287806,237393,,50413,-6878,43535,14058,29477,,,29477,-22550,,6927,29477,,,6927,,,1.21
2916,滿心,2025Q2,tpex,984951,456930,,,528021,,,528021,384619,,143402,29532,172934,34587,138347,,,138347,-11454,,126893,,,,,,,2.14
2924,宏太-KY,2025Q2,tpex,21595,12785,,,8810,,,8810,34822,,-26012,528,-25484,0,-25484,,,-25484,-2310,,-27794,-25484,,,-27794,,,-0.49
2926,誠品生活,2025Q2,tpex,3324201,2068815,,,1255386,,,1255386,1251545,,3841,22174,26015,15339,10676,,,10676,-44078,,-33402,10930,,-254,-32951,,-451,0.23
2937,集雅社,2025Q2,tpex,2350615,1830410,,,520205,,,520205,440843,,79362,282,79644,15962,63682,,,63682,,,63682,63682,,,63682,,,1.46
2941,米斯特,2025Q2,tpex,468701,171773,,,296928,,,296928,271044,,25884,266,26150,4982,21168,,,21168,-51,,21117,,,,,,,1.38
2947,振宇五金,2025Q2,tpex,1109002,662257,,,446745,,,446745,395438,,51307,-3274,48033,9896,38137,,,38137,,,38137,38137,0,0,38137,0,0,1.80
2948,寶陞,2025Q2,tpex,1085311,633022,,,452289,,,452289,393881,,58408,-14569,43839,14083,29756,,,29756,-106174,,-76418,29756,,,-76418,,,0.99
2949,欣新網,2025Q2,tpex,2569784,2256587,,,313197,,,313197,233311,,79886,-5110,74776,22118,52658,,,52658,-1107,,51551,51276,,1382,50514,,1037,2.06
3064,泰偉,2025Q2,tpex,44201,5022,,,39179,,,39179,49004,,-9825,-14301,-24126,0,-24126,,,-24126,-671,,-24797,-24124,,-2,-24795,,-2,-1.85
3066,李洲,2025Q2,tpex,104279,78556,,,25723,,,25723,68203,,-42480,-127176,-169656,0,-169656,,,-169656,19232,,-150424,-165630,,-4026,-140160,,-10264,-1.99
3067,全域,2025Q2,tpex,26519,19207,,,7312,,,7312,14106,,-6794,-11264,-18058,-2941,-15117,,,-15117,142,,-14975,-15117,,,-14975,,,-0.76
3071,協禧,2025Q2,tpex,1120160,770622,,,349538,,,349538,299008,,50530,60563,111093,55613,55480,,,55480,-174775,,-119295,53221,,2259,-105923,,-13372,0.48
3073,天方能源,2025Q2,tpex,30085,14415,,,15670,,,15670,27074,33933,22529,371,22900,11,22889,,,22889,-16036,,6853,22894,,-5,6858,,-5,0.62
3078,僑威,2025Q2,tpex,5967445,4387661,,,1579784,,,1579784,460755,,1119029,-4823,1114206,321897,792309,,,792309,-465162,,327147,792309,,,327147,,,3.48
3081,聯亞,2025Q2,tpex,1007596,620924,,,386672,,,386672,192874,,193798,-19966,173832,34777,139055,,,139055,-646,,138409,,,,,,,1.51
3083,網龍,2025Q2,tpex,170005,29121,,,140884,,,140884,168305,,-27421,31088,3667,1643,2024,,,2024,-108647,,-106623,235,,1789,-106236,,-387,0.00
3085,新零售,2025Q2,tpex,26163,12096,,,14067,,,14067,36594,,-22527,1763,-20764,0,-20764,,,-20764,351,,-20413,-20764,,0,-20413,,0,-0.30
3086,華義*,2025Q2,tpex,79346,41610,,,37736,,,37736,41013,,-3277,-10424,-13701,,-13701,,,-13701,-18,,-13719,-12793,,-908,-12802,,-917,-0.49
3088,艾訊,2025Q2,tpex,3254566,2118735,,,1135831,71,71,1135831,834471,,301360,-173197,128163,24723,103440,,,103440,-93741,,9699,100234,,3206,6493,,3206,0.94
3093,港建*,2025Q2,tpex,1149230,845994,,,303236,,,303236,164011,,139225,-16491,122734,27887,94847,,,94847,-20913,,73934,94847,,0,73934,,0,0.65
3095,及成,2025Q2,tpex,302147,252461,,,49686,,,49686,55308,,-5622,-21261,-26883,8,-26891,,,-26891,-2482,,-29373,-26891,,,-29373,,,-2.69
3105,穩懋,2025Q2,tpex,7356201,6059907,,,1296294,,,1296294,1631894,,-335600,-276290,-611890,-58347,-553543,,,-553543,-830828,,-1384371,-405338,,-148205,-1163323,,-221048,-0.96
3114,好德,2025Q2,tpex,1523213,1381137,,,142076,,,142076,81417,,60659,-51208,9451,7373,2078,,,2078,-123400,,-121322,2078,,0,-121322,,0,0.03
3115,富榮綱,2025Q2,tpex,1264,0,,,1264,,,1264,15835,,-14571,-2683,-17254,0,-17254,,,-17254,-7150,,-24404,-17254,,,-24404,,,-0.41
3118,進階,2025Q2,tpex,348436,233391,,,115045,,,115045,85059,,29986,11535,41521,7040,34481,,,34481,,,34481,,,,,,,1.06
3122,笙泉,2025Q2,tpex,166748,113112,,,53636,,,53636,89930,,-36294,-6255,-42549,76,-42625,,,-42625,-1762,,-44387,-42625,,0,-44387,,0,-1.05
3128,昇銳,2025Q2,tpex,561607,374972,,,186635,,,186635,139162,,47473,-20825,26648,6817,19831,,,19831,,,19831,20122,,-291,20122,,-291,0.48
3131,弘塑,2025Q2,tpex,2871075,1703117,,,1167958,,,1167958,484363,,683595,-72944,610651,150571,460080,,,460080,-7739,,452341,461222,,-1142,453516,,-1175,15.79
3141,晶宏,2025Q2,tpex,794452,504242,,,290210,,,290210,251386,0,38824,-83899,-45075,-11403,-33672,,,-33672,49395,,15723,-24226,,-9446,25169,,-9446,-0.32
3147,大綜,2025Q2,tpex,4460220,3946744,,,513476,,,513476,244832,,268644,-57377,211267,54002,157265,,,157265,-11512,,145753,157265,,,145753,,,4.03
3152,璟德,2025Q2,tpex,742833,417592,,,325241,,,325241,183041,,142200,381457,523657,33871,489786,,,489786,,,489786,,,,,,,7.10
3158,嘉實,2025Q2,tpex,477091,166431,,,310660,,,310660,209767,,100893,2969,103862,20687,83175,,,83175,-481,,82694,83174,,1,82693,,1,3.11
3162,精確,2025Q2,tpex,3648362,3137470,,,510892,,,510892,348730,,162162,-21140,141022,7622,133400,,,133400,-73904,,59496,132721,,679,59375,,121,1.02
3163,波若威,2025Q2,tpex,1062395,876573,,,185822,,,185822,128600,,57222,-1645,55577,12377,43200,,,43200,-70003,,-26803,43200,,,-26803,,,0.54
3169,亞信,2025Q2,tpex,485406,230471,,,254935,,,254935,115150,,139785,-3169,136616,22584,114032,,,114032,-19536,,94496,114032,,,94496,,,1.81
3171,炎洲流通,2025Q2,tpex,731470,517238,,,214232,,,214232,140703,,73529,3454,76983,15649,61334,,,61334,-10883,,50451,61334,,,50451,,,1.85
3176,基亞,2025Q2,tpex,860152,303804,,,556348,49850,,506498,466968,,39530,-31977,7553,16680,-9127,,,-9127,-106725,,-115852,64429,,-73556,21451,,-137303,0.46
3178,公準,2025Q2,tpex,645219,543022,,,102197,,,102197,92361,,9836,-28993,-19157,-3867,-15290,,,-15290,-1757,,-17047,-15672,,382,-16903,,-144,-0.35
3188,鑫龍騰,2025Q2,tpex,306723,157735,,,148988,,,148988,50561,,98427,-4910,93517,28456,65061,,,65061,,,65061,65061,,,65061,,,0.35
3191,雲嘉南,2025Q2,tpex,83732,65418,,,18314,,,18314,35835,,-17521,-8943,-26464,-2895,-23569,,,-23569,4531,,-19038,-23569,,,-19038,,,-0.54
3205,佰研,2025Q2,tpex,213631,175570,,,38061,,,38061,68565,,-30504,-601,-31105,0,-31105,,,-31105,-1330,,-32435,-31426,,321,-32546,,111,-0.78
