stock_id,name,period,market,收入,支出,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,本期淨利（淨損）,其他綜合損益,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1409,新纖,2022Q3,twse,36768511,32246534,4521977,999501,3522476,0,3522476,-1902100,1620376,2802191,,720285,929704,,690672,1.74
1718,中纖,2022Q3,twse,25470370,22104412,3365958,980212,2385746,,2385746,-1232612,1153134,-730361,,3116107,-893470,,2046604,-0.54
2207,和泰車,2022Q3,twse,180724849,186043244,-5318395,2066375,-7384770,,-7384770,-1788373,-9173143,-10171868,,2787098,-12130937,,2957794,-18.62
2905,三商,2022Q3,twse,188540837,192457151,-3916314,542417,-4458731,,-4458731,-12344888,-16803619,-1675373,,-2783358,-6983191,,-9820428,-1.92
