stock_id,name,period,market,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅利益（費用）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
5864,致和證,2015Q4,tpex,225007,231137,-6130,33920,27790,161,27951,,,27951,-30783,,-2832,,,,,,,0.13
6015,宏遠證,2015Q4,tpex,447211,958220,-511009,310528,-200481,-54348,-254829,,,-254829,168946,,-85883,-254829,,,-85883,,,-0.60
6016,康和證,2015Q4,tpex,2447807,2340843,106964,151383,258347,-18094,240253,,,240253,-90555,,149698,236221,,4032,145686,,4012,0.35
6020,大展證,2015Q4,tpex,114349,156234,-41885,25321,-16564,13941,-2623,,,-2623,6460,,3837,-1498,,-1125,4962,,-1125,-0.01
6021,美好證,2015Q4,tpex,408062,519209,-111147,80276,-30871,-22652,-53523,,,-53523,-34296,,-87819,-53523,,0,-87819,,0,-0.17
6023,元大期貨,2015Q4,tpex,2929929,2521975,407954,527166,935120,-158027,777093,,,777093,165195,,942288,777093,0,,942288,0,,3.35
6026,福邦證,2015Q4,tpex,366968,252059,114909,54768,169677,-36629,133048,0,,133048,3365,,136413,133048,,,136413,,,0.58
