stock_id,name,period,market,營業收入,營業成本,營業費用,營業利益（損失）,營業外收入及支出,繼續營業單位稅前純益（純損）,所得稅費用（利益）,繼續營業單位本期純益（純損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2816,旺旺保,2023Q1,twse,2368608,1643554,527659,197395,1681,199076,0,199076,,,199076,100062,,299138,,,,,,,0.89
2832,台產,2023Q1,twse,1628094,993365,350870,283859,-902,282957,40754,242203,,,242203,307708,,549911,,,,,,,0.67
2850,新產,2023Q1,twse,4694714,3248211,889434,557069,1235,558304,105230,453074,,,453074,374397,,827471,,,,,,,1.43
2851,中再保,2023Q1,twse,5440044,4532663,142897,764484,195,764679,112701,651978,,,651978,-278807,,373171,,,,,,,0.81
2852,第一保,2023Q1,twse,1723421,1250088,382335,90998,-17,90981,16343,74638,,,74638,252227,,326865,,,,,,,0.25
