stock_id,name,period,market,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
3324,雙鴻,2016Q1,tpex,1410739,1099510,311229,,,311229,152264,,158965,-17163,141802,31702,110100,,,110100,-17181,,92919,109516,,584,92508,,411,1.54
3325,旭品,2016Q1,tpex,331677,279392,52285,,,52285,42676,,9609,-5265,4344,3217,1127,,,1127,-15257,,-14130,1127,,0,-14130,,0,0.02
3332,幸康,2016Q1,tpex,270100,178856,91244,,,91244,72090,,19154,10638,29792,-254,30046,,,30046,-17691,,12355,30046,,,12355,,,0.62
3339,泰谷,2016Q1,tpex,217361,301161,-83800,,,-83800,29255,,-113055,-62,-113117,0,-113117,,,-113117,-45,,-113162,-113117,,0,-113117,,-45,-0.41
3354,律勝,2016Q1,tpex,96340,76683,19657,,,19657,26431,,-6774,-7934,-14708,-766,-13942,,,-13942,-5876,,-19818,-13942,,,-19818,,,-0.17
3360,尚立,2016Q1,tpex,2409074,2311220,97854,,,97854,68825,,29029,-7175,21854,5521,16333,,,16333,-930,,15403,17671,,-1338,16741,,-1338,0.25
3362,先進光,2016Q1,tpex,261672,183887,77785,,,77785,64093,,13692,-16981,-3289,0,-3289,,,-3289,-2299,,-5588,-3289,,0,-5588,,0,-0.04
3363,上詮,2016Q1,tpex,343247,306984,36263,,,36263,60960,,-24697,179329,154632,36669,117963,,,117963,-8583,,109380,116859,,1104,108276,,1104,1.53
3372,典範,2016Q1,tpex,448819,460972,-12153,,,-12153,34922,,-47075,-21286,-68361,0,-68361,,,-68361,,,-68361,,,,,,,-0.17
3373,熱映,2016Q1,tpex,244448,168163,76285,,,76285,44382,,31903,-6781,25122,3359,21763,,,21763,-4736,,17027,21763,,,17027,,,0.50
3374,精材,2016Q1,tpex,1054161,1054236,-75,,,-75,121178,51398,-69855,-4841,-74696,-12698,-61998,,,-61998,222,,-61776,,,,,,,-0.23
3379,彬台,2016Q1,tpex,149611,127034,22577,,,22577,51117,0,-28540,135,-28405,-4043,-24362,,,-24362,-1497,,-25859,-24362,,,-25859,,,-0.64
3388,崇越電,2016Q1,tpex,1625641,1366958,258683,,,258683,188335,,70348,1160,71508,15533,55975,,,55975,-16734,,39241,52707,,3268,36076,,3165,0.85
3390,旭軟,2016Q1,tpex,139648,124713,14935,,,14935,26661,0,-11726,749,-10977,-778,-10199,,,-10199,1510,,-8689,-10199,,0,-8689,,0,-0.15
3402,漢科,2016Q1,tpex,801320,682762,118558,,,118558,61315,,57243,-1745,55498,6977,48521,,,48521,377,,48898,48521,,,48898,,,0.66
3434,哲固,2016Q1,tpex,162613,135547,27066,,,27066,21685,,5381,-2800,2581,478,2103,,,2103,-8,,2095,2103,,,2095,,,0.09
3438,類比科,2016Q1,tpex,279780,227429,52351,,,52351,42773,,9578,-3849,5729,1409,4320,,,4320,-7,,4313,4320,,,4313,,,0.11
3441,聯一光電,2016Q1,tpex,114667,97889,16778,,,16778,24429,,-7651,-3509,-11160,-1072,-10088,,,-10088,-12106,,-22194,-9326,,-762,-20623,,-1571,-0.23
3444,利機,2016Q1,tpex,207447,168749,38698,,,38698,30818,,7880,715,8595,1830,6765,,,6765,-1364,,5401,6765,,0,5401,,0,0.17
3455,由田,2016Q1,tpex,239680,127160,112520,,,112520,120964,,-8444,-29931,-38375,-6902,-31473,,,-31473,-346,,-31819,-31473,,,-31819,,,-0.51
3465,進泰電子,2016Q1,tpex,29911,31579,-1668,,,-1668,15230,0,-16898,-1695,-18593,-559,-18034,0,,-18034,-94,,-18128,-18034,,,-18128,,,-0.69
3466,德晉,2016Q1,tpex,397370,302552,94818,,,94818,90584,,4234,-6456,-2222,6,-2228,,,-2228,-13522,,-15750,-2228,,,-15750,,,-0.04
3479,安勤,2016Q1,tpex,1401743,1047155,354588,,,354588,222700,,131888,2089,133977,32643,101334,,,101334,-10908,,90426,103278,,-1944,94284,,-3858,1.51
3483,力致,2016Q1,tpex,749407,624484,124923,,,124923,117450,,7473,-12846,-5373,4272,-9645,,,-9645,-5611,,-15256,-9175,,-470,-14737,,-519,-0.19
3484,崧騰,2016Q1,tpex,755452,569070,186382,,,186382,140480,,45902,-4357,41545,2519,39026,,,39026,-24625,,14401,40018,,-992,16317,,-1916,0.62
3489,森寶,2016Q1,tpex,143991,126818,17173,,,17173,8522,5150,13801,-2834,10967,3292,7675,,,7675,0,,7675,7675,,0,7675,,0,0.09
3490,單井,2016Q1,tpex,291093,261744,29349,,,29349,35336,,-5987,119578,113591,18332,95259,,,95259,751,,96010,95259,,,96010,,,1.56
3491,昇達科,2016Q1,tpex,352401,233820,118581,,,118581,66390,,52191,-8400,43791,7449,36342,,,36342,-12221,,24121,36809,,-467,29178,,-5057,0.71
3492,長盛,2016Q1,tpex,288424,205234,83190,0,0,83190,46950,,36240,-755,35485,7306,28179,,,28179,-4992,,23187,28179,0,0,23187,0,0,0.79
3498,陽程,2016Q1,tpex,706313,429308,277005,,,277005,115445,,161560,-13039,148521,37902,110619,,,110619,-13244,,97375,110879,,-260,97633,,-258,1.22
3499,環天科,2016Q1,tpex,108571,78986,29585,,,29585,45067,,-15482,-558,-16040,-2361,-13679,,,-13679,-2074,,-15753,-13679,,0,-15753,,0,-0.25
3508,位速,2016Q1,tpex,405140,396008,9132,,,9132,91290,,-82158,-7916,-90074,1618,-91692,,,-91692,-13437,,-105129,-91692,,0,-105129,,0,-1.00
3511,矽瑪,2016Q1,tpex,335832,275866,59966,,,59966,81592,,-21626,1131,-20495,27,-20522,,,-20522,-842,,-21364,-20907,,385,-21314,,-50,-0.54
3512,皇龍,2016Q1,tpex,109910,106410,3500,,,3500,28750,,-25250,-386,-25636,-59,-25577,,,-25577,-1275,,-26852,-25577,,,-26852,,,-0.43
3516,亞帝歐,2016Q1,tpex,158755,148105,10650,,,10650,37615,,-26965,14685,-12280,135,-12415,,,-12415,-20789,,-33204,-12415,,,-33204,,,-0.18
3520,華盈,2016Q1,tpex,120265,101577,18688,,,18688,24842,,-6154,-4711,-10865,-548,-10317,,,-10317,-1546,,-11863,-11337,,1020,-12883,,1020,-0.21
3521,台鋼建設,2016Q1,tpex,161845,137146,24699,,,24699,20339,,4360,-1670,2690,,2690,,,2690,,,2690,,,,,,,0.06
3522,御嵿,2016Q1,tpex,283142,256876,26266,,,26266,33315,,-7049,-1445,-8494,-1079,-7415,,,-7415,-3353,,-10768,-7438,,23,-10791,,23,-0.16
3523,迎輝,2016Q1,tpex,148101,173618,-25517,,,-25517,58080,,-83597,-15891,-99488,0,-99488,,,-99488,4250,,-95238,-99488,,,-95238,,,-1.04
3526,凡甲,2016Q1,tpex,469710,302056,167654,0,,167654,95369,,72285,-3077,69208,6176,63032,,,63032,-12793,,50239,63032,,,50239,,,0.98
3527,聚積,2016Q1,tpex,538387,350414,187973,,41,188014,138564,,49450,1153,50603,11055,39548,,,39548,-2693,,36855,45462,,-5914,42769,,-5914,1.39
3529,力旺,2016Q1,tpex,319846,0,319846,,,319846,177088,,142758,42837,185595,19583,166012,,,166012,,,166012,166012,,0,166012,,0,2.19
3531,先益,2016Q1,tpex,379901,307153,72748,,,72748,68207,,4541,7944,12485,2617,9868,,,9868,-28156,,-18288,9868,,0,-18288,,0,0.16
3537,堡達,2016Q1,tpex,634569,565550,69019,0,0,69019,46891,0,22128,-13867,8261,2879,5382,0,,5382,-2892,,2490,5382,,,2490,,,0.11
