stock_id,name,period,market,利息淨收益,利息以外淨損益,呆帳費用、承諾及保證責任準備提存,營業費用,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2801,彰銀,2024Q3,twse,16822910,15248408,2947215,15126617,13997486,2748528,11248958,,,11248958,6542865,,17791823,11248958,,,17791823,,,1.00
2812,台中銀,2024Q3,twse,8946148,5525412,862667,6094976,7513917,1166521,6347396,,,6347396,877926,,7225322,6347396,,,7225322,,,1.15
2820,華票,2024Q3,twse,243176,1501904,23042,435599,1286439,197389,1089050,,,1089050,351017,,1440067,,,,,,,0.81
2834,臺企銀,2024Q3,twse,14230580,12271208,3198550,12313677,10989561,2122703,8866858,,,8866858,3028271,,11895129,8866858,,,11895129,,,0.97
2836,高雄銀,2024Q3,twse,2119297,1168205,104870,2216059,966573,255612,710961,,,710961,789497,,1500458,,,,,,,0.41
2838,聯邦銀,2024Q3,twse,6061256,9320857,722239,9658563,5001311,689811,4311500,,,4311500,3618563,,7930063,4301395,,10105,7919955,,10108,0.94
2845,遠東銀,2024Q3,twse,4475661,5437800,45615,5883050,3984796,453696,3531100,,,3531100,180229,,3711329,3531100,,,3711329,,,0.83
2849,安泰銀,2024Q3,twse,2356328,1856135,458352,2549909,1204202,94708,1109494,0,,1109494,478185,,1587679,,,,,,,0.57
2897,王道銀行,2024Q3,twse,1317868,6880746,521723,3849545,3827346,749636,3077710,,,3077710,831079,,3908789,2274804,,802906,2831815,,1076974,0.79
5876,上海商銀,2024Q3,twse,28744177,10318405,10195520,14796075,14070987,2687507,11383480,,,11383480,13297484,,24680964,10551333,,832147,18753695,,5927269,2.18
