stock_id,name,period,market,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2880,華南金,2020Q2,twse,12229945,4750201,16980146,1212454,528605,12421702,2817385,1344806,1472579,,1472579,-1655876,-183297,1472492,,87,-183417,,120,0.11
2881,富邦金,2020Q2,twse,68378579,176380994,244759573,2570603,166133315,30716206,45339449,7875453,37463996,,37463996,-25577608,11886388,37284116,,179880,11564928,,321460,3.36
2882,國泰金,2020Q2,twse,95905403,225245216,321150619,920134,241909202,40497545,37823738,5122026,32701712,,32701712,1755378,34457090,32121758,,579954,33785391,,671699,2.18
2883,凱基金,2020Q2,twse,32755888,71802094,104557982,176607,81441614,13660002,9279759,2085912,7193847,,7193847,-8761433,-1567586,3026923,,4166924,-1417908,,-149678,0.21
2884,玉山金,2020Q2,twse,10190191,18752901,28943092,1512877,,16042136,11388079,1693187,9694892,,9694892,-956541,8738351,9690123,,4769,8733637,,4714,0.77
2885,元大金,2020Q2,twse,13057566,38393693,51451259,1125171,15584725,20602848,14138515,2419579,11718936,,11718936,512338,12231274,11064297,,654639,12176944,,54330,0.91
2886,兆豐金,2020Q2,twse,16201714,14045408,30247122,2455472,198036,14234068,13359546,2078117,11281429,,11281429,1203542,12484971,11281429,,0,12484971,,0,0.83
2887,台新新光金,2020Q2,twse,10746495,10887915,21634410,1050607,,12207015,8376788,1258394,7118394,,7118394,-85350,7033044,7119569,,-1175,7034098,,-1054,0.57
2889,國票金,2020Q2,twse,992946,2730483,3723429,-66736,,1634982,2155183,503282,1651901,,1651901,668540,2320441,1489871,,162030,2148785,,171656,0.52
2890,永豐金,2020Q2,twse,8672000,9898445,18570445,1101591,,10956454,6512400,864771,5647629,,5647629,171950,5819579,5647629,,0,5819579,,0,0.50
2891,中信金,2020Q2,twse,54929389,55664410,110593799,5489098,47425189,32286074,25393438,6214416,19179022,,19179022,-18436827,742195,19177109,,1913,745356,,-3161,0.93
2892,第一金,2020Q2,twse,14715297,13339258,28054555,2335046,3925868,11480914,10312727,1548382,8764345,,8764345,-3128479,5635866,8764345,,,5635866,,,0.68
5880,合庫金,2020Q2,twse,17409378,6762673,24172051,3236276,-916995,12423724,9429046,1374495,8054551,,8054551,3425965,11480516,7752529,,302022,11038831,,441685,0.58
