stock_id,name,period,market,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅利益（費用）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2855,統一證,2015Q2,twse,2803626,2330584,473042,610665,1083707,-132684,951023,,,951023,-58147,,892876,948303,,2720,890112,,2764,0.72
6005,群益證,2015Q2,twse,3345976,2574158,771818,384301,1156119,-165710,990409,,,990409,-46691,,943718,925375,,65034,881748,,61970,0.39
6024,群益期,2015Q2,twse,609034,625555,-16521,208179,191658,-30799,160859,,,160859,-7475,,153384,162387,,-1528,154912,,-1528,1.33
