stock_id,name,period,market,收入,支出,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,本期淨利（淨損）,其他綜合損益,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1409,新纖,2016Q1,twse,8415981,8149671,266310,72422,193888,,193888,28884,222772,146781,,47107,149394,73378,,0.09
1718,中纖,2016Q1,twse,7553423,6918568,634855,132355,502500,,502500,158509,661009,-105489,,607989,-44983,,705992,-0.10
2514,龍邦,2016Q1,twse,28696,94711,-66015,0,-66015,0,-66015,35884,-30131,-65660,,-355,-30039,,-92,-0.12
2905,三商,2016Q1,twse,60406712,59152443,1254269,911698,342571,,342571,2068707,2411278,238201,,104370,1293556,,1117722,0.37
