stock_id,name,period,market,利息淨收益,利息以外淨損益,呆帳費用、承諾及保證責任準備提存,營業費用,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2801,彰銀,2026Q2,twse,15221502,10607584,1490700,11225331,13113055,1798702,11314353,,,11314353,7471507,,18785860,11314353,,,18785860,,,0.94
2812,台中銀,2026Q2,twse,6858846,4970619,586803,4987480,6255182,986315,5268867,,,5268867,1382714,,6651581,5268867,,,6651581,,,0.87
2820,華票,2026Q2,twse,665492,1574308,109644,382526,1747630,311434,1436196,,,1436196,-186633,,1249563,,,,,,,1.07
2834,臺企銀,2026Q2,twse,11191590,7318636,853738,8717537,8938951,1529383,7409568,,,7409568,3134183,,10543751,7409568,,,10543751,,,0.71
2836,高雄銀,2026Q2,twse,1869873,808632,269115,1500814,908576,158367,750209,,,750209,1274787,,2024996,,,,,,,0.39
2838,聯邦銀,2026Q2,twse,5249178,6735537,1387674,6383877,4213164,601115,3612049,,,3612049,771068,,4383117,3618157,,-6108,4389220,,-6103,0.67
2845,遠東銀,2026Q2,twse,3708812,3570206,124733,4213382,2940903,309956,2630947,,,2630947,1763331,,4394278,2630947,,,4394278,,,0.54
2849,安泰銀,2026Q2,twse,1885857,1448567,203187,1919765,1211472,151985,1059487,0,,1059487,-90042,,969445,,,,,,,0.54
2897,王道銀行,2026Q2,twse,1695791,4758621,448265,2769034,3237113,567787,2669326,,,2669326,851609,,3520935,1625874,,1043452,2603818,,917117,0.54
5876,上海商銀,2026Q2,twse,18352870,9075754,2181537,10171190,15075897,2367464,12708433,,,12708433,7014982,,19723415,10165383,,2543050,17880817,,1842598,2.08
