stock_id,name,period,market,收入,支出,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,本期淨利（淨損）,其他綜合損益,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1409,新纖,2015Q1,twse,9109647,8829763,279884,55692,224192,,224192,-4815,219377,186238,,37954,197856,,21521,0.11
1718,中纖,2015Q1,twse,8434674,6974585,1460089,277999,1182090,,1182090,-20205,1161885,381981,,800109,377019,,784866,0.34
2514,龍邦,2015Q1,twse,19424596,18042557,1382039,267663,1114376,,1114376,152786,1267162,382185,,732191,411172,,855990,0.74
2905,三商,2015Q1,twse,56902876,55419693,1483183,741533,741650,,741650,895571,1637221,331588,,410062,770610,,866611,0.52
