stock_id,name,period,market,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2855,統一證,2022Q2,twse,2555686,2697287,-141601,102012,-39589,123156,-162745,,,-162745,-92995,,-255740,-165761,,3016,-254368,,-1372,-0.11
6005,群益證,2022Q2,twse,3510469,3530653,-20184,556277,536093,379456,156637,,,156637,-464845,,-308208,20074,,136563,-465995,,157787,0.01
6024,群益期,2022Q2,twse,1365243,1118939,246304,128155,374459,59757,314702,,,314702,48623,,363325,314844,,-142,363270,,55,1.50
