stock_id,name,period,market,收入,支出,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,本期淨利（淨損）,其他綜合損益,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1409,新纖,2024Q2,twse,22436255,20908472,1527783,372348,1155435,,1155435,578190,1733625,795918,,359517,1415167,,318458,0.49
1718,中纖,2024Q2,twse,21234365,17080002,4154363,798998,3355365,,3355365,144956,3500321,104769,,3250596,489081,,3011240,0.08
2207,和泰車,2024Q2,twse,144265407,129104708,15160699,1437508,13723191,,13723191,2937665,16660856,11756724,,1966467,14529339,,2131517,21.10
2905,三商,2024Q2,twse,112062178,105960259,6101919,-762688,6864607,,6864607,203124,7067731,2679388,,4185219,2725532,,4342199,2.51
