stock_id,name,period,market,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
5864,致和證,2019Q2,tpex,210785,111604,99181,12987,112168,330,111838,,,111838,-6283,,105555,,,,,,,0.47
6015,宏遠證,2019Q2,tpex,402686,402681,5,52734,52739,-987,53726,,,53726,-1204,,52522,53726,,,52522,,,0.15
6016,康和證,2019Q2,tpex,978634,916703,61931,840,62771,-7842,70613,,,70613,87028,,157641,68840,,1773,155282,,2359,0.11
6020,大展證,2019Q2,tpex,56179,72929,-16750,12496,-4254,-69,-4185,,,-4185,57510,,53325,-4187,,2,53323,,2,-0.02
6021,美好證,2019Q2,tpex,238896,250173,-11277,24843,13566,10079,3487,,,3487,-8089,,-4602,3487,,,-4602,,,0.01
6023,元大期貨,2019Q2,tpex,1514009,1429221,84788,663400,748188,157464,590724,,,590724,107607,,698331,590724,,,698331,,,2.54
6026,福邦證,2019Q2,tpex,268423,163272,105151,5756,110907,8677,102230,0,,102230,1947,,104177,100560,,1670,102507,,1670,0.41
