stock_id,name,period,market,營業收入,營業成本,營業費用,營業利益（損失）,營業外收入及支出,繼續營業單位稅前純益（純損）,所得稅費用（利益）,繼續營業單位本期純益（純損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2816,旺旺保,2020Q2,twse,3882065,2601840,1014684,265541,20014,285555,-3659,289214,,,289214,9366,,298580,289214,,0,298580,,0,1.36
2832,台產,2020Q2,twse,2612895,1620403,618760,373732,2702,376434,44761,331673,,,331673,12992,,344665,,,,,,,0.92
2850,新產,2020Q2,twse,7725128,5328634,1609579,786915,3706,790621,99407,691214,,,691214,-25860,,665354,,,,,,,2.19
2851,中再保,2020Q2,twse,8780139,7492026,204612,1083501,10,1083511,175784,907727,,,907727,-246153,,661574,,,,,,,1.54
2852,第一保,2020Q2,twse,2758645,1997351,674850,86444,643,87087,43321,43766,,,43766,-79963,,-36197,,,,,,,0.15
