stock_id,name,period,market,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅利益（費用）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2855,統一證,2017Q3,twse,5191884,3583346,1608538,299249,1907787,-124893,1782894,,,1782894,-115409,,1667485,1779456,,3438,1663792,,3693,1.28
6005,群益證,2017Q3,twse,6626673,4789481,1837192,577912,2415104,-202341,2212763,,,2212763,3445,,2216208,1961766,,250997,2033044,,183164,0.90
6024,群益期,2017Q3,twse,2019512,1621207,398305,250083,648388,-76874,571514,,,571514,-100697,,470817,568910,,2604,470105,,712,3.67
