stock_id,name,period,market,保險服務結果,財務結果,其他營業結果,營業利益（損失）,營業外收入及支出,繼續營業單位稅前純益（純損）,所得稅費用（利益）,繼續營業單位本期純益（純損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘
2816,旺旺保,2026Q1,twse,325748,230681,-95789,460640,1018,461658,63688,397970,,,397970,34532,,432502,,,,,,,1.78
2832,台產,2026Q1,twse,558780,137828,-182224,514384,-590,513794,96832,416962,,,416962,-27366,,389596,,,,,,,1.64
2850,新產,2026Q1,twse,1365605,220999,-79254,1507350,854,1508204,248433,1259771,0,,1259771,219133,,1478904,,,,,,,3.99
2851,中再保,2026Q1,twse,707341,1529859,-95015,2142185,22506,2164691,325242,1839449,,,1839449,-13024,,1826425,,,,,,,2.30
2852,第一保,2026Q1,twse,438956,15504,-59498,394962,738,395700,93803,301897,,,301897,-40810,,261087,,,,,,,1.00
