stock_id,name,period,market,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2880,華南金,2025Q4,twse,29254628,40237726,69492354,978648,654036,35233683,32625987,6201726,26424261,,26424261,6807024,33231285,26424090,,171,33231048,,237,1.90
2881,富邦金,2025Q4,twse,190389088,190917047,381306135,11514179,135253603,97475702,137062651,16080865,120981786,,120981786,-25877524,95104262,120943979,,37807,94851326,,252936,8.37
2882,國泰金,2025Q4,twse,267370658,83034257,350404915,8191912,115062010,114178957,112972036,5338904,107633132,0,107633132,-14388788,93244344,107141920,,491212,94625249,,-1380905,7.06
2883,凱基金,2025Q4,twse,76716864,-12412658,64304206,620485,-4915443,37787203,30811961,755466,30056495,,30056495,4891180,34947675,30057614,,-1119,34949593,,-1918,1.74
2884,玉山金,2025Q4,twse,40939262,50770573,91709835,6357277,,44421249,40931309,6557093,34374216,,34374216,3782025,38156241,34342232,,31984,38124007,,32234,2.12
2885,元大金,2025Q4,twse,39551362,88872794,128424156,2055024,14406747,64843118,47119267,7756549,39362718,,39362718,9646624,49009342,36520594,,2842124,46096940,,2912402,2.74
2886,兆豐金,2025Q4,twse,37593085,44414589,82007674,5278531,289016,36908649,39531478,4493348,35038130,,35038130,17011552,52049682,35038130,,,52049682,,,2.36
2887,台新新光金,2025Q4,twse,92014221,58558483,150572704,2643389,50146163,56526445,41256707,3895974,37360733,,37360733,24432615,61793348,37326812,,33921,61756527,,36821,1.91
2889,國票金,2025Q4,twse,1964348,6620721,8585069,457550,,4545310,3582209,712819,2869390,,2869390,3274404,6143794,2295557,,573833,5226023,,917771,0.63
2890,永豐金,2025Q4,twse,38282342,36107372,74389714,3699047,,38657084,32033583,5272596,26760987,3605,26764592,521602,27286194,26569302,,195290,27205219,,80975,1.97
2891,中信金,2025Q4,twse,148094257,96800414,244894671,13318169,36437407,102918787,92220308,9891465,82328843,,82328843,1284241,83613084,80619233,,1709610,79949308,,3663776,4.08
2892,第一金,2025Q4,twse,34680709,42913039,77593748,6382002,4055892,33706716,33449138,6516290,26932848,,26932848,11136403,38069251,26932848,,,38069251,,,1.87
5880,合庫金,2025Q4,twse,34530572,39857053,74387625,4637620,10738384,32709379,26302242,4854387,21447855,,21447855,14878243,36326098,21294771,,153084,35860116,,465982,1.36
