date,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote,asof
2019-12-24,189.66000000,191.68000000,185.00000000,188.30000000,50765.49176000,9589235.46226960,31926,25717.85082000,4863708.66446370,2026-09-20
2019-12-25,188.31000000,188.78000000,182.69000000,185.34000000,31724.59117000,5893381.49909160,20246,14736.30446000,2737616.98222600,2026-09-20
2019-12-26,185.34000000,194.99000000,184.01000000,187.79000000,48012.30969000,9082429.75981780,32093,23121.59259000,4377959.85786720,2026-09-20
2019-12-27,187.70000000,203.92000000,186.83000000,203.21000000,120980.63718000,23726165.95459510,69928,61331.25150000,12019679.58149780,2026-09-20
2019-12-28,203.33000000,210.00000000,202.53000000,206.27000000,81593.20921000,16871566.24953750,52994,39803.44374000,8230633.16792930,2026-09-20
2019-12-29,206.26000000,215.94000000,204.34000000,212.34000000,80763.47218000,16985762.55160260,54773,41374.95501000,8699423.18573180,2026-09-20
2019-12-30,212.29000000,215.00000000,205.65000000,208.62000000,76221.01161000,16030753.49490270,47461,37672.11938000,7922750.02610810,2026-09-20
2019-12-31,208.61000000,214.11000000,201.73000000,204.52000000,89320.43252000,18571184.19764030,54872,46607.60432000,9689227.14991810,2026-09-20
2020-01-01,204.57000000,209.00000000,203.10000000,204.44000000,43234.95850000,8914580.44941280,32837,22109.25718000,4559982.69061340,2026-09-20
2020-01-02,204.43000000,205.53000000,192.80000000,195.49000000,76481.14050000,15250316.79331540,57340,39232.52597000,7824769.47091290,2026-09-20
2020-01-03,195.49000000,226.00000000,191.90000000,222.43000000,236151.17473000,50167864.84489020,130693,115532.39483000,24552715.47590520,2026-09-20
2020-01-04,222.38000000,227.64000000,219.56000000,224.47000000,110315.64423000,24606733.70933670,72555,55801.11877000,12441776.82494560,2026-09-20
2020-01-05,224.45000000,227.63000000,220.60000000,222.79000000,90338.28418000,20252110.06544170,57596,46864.83393000,10508940.32043610,2026-09-20
2020-01-06,222.82000000,247.00000000,222.20000000,244.25000000,177504.59026000,41864004.98716810,95696,89500.57403000,21125201.53336530,2026-09-20
2020-01-07,244.26000000,246.90000000,232.00000000,242.30000000,180860.80127000,43584856.44207490,102231,90120.91166000,21723624.58161370,2026-09-20
2020-01-08,242.48000000,255.19000000,229.59000000,240.19000000,238290.07035000,57593772.56780990,135746,122014.12174000,29514020.11168430,2026-09-20
2020-01-09,240.13000000,243.89000000,231.26000000,238.01000000,109003.33057000,25831452.21996530,74785,53429.63944000,12661878.60864310,2026-09-20
2020-01-10,238.06000000,275.00000000,231.13000000,271.83000000,311448.58074000,78716114.16087170,169498,156393.31039000,39548091.29931800,2026-09-20
2020-01-11,271.95000000,279.49000000,258.68000000,260.83000000,199691.49268000,53671209.66311590,109112,100889.13795000,27115680.60596650,2026-09-20
2020-01-12,260.69000000,271.39000000,257.85000000,270.77000000,105180.61526000,27893928.22852270,69836,53332.79122000,14144158.35350800,2026-09-20
2020-01-13,270.85000000,272.99000000,261.06000000,267.21000000,91495.50923000,24292551.43408490,55038,42456.08313000,11273227.19972060,2026-09-20
2020-01-14,267.24000000,368.08000000,267.14000000,348.35000000,827847.55896000,264096424.21193080,433629,423816.25420000,135312871.16120180,2026-09-20
2020-01-15,348.35000000,362.89000000,312.62000000,339.99000000,498653.95613000,168268576.66039070,336128,249365.27692000,84193048.43236930,2026-09-20
2020-01-16,340.00000000,342.96000000,309.20000000,326.76000000,247311.30454000,79851321.79113410,174227,120605.13597000,38942817.58504050,2026-09-20
2020-01-17,326.58000000,383.92000000,319.46000000,368.00000000,395293.42180000,138483570.71945070,262261,192533.63952000,67497698.63305610,2026-09-20
2020-01-18,367.98000000,405.86000000,330.00000000,339.01000000,482356.86961000,175836092.71829480,291290,236226.43251000,86053358.75032490,2026-09-20
2020-01-19,338.79000000,366.27000000,319.78000000,339.61000000,305020.88339000,104007649.50933840,194805,148246.82103000,50539946.02382350,2026-09-20
2020-01-20,339.54000000,352.94000000,322.46000000,343.39000000,171058.37052000,57808951.73643370,115364,86201.78412000,29150681.10367860,2026-09-20
2020-01-21,343.38000000,348.22000000,332.05000000,343.50000000,107803.73807000,36882075.81557640,84613,54182.73523000,18541730.36913270,2026-09-20
2020-01-22,343.50000000,354.52000000,339.16000000,349.22000000,96093.49399000,33254970.56192770,82325,49441.96039000,17111782.98304130,2026-09-20
2020-01-23,349.11000000,350.15000000,316.36000000,325.21000000,135190.02823000,45089583.31868880,116063,64813.04342000,21620722.11242090,2026-09-20
2020-01-24,325.09000000,327.95000000,297.00000000,318.83000000,217601.81697000,68563765.46855050,156252,106620.58802000,33609739.13719710,2026-09-20
2020-01-25,318.82000000,319.27000000,305.10000000,310.13000000,100771.89962000,31331217.54809740,83795,50547.16286000,15718814.87786910,2026-09-20
2020-01-26,310.29000000,349.96000000,307.43000000,348.24000000,176481.76156000,58473128.41468270,142468,91593.87553000,30428703.59031940,2026-09-20
2020-01-27,348.25000000,378.19000000,347.65000000,362.86000000,248777.01991000,90806168.95643230,190871,124856.57959000,45593706.18485900,2026-09-20
2020-01-28,362.90000000,385.38000000,360.26000000,378.60000000,210830.79139000,78070864.54455000,166313,101526.11743000,37614609.65424240,2026-09-20
2020-01-29,378.43000000,396.31000000,375.80000000,380.26000000,200640.19640000,77426438.06393210,158215,100891.60637000,38931476.57000450,2026-09-20
2020-01-30,380.24000000,399.34000000,370.88000000,392.69000000,197841.16173000,76640849.62722100,143006,102027.15662000,39519529.80984100,2026-09-20
2020-01-31,392.52000000,394.99000000,364.16000000,374.86000000,146704.06246000,55423289.40891820,118035,72249.18351000,27301425.54817000,2026-09-20
2020-02-01,374.89000000,389.64000000,372.31000000,380.08000000,106551.71789000,40621518.28583600,86607,53746.50152000,20503970.73001610,2026-09-20
2020-02-02,380.16000000,387.70000000,368.91000000,377.34000000,98738.97527000,37471282.46115520,85046,49126.01222000,18656332.25842250,2026-09-20
2020-02-03,377.24000000,392.84000000,374.40000000,384.25000000,132459.04345000,50751441.75574310,99635,64831.23815000,24844443.97482260,2026-09-20
2020-02-04,384.19000000,389.50000000,372.38000000,380.93000000,111599.02261000,42483323.54689400,88591,50151.32495000,19096850.41314440,2026-09-20
2020-02-05,380.95000000,445.46000000,378.72000000,444.92000000,254489.93106000,105836654.92701820,213451,136149.55284000,56623906.10278480,2026-09-20
2020-02-06,444.93000000,448.43000000,416.88000000,445.76000000,183772.05365000,80673959.70255230,145713,92808.77119000,40760716.96935520,2026-09-20
2020-02-07,445.69000000,459.70000000,432.12000000,439.21000000,152210.53024000,67274029.35004040,115515,77412.84964000,34214973.40328520,2026-09-20
2020-02-08,439.39000000,454.50000000,425.16000000,444.46000000,147309.77991000,65395139.77460440,121062,76350.02979000,33884446.91630010,2026-09-20
2020-02-09,444.46000000,460.55000000,434.79000000,449.72000000,149967.53436000,67466627.43192640,112361,73675.81518000,33151525.74070390,2026-09-20
2020-02-10,449.77000000,463.37000000,435.86000000,452.05000000,150905.28806000,67617057.03685220,117749,76167.28401000,34140714.37626150,2026-09-20
2020-02-11,452.00000000,469.32000000,440.44000000,461.89000000,149039.05207000,67659665.38658690,123011,75993.47274000,34515809.57907220,2026-09-20
2020-02-12,462.00000000,481.87000000,462.00000000,473.55000000,163282.70277000,77303931.19246640,126333,84602.06112000,40050731.50366380,2026-09-20
2020-02-13,473.55000000,484.98000000,457.70000000,477.32000000,174921.81401000,82409293.14214210,164193,89509.15517000,42188055.97824340,2026-09-20
2020-02-14,477.17000000,498.23000000,465.99000000,493.77000000,141147.43543000,68454718.19812740,131819,71074.62234000,34507898.58722300,2026-09-20
2020-02-15,493.77000000,494.99000000,414.00000000,438.96000000,202082.72431000,92418177.17831700,188295,97860.32793000,44797415.49092930,2026-09-20
2020-02-16,438.88000000,458.22000000,382.09000000,411.68000000,254154.92558000,106719249.35983650,218805,118593.69890000,49929164.71116740,2026-09-20
2020-02-17,411.81000000,417.09000000,367.00000000,412.99000000,366860.16592000,143248942.50262910,309041,184518.92908000,72077013.65842140,2026-09-20
2020-02-18,412.99000000,427.47000000,385.00000000,420.20000000,243144.07689000,99294133.61788040,191013,123034.85059000,50258442.71720570,2026-09-20
2020-02-19,420.38000000,423.70000000,370.00000000,378.46000000,146767.64105000,59143558.27593210,139816,69838.13967000,28159760.93067550,2026-09-20
2020-02-20,378.37000000,388.00000000,352.70000000,371.10000000,207799.23573000,77566186.54953000,207869,99654.34346000,37188672.31927900,2026-09-20
2020-02-21,370.88000000,388.88000000,367.23000000,377.74000000,135650.11257000,51277503.72228410,123023,70506.82512000,26643807.48151930,2026-09-20
2020-02-22,377.93000000,380.43000000,366.93000000,373.14000000,90739.12749000,33916325.02020550,78583,45028.57028000,16829045.03801540,2026-09-20
2020-02-23,372.99000000,404.42000000,372.24000000,401.57000000,119949.80434000,46950831.22288960,97693,59910.62946000,23452074.19961670,2026-09-20
2020-02-24,401.50000000,408.43000000,363.00000000,378.22000000,192156.78539000,73902231.76600630,142853,93593.28887000,36003605.00595390,2026-09-20
2020-02-25,378.08000000,379.85000000,343.99000000,353.07000000,181646.01154000,65750084.06920880,147058,87380.81797000,31661242.84795140,2026-09-20
2020-02-26,353.01000000,362.41000000,301.10000000,316.67000000,426041.48888000,137797223.32351700,300380,198285.43907000,64207776.52207960,2026-09-20
2020-02-27,316.77000000,335.40000000,307.16000000,324.62000000,240590.21235000,77933912.89089180,182016,120924.92834000,39173249.49680360,2026-09-20
2020-02-28,324.48000000,329.34000000,298.95000000,314.97000000,224510.28774000,70130499.38052590,177378,111495.61812000,34826857.01454990,2026-09-20
2020-02-29,315.09000000,322.59000000,305.00000000,306.11000000,139466.90438000,43689851.84827340,109670,64635.40391000,20256533.40432240,2026-09-20
2020-03-01,305.90000000,325.00000000,304.13000000,311.90000000,150571.38912000,47240577.20771970,132449,75016.70816000,23530678.39386270,2026-09-20
2020-03-02,311.90000000,343.00000000,310.68000000,339.33000000,227311.54962000,74009701.91000060,136188,115595.94663000,37659269.58902410,2026-09-20
2020-03-03,339.33000000,339.38000000,321.13000000,329.61000000,175358.92439000,57935379.07565880,122872,84698.56234000,27982442.88788230,2026-09-20
2020-03-04,329.66000000,332.19000000,308.35000000,319.46000000,104895.17055000,33733618.96866460,82721,50694.30001000,16304976.09183440,2026-09-20
2020-03-05,319.58000000,343.46000000,319.36000000,337.10000000,152373.42593000,51026054.85549920,124428,79296.73078000,26559742.53723230,2026-09-20
2020-03-06,337.08000000,353.61000000,332.30000000,350.73000000,157186.64747000,54443801.77853180,118164,80128.09734000,27763746.96047310,2026-09-20
2020-03-07,350.74000000,351.11000000,327.09000000,330.92000000,116341.38746000,39637127.72046550,79902,55598.80202000,18956733.38676240,2026-09-20
2020-03-08,330.77000000,330.77000000,268.05000000,272.77000000,270727.90033000,79803680.33343010,176283,126003.79289000,37202975.02869290,2026-09-20
2020-03-09,272.90000000,280.29000000,252.13000000,273.00000000,382248.99619000,102489684.97660300,219343,183603.87319000,49216367.93903350,2026-09-20
2020-03-10,273.04000000,277.95000000,262.80000000,271.79000000,160017.40439000,43346595.92205340,116242,80625.75248000,21837722.80762230,2026-09-20
2020-03-11,271.85000000,275.00000000,250.02000000,266.98000000,149899.32355000,39503844.81290600,122057,73414.20496000,19346568.55864610,2026-09-20
2020-03-12,267.08000000,267.82000000,136.00000000,144.13000000,708864.98116000,134580646.51020630,446231,337131.67271000,64116598.91127980,2026-09-20
2020-03-13,144.13000000,189.67000000,129.00000000,177.46000000,1012301.98599000,163870789.68033270,651550,506590.40153000,82023572.60925140,2026-09-20
2020-03-14,177.46000000,180.40000000,163.94000000,167.20000000,272980.24732000,46977681.46182080,171659,137124.75388000,23598396.53300820,2026-09-20
2020-03-15,167.08000000,190.69000000,165.44000000,178.20000000,263894.36499000,46091858.48978380,152788,130107.11891000,22734261.16547400,2026-09-20
2020-03-16,178.20000000,184.41000000,147.14000000,172.41000000,472884.60249000,77858844.00619270,268493,233324.65548000,38409559.58734190,2026-09-20
2020-03-17,172.45000000,188.27000000,168.73000000,182.41000000,306472.09152000,55318174.66233290,188777,153320.30199000,27687388.97879610,2026-09-20
2020-03-18,182.50000000,186.00000000,169.00000000,184.84000000,244333.93913000,43730426.19955660,163271,122300.98500000,21896352.63077610,2026-09-20
2020-03-19,184.76000000,233.60000000,177.62000000,220.83000000,461455.13330000,95332237.06685440,275623,235270.61046000,48612891.74409130,2026-09-20
2020-03-20,220.83000000,246.06000000,190.44000000,215.10000000,534721.29657000,119801153.13651860,324513,259586.75760000,58196327.63451420,2026-09-20
2020-03-21,215.05000000,230.00000000,206.35000000,220.04000000,308157.88052000,66847823.61430280,204745,150613.90353000,32677708.50405670,2026-09-20
2020-03-22,219.96000000,233.00000000,199.58000000,202.73000000,308827.69076000,65831662.92092250,200439,149396.67991000,31853274.69069090,2026-09-20
2020-03-23,202.65000000,227.44000000,198.09000000,221.26000000,331523.29314000,70286220.45861650,210138,162238.94645000,34413044.89842020,2026-09-20
2020-03-24,221.23000000,230.47000000,217.37000000,227.24000000,226641.50960000,50814995.22806250,152318,112767.31106000,25293253.16281520,2026-09-20
2020-03-25,227.26000000,231.45000000,213.09000000,220.68000000,196578.91406000,43538557.83146070,143037,97395.35828000,21569409.48006140,2026-09-20
2020-03-26,220.71000000,228.43000000,218.11000000,227.76000000,162334.97321000,36256400.83114780,123925,80485.61702000,17977877.99470270,2026-09-20
2020-03-27,227.78000000,233.81000000,208.24000000,213.21000000,194988.91289000,43928182.37071820,135394,93546.77886000,21083793.42686660,2026-09-20
2020-03-28,213.32000000,217.13000000,201.82000000,213.89000000,225434.50561000,47103940.46875750,153080,112434.73015000,23497342.64102990,2026-09-20
2020-03-29,213.86000000,217.34000000,204.50000000,205.54000000,153829.50916000,32368813.56783000,102248,70153.81200000,14761822.37498800,2026-09-20
2020-03-30,205.51000000,226.80000000,205.32000000,219.97000000,201359.31912000,43717079.93087130,135735,101769.37399000,22089848.80943400,2026-09-20
2020-03-31,220.00000000,223.88000000,215.76000000,218.36000000,152582.60740000,33538685.34815970,102906,77279.86570000,16988144.18473490,2026-09-20
2020-04-01,218.44000000,224.96000000,211.24000000,223.74000000,198134.24068000,43066001.27496390,126829,96497.88337000,20980472.63461140,2026-09-20
2020-04-02,223.72000000,248.77000000,221.99000000,231.72000000,277839.53952000,64545455.97091510,165045,138822.91264000,32252002.12582430,2026-09-20
2020-04-03,231.84000000,241.96000000,214.00000000,236.09000000,191323.60359000,45066757.84852400,125858,90911.67596000,21443176.25019570,2026-09-20
2020-04-04,236.09000000,242.17000000,231.88000000,238.02000000,130943.67133000,30944250.55025170,84750,64443.33558000,15235656.13335880,2026-09-20
2020-04-05,238.05000000,239.75000000,223.19000000,230.99000000,110988.28015000,25897064.55615380,76505,51689.89430000,12063155.62826800,2026-09-20
2020-04-06,231.02000000,259.86000000,230.71000000,258.09000000,282642.74262000,69391150.57716840,160789,146542.34736000,35994380.76116850,2026-09-20
2020-04-07,258.08000000,265.65000000,246.70000000,252.52000000,241539.45207000,62050524.43467010,155729,117098.00645000,30085518.34531300,2026-09-20
2020-04-08,252.52000000,280.25000000,250.01000000,267.31000000,486782.30826000,130635537.19048840,247001,238432.97664000,63954521.83471290,2026-09-20
2020-04-09,267.34000000,274.74000000,253.27000000,255.91000000,199027.37846000,52218740.61670390,135556,99299.75526000,26074365.15282940,2026-09-20
2020-04-10,255.88000000,258.90000000,225.35000000,232.70000000,328217.27947000,78320305.09425930,182252,163283.90175000,38987435.55373080,2026-09-20
2020-04-11,232.61000000,240.08000000,221.75000000,232.94000000,178953.21376000,41566539.43830300,116233,88531.90698000,20564170.45285000,2026-09-20
2020-04-12,232.93000000,244.79000000,226.88000000,233.09000000,172737.77899000,40693741.42497510,104848,84771.11852000,19966780.43335360,2026-09-20
2020-04-13,233.09000000,233.14000000,215.12000000,223.49000000,305494.57383000,67908617.06642980,171542,152102.79494000,33795437.15216880,2026-09-20
2020-04-14,223.44000000,228.56000000,219.00000000,223.20000000,203075.54043000,45591480.39914290,114170,96650.55851000,21688694.24379580,2026-09-20
2020-04-15,223.04000000,225.28000000,213.86000000,215.04000000,122359.78773000,27043578.65542830,80876,59801.26266000,13224022.47172490,2026-09-20
2020-04-16,214.97000000,239.85000000,206.30000000,234.95000000,298870.03799000,67684020.51503030,168990,153134.91997000,34689076.93879730,2026-09-20
2020-04-17,235.00000000,236.94000000,229.17000000,231.88000000,119139.34792000,27720931.40777240,82780,58716.56751000,13664229.09109100,2026-09-20
2020-04-18,231.83000000,247.59000000,231.54000000,243.64000000,148102.99343000,35502717.89806870,84102,79042.73823000,18963289.73429810,2026-09-20
2020-04-19,243.63000000,244.97000000,229.00000000,231.27000000,124667.95811000,29543819.70444220,89097,57760.76842000,13693236.52482820,2026-09-20
2020-04-20,231.27000000,238.50000000,215.62000000,219.02000000,197183.19121000,44753779.05740880,126322,96551.31698000,21939130.63576430,2026-09-20
2020-04-21,219.02000000,223.50000000,215.03000000,219.42000000,126076.62108000,27715498.88597490,84184,62127.01213000,13659744.41478470,2026-09-20
2020-04-22,219.44000000,235.95000000,217.33000000,232.94000000,122547.73928000,27851758.90451490,77666,62616.27345000,14230933.48711290,2026-09-20
2020-04-23,233.08000000,247.00000000,225.83000000,237.40000000,189880.75558000,44705766.67639860,105891,97394.72730000,22918501.82268680,2026-09-20
2020-04-24,237.36000000,242.26000000,233.31000000,237.90000000,122513.60091000,29222088.08639530,77625,56891.41020000,13575261.62892030,2026-09-20
2020-04-25,237.90000000,245.76000000,235.04000000,238.07000000,94591.40958000,22701042.90149150,72839,48141.71517000,11558249.91443290,2026-09-20
2020-04-26,238.06000000,249.42000000,237.38000000,246.36000000,138116.36690000,33450273.28961620,95437,69366.90641000,16804262.17247380,2026-09-20
2020-04-27,246.35000000,248.07000000,234.02000000,242.75000000,187200.56808000,45098427.44348830,108198,96300.29877000,23206562.08377010,2026-09-20
2020-04-28,242.77000000,243.13000000,236.94000000,241.14000000,112366.41789000,26988260.45688660,67618,52824.20207000,12693397.98575840,2026-09-20
2020-04-29,241.14000000,262.81000000,241.03000000,257.77000000,267847.69583000,67657414.75273630,167110,143428.37200000,36226428.71601570,2026-09-20
2020-04-30,257.71000000,275.57000000,245.01000000,250.05000000,331828.19055000,86465696.55194610,192272,161658.27307000,42189565.19054560,2026-09-20
2020-05-01,250.05000000,260.22000000,250.05000000,254.79000000,153693.78915000,39196061.57742560,97371,70555.90564000,17986294.43587080,2026-09-20
2020-05-02,254.79000000,261.00000000,252.20000000,260.84000000,103409.54202000,26523960.59379770,77750,56547.59958000,14512351.71176580,2026-09-20
2020-05-03,260.84000000,267.76000000,245.70000000,251.65000000,166679.52234000,42835438.44765290,121373,78492.24568000,20203486.69467960,2026-09-20
2020-05-04,251.69000000,252.61000000,236.00000000,245.75000000,151932.20063000,36950403.55312630,105770,72360.65811000,17613535.40644320,2026-09-20
2020-05-05,245.77000000,252.28000000,240.96000000,246.90000000,94957.68054000,23410222.91538850,77117,47858.38836000,11801024.33959150,2026-09-20
2020-05-06,246.92000000,253.91000000,239.95000000,241.32000000,119023.73336000,29498813.59608910,88593,60049.91006000,14896041.07854340,2026-09-20
2020-05-07,241.32000000,256.62000000,235.50000000,251.90000000,165995.03320000,41066823.22382180,113096,84706.88515000,20952103.07429050,2026-09-20
2020-05-08,251.94000000,265.83000000,247.85000000,260.30000000,199500.21611000,51367251.88323430,124015,94966.21159000,24450133.62358330,2026-09-20
2020-05-09,260.16000000,277.46000000,258.51000000,265.24000000,265358.79287000,71439831.01697530,156439,130141.48672000,35044727.04731430,2026-09-20
2020-05-10,265.26000000,265.72000000,221.33000000,232.56000000,364945.21343000,85459810.96609820,221955,182144.11836000,42623798.31058180,2026-09-20
2020-05-11,232.68000000,238.00000000,216.52000000,235.16000000,264827.64401000,60973004.33783780,171569,127761.08813000,29422537.18978690,2026-09-20
2020-05-12,235.17000000,239.40000000,228.42000000,233.23000000,146776.56600000,34403807.87140750,99017,71998.79256000,16880421.09069010,2026-09-20
2020-05-13,233.25000000,242.00000000,231.74000000,239.41000000,104151.89988000,24611138.97175610,78151,53147.84863000,12558049.03623190,2026-09-20
2020-05-14,239.34000000,245.82000000,233.83000000,242.61000000,173327.58715000,41690161.54043620,110979,87259.30525000,20997148.12736870,2026-09-20
2020-05-15,242.51000000,243.39000000,230.93000000,235.21000000,115625.77262000,27512541.39667730,81934,57293.58839000,13638209.08908260,2026-09-20
2020-05-16,235.11000000,240.90000000,233.64000000,236.45000000,106699.94829000,25331205.51927570,71051,53315.90339000,12659279.13710750,2026-09-20
2020-05-17,236.45000000,247.43000000,235.61000000,240.73000000,105516.29912000,25415298.92339480,66182,55344.05615000,13325537.60186760,2026-09-20
2020-05-18,240.74000000,255.75000000,240.25000000,248.50000000,159970.51046000,39738599.93077780,92934,76115.09797000,18913380.68861560,2026-09-20
2020-05-19,248.49000000,250.94000000,242.36000000,246.74000000,110402.72204000,27197455.55246940,70346,54269.12530000,13367037.63455420,2026-09-20
2020-05-20,246.83000000,247.66000000,235.00000000,239.85000000,127884.72984000,31087312.77664220,73408,60955.51951000,14826459.40238890,2026-09-20
2020-05-21,239.79000000,243.00000000,220.65000000,228.22000000,149841.80090000,34764458.86875150,92849,70193.92541000,16279737.50302650,2026-09-20
2020-05-22,228.17000000,236.69000000,225.00000000,234.67000000,111783.65323000,25935407.56650640,70884,56879.94571000,13201152.78515840,2026-09-20
2020-05-23,234.67000000,240.00000000,231.96000000,234.11000000,89247.90245000,21007990.23324640,55823,43366.57717000,10210525.03755850,2026-09-20
2020-05-24,234.12000000,237.48000000,222.41000000,223.00000000,91313.85972000,21103565.91683600,61614,43726.33549000,10110194.55068110,2026-09-20
2020-05-25,222.91000000,233.28000000,220.96000000,230.55000000,80902.69150000,18511913.61038160,55395,39575.14550000,9057276.55869880,2026-09-20
2020-05-26,230.56000000,231.27000000,223.91000000,228.01000000,68127.54164000,15531968.05889600,51032,33566.94163000,7652597.74789040,2026-09-20
2020-05-27,228.00000000,234.80000000,227.03000000,232.85000000,74807.73248000,17288848.88546340,55979,38188.42105000,8821795.10262460,2026-09-20
2020-05-28,232.85000000,241.00000000,228.85000000,239.86000000,112645.49877000,26398382.33163600,68991,59005.46322000,13835144.26608180,2026-09-20
2020-05-29,239.91000000,243.99000000,233.05000000,238.43000000,84354.78895000,20143520.33238940,64009,41286.02765000,9859979.00456320,2026-09-20
2020-05-30,238.35000000,253.75000000,236.20000000,252.38000000,129920.53092000,31830770.53994780,87128,70975.79232000,17388583.08734680,2026-09-20
2020-05-31,252.41000000,252.76000000,236.00000000,238.69000000,134759.41776000,33159974.75409330,96524,59626.80327000,14683759.33581750,2026-09-20
2020-06-01,238.67000000,255.00000000,237.42000000,253.19000000,137868.09636000,33950248.74358620,103619,74684.62489000,18412849.85415660,2026-09-20
2020-06-02,253.29000000,269.61000000,241.67000000,250.85000000,264191.59595000,67791037.07524930,166133,128214.11908000,32899310.95772830,2026-09-20
2020-06-03,250.86000000,254.00000000,246.25000000,253.23000000,95425.52108000,23845586.12832250,79053,48465.89450000,12112414.82823710,2026-09-20
2020-06-04,253.17000000,260.92000000,247.50000000,256.18000000,151733.53413000,38795386.06459350,112079,74827.46365000,19137461.75630730,2026-09-20
2020-06-05,256.17000000,263.45000000,254.49000000,256.05000000,116026.08527000,30006165.38858380,96342,55508.65373000,14360987.66975930,2026-09-20
2020-06-06,256.11000000,258.26000000,250.88000000,253.23000000,90657.05023000,23101657.88705970,68250,43605.61326000,11115499.66541660,2026-09-20
2020-06-07,253.21000000,255.78000000,245.22000000,253.56000000,95042.99390000,23850061.78800480,70812,45296.01199000,11364963.78972580,2026-09-20
2020-06-08,253.56000000,256.72000000,251.30000000,255.24000000,63486.19609000,16118311.41515250,52614,31846.64554000,8087715.77085530,2026-09-20
2020-06-09,255.30000000,257.15000000,250.50000000,254.05000000,59892.01290000,15161238.80679930,53899,28040.61985000,7102562.90580010,2026-09-20
