date,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote,asof
2017-12-13,272.00000000,330.00000000,260.00000000,290.01000000,9565.16019000,2770877.00276700,4709,3930.49388000,1146169.97119300,2026-09-20
2017-12-14,290.01000000,302.72000000,252.00000000,272.40000000,9631.98382000,2666481.14992110,5753,4291.36257000,1196920.22454860,2026-09-20
2017-12-15,272.40000000,314.21000000,239.99000000,294.00000000,16579.78235000,4658823.65081600,7826,9339.39791000,2638328.96365740,2026-09-20
2017-12-16,294.00000000,305.00000000,285.00000000,293.97000000,9102.10005000,2674491.78527750,6151,3601.16255000,1062827.03643380,2026-09-20
2017-12-17,293.01000000,328.80000000,290.00000000,311.40000000,14682.26118000,4618546.96648190,10383,8280.03170000,2602599.78754250,2026-09-20
2017-12-18,311.23000000,360.96000000,277.00000000,352.00000000,17210.06137000,5445727.66941420,10773,8856.91672000,2800302.61658790,2026-09-20
2017-12-19,352.00000000,366.96000000,303.01000000,338.48000000,23190.32542000,7853537.97839080,14897,11056.22420000,3756438.00295300,2026-09-20
2017-12-20,336.05000000,357.00000000,260.00000000,302.70000000,31586.76711000,9862312.57934800,15986,16395.97418000,5137734.51800450,2026-09-20
2017-12-21,303.80000000,325.16000000,267.01000000,302.00000000,26212.15830000,7792715.35064410,15163,10555.59249000,3149530.00884940,2026-09-20
2017-12-22,303.00000000,315.00000000,177.58000000,250.99000000,81233.42425000,19331731.11392850,33250,34377.90236000,8222980.30216000,2026-09-20
2017-12-23,250.99000000,301.52000000,214.91000000,253.44000000,38709.14008000,10424037.06232860,19966,17987.80835000,4867116.25424720,2026-09-20
2017-12-24,253.44000000,277.00000000,220.03000000,262.90000000,33435.37202000,8272835.26428550,21908,14196.32792000,3518824.92854660,2026-09-20
2017-12-25,262.90000000,277.50000000,251.40000000,261.20000000,24415.69170000,6464612.03714340,15740,11408.82582000,3022775.13836640,2026-09-20
2017-12-26,261.17000000,282.82000000,258.00000000,277.98000000,21987.89021000,5985168.51264900,16186,11878.28315000,3236916.93671120,2026-09-20
2017-12-27,277.98000000,284.34000000,245.29000000,262.59000000,25036.78582000,6741018.67290320,17691,11909.13991000,3219342.75566190,2026-09-20
2017-12-28,262.61000000,266.70000000,222.03000000,244.68000000,34832.27138000,8365398.22715490,21854,13278.45748000,3199091.34266000,2026-09-20
2017-12-29,244.68000000,261.00000000,233.97000000,238.27000000,34985.03167000,8540220.64545400,23777,16602.46474000,4058604.46051550,2026-09-20
2017-12-30,238.27000000,244.00000000,193.20000000,206.03000000,52930.17820000,11334425.40154500,33492,23193.01204000,4971333.40274320,2026-09-20
2017-12-31,206.11000000,234.37000000,202.98000000,223.69000000,29739.10081000,6491443.67706750,21567,14454.88476000,3158543.91413990,2026-09-20
2018-01-01,223.69000000,231.19000000,212.74000000,222.61000000,20221.25300000,4495346.59398870,17150,9574.03964000,2128648.50494200,2026-09-20
2018-01-02,222.62000000,256.49000000,222.62000000,247.33000000,63293.12934000,15468084.20938890,34824,27882.52627000,6801232.76132390,2026-09-20
2018-01-03,247.33000000,253.40000000,233.56000000,238.77000000,71369.27484000,17455596.19375660,37685,26294.86991000,6416466.17467360,2026-09-20
2018-01-04,238.89000000,240.00000000,219.38000000,233.00000000,78182.30493000,17951834.03896510,43209,32637.42362000,7494880.20355790,2026-09-20
2018-01-05,233.04000000,250.99000000,230.00000000,240.54000000,65010.14465000,15696625.23798450,30382,31773.32633000,7684033.40150970,2026-09-20
2018-01-06,240.95000000,315.00000000,238.73000000,275.28000000,100812.21370000,28259590.95256040,41513,48146.90612000,13540103.10405150,2026-09-20
2018-01-07,276.24000000,287.00000000,262.00000000,269.01000000,43811.61108000,12078548.83517490,23777,19199.92489000,5290835.80199830,2026-09-20
2018-01-08,269.01000000,271.82000000,212.74000000,252.65000000,76256.97086000,19095109.75956960,33866,29853.94175000,7463440.03388410,2026-09-20
2018-01-09,252.49000000,257.64000000,228.24000000,244.48000000,53921.90417000,13345180.46142260,25770,24047.68111000,5959695.69280420,2026-09-20
2018-01-10,244.56000000,248.99000000,225.05000000,247.63000000,70931.30085000,16870783.60570080,29781,31173.20611000,7410068.00891550,2026-09-20
2018-01-11,247.63000000,252.27000000,195.03000000,223.77000000,83842.47294000,19073326.49101500,37597,33923.40421000,7709182.77607520,2026-09-20
2018-01-12,223.76000000,240.45000000,213.01000000,233.11000000,45676.80703000,10548375.58706470,22683,19364.75803000,4473975.70822690,2026-09-20
2018-01-13,233.11000000,263.99000000,232.54000000,257.98000000,42811.12858000,10476151.19283710,20564,20536.64911000,5021873.20889510,2026-09-20
2018-01-14,257.98000000,271.64000000,222.00000000,234.12000000,62203.40257000,15137840.87267710,26501,25641.01885000,6275629.38469460,2026-09-20
2018-01-15,234.26000000,242.31000000,227.60000000,229.50000000,35755.94861000,8398319.52401280,18021,15013.08980000,3534600.88157560,2026-09-20
2018-01-16,229.50000000,242.00000000,135.67000000,179.28000000,150044.07322000,28582968.27984050,49964,64065.88370000,12201667.00554840,2026-09-20
2018-01-17,179.28000000,198.89000000,136.20000000,182.44000000,155640.00921000,26395093.95533670,51587,72243.33500000,12288904.47763290,2026-09-20
2018-01-18,183.45000000,202.19000000,170.50000000,186.14000000,98372.75595000,18512748.89318030,37258,44029.86546000,8310227.41932720,2026-09-20
2018-01-19,186.21000000,199.00000000,176.04000000,191.42000000,59369.45319000,11209086.54687990,24967,27602.06075000,5216599.03376080,2026-09-20
2018-01-20,191.44000000,215.00000000,190.67000000,210.40000000,59162.64755000,12075942.50821620,24687,29006.20287000,5900659.55160940,2026-09-20
2018-01-21,210.05000000,210.69000000,180.00000000,190.16000000,64817.00761000,12460823.87205310,28336,29757.15696000,5734079.57744880,2026-09-20
2018-01-22,190.52000000,195.00000000,163.44000000,178.00000000,60376.36050000,10811398.77051230,26955,28293.81948000,5057167.65325140,2026-09-20
2018-01-23,178.00000000,186.42000000,163.02000000,176.98000000,49510.38638000,8716023.11744210,23619,25000.16983000,4402922.98675540,2026-09-20
2018-01-24,176.94000000,186.30000000,171.58000000,180.89000000,43298.49800000,7744819.23022160,21988,20920.03814000,3747044.81545750,2026-09-20
2018-01-25,180.83000000,186.00000000,175.58000000,179.59000000,39819.99079000,7216982.00761450,16942,16921.55596000,3067094.84120900,2026-09-20
2018-01-26,179.00000000,183.06000000,165.00000000,177.09000000,49473.65655000,8624749.65474230,19450,22485.58862000,3916169.19209480,2026-09-20
2018-01-27,175.73000000,184.00000000,173.00000000,182.10000000,31424.87310000,5654927.14895050,14128,15983.90511000,2879515.64334770,2026-09-20
2018-01-28,182.11000000,198.00000000,181.70000000,196.74000000,47275.56346000,8994922.71388620,20582,20990.86972000,3994254.65597230,2026-09-20
