rank,idx,cell,n_cond,A,D,ratio,A_p10,A_p90,vol_med,expo_med,A_minus_0050,ratio_minus_0050,label,cand_order,luck_q,標記
98,81,F05+F07,2,0.09359868258574369,-0.4797529472458981,0.1950976708388402,0.0070837819027408724,0.18875475980303902,0.30235714728422475,0.9181452401135708,-0.014291956240715192,-0.12262952363785187,F,,2.9093432517980925e-32,探索，非結論
99,20,F01+F04,2,0.0974133581216283,-0.49961024501939433,0.19497870408531517,0.0063507509375480675,0.212883724944638,0.29699323597579397,0.9417814066984432,-0.010477280704830588,-0.12274849039137689,F,,2.9093432517980925e-32,探索，非結論
100,94,F06+F08,2,0.10369671694113805,-0.5359837589738903,0.19346988636308568,0.023727022852593746,0.2182741016268093,0.32384964728831556,0.9184668989547038,-0.004193921885320834,-0.12425730811360639,F,,2.9093432517980925e-32,探索，非結論
101,29,F01+F13,2,0.0677961642125156,-0.35370101426977907,0.19167647667757406,0.0010818974671690505,0.14514941823100336,0.22853938571060634,0.9182295827195319,-0.04009447461394329,-0.126050717799118,F,,1.3254063445159606e-32,探索，非結論
102,36,F02+F04,2,0.10066635003819199,-0.5272406728382931,0.190930546947896,0.018115899592583428,0.19250562932214396,0.29777961014405874,0.9416383672277564,-0.007224288788266892,-0.12679664752879607,F,,1.019022998844165e-32,探索，非結論
103,31,F01+F15,2,0.07278672808148809,-0.3869259411289744,0.1881153997302704,0.007917166966482961,0.15929427366187454,0.24452875773204974,0.9181855642887065,-0.035103910744970795,-0.12961179474642168,F,,1.2259981074588738e-33,探索，非結論
104,109,F07+F12,2,0.0963645526118551,-0.5169021816620718,0.18642705724707903,0.0016272095094476057,0.1982837971314235,0.3116846052380218,0.9184668989547038,-0.011526086214603784,-0.13130013722961303,F,,9.391242342241368e-34,探索，非結論
105,77,F04+F16,2,0.07103821555403075,-0.3898703354460753,0.18220985054621158,0.024107705367153873,0.12208207483281401,0.2094676355646618,0.9416553354389505,-0.03685242327242813,-0.13551734393048048,F,,1.6376118752600542e-35,探索，非結論
106,46,F02+F14,2,0.08357978367358805,-0.4590434874876484,0.1820737815735529,0.000576381646419171,0.14417257898054367,0.25938850126690616,0.9184668989547038,-0.024310855152870833,-0.13565341290313918,F,,1.6376118752600542e-35,探索，非結論
107,128,F09+F12,2,0.0762918562263028,-0.42453672660479286,0.1797061395287102,0.006882398794051882,0.15328914012237946,0.25379630912239914,0.9184668989547038,-0.03159878260015608,-0.13802105494798186,F,,1.3764582707424978e-36,探索，非結論
108,47,F02+F15,2,0.07430629366568545,-0.4142426405430125,0.17937866939115824,0.002027814050770778,0.1562675095026225,0.25488351660563147,0.9180259299795707,-0.03358434516077344,-0.13834852508553383,F,,1.3764582707424978e-36,探索，非結論
109,151,F12+F14,2,0.07381179975806335,-0.41458390009238755,0.17803826859078423,0.00924055740580895,0.13277972645966082,0.2483651473809255,0.918276144970841,-0.03407883906839554,-0.13968892588590784,F,,7.900322091744911e-37,探索，非結論
110,44,F02+F12,2,0.08005311080545824,-0.4657081736383631,0.17189543868221213,0.0016709089317154219,0.19147874373035476,0.28101143944275203,0.9184668989547038,-0.027837528021000646,-0.14583175579447993,F,,1.158414048164167e-38,探索，非結論
111,100,F06+F14,2,0.07652553643882326,-0.44544819183255846,0.17179447092152256,0.014882942848642075,0.14997218104172952,0.27298376554607684,0.9184668989547038,-0.031365102387635624,-0.1459327235551695,F,,1.158414048164167e-38,探索，非結論
112,38,F02+F06,2,0.0846321073031379,-0.5031865837586298,0.16819229692287366,-0.005528992788574145,0.19641870887619628,0.3010910268241453,0.9184668989547038,-0.023258531523320983,-0.1495348975538184,F,,2.0772180693227352e-39,探索，非結論
113,22,F01+F06,2,0.0774974560729383,-0.4740725786799958,0.16347171205033972,-0.0144859984321545,0.1582410835433353,0.29956116421513945,0.9184668989547038,-0.030393182753520584,-0.15425548242635234,F,,3.5171176763505325e-41,探索，非結論
114,49,F02+F17,2,0.06220995833869,-0.38406953844075087,0.16197576769886665,0.007166114287323216,0.11979049963787412,0.1986457892740741,0.9184668989547038,-0.04568068048776888,-0.1557514267778254,F,,1.0770718249762521e-41,探索，非結論
115,93,F06+F07,2,0.0892944686758775,-0.5575344527479749,0.1601595528953647,0.008980652647443464,0.2050515857738659,0.32965132633018956,0.9184668989547038,-0.01859617015058139,-0.15756764158132736,F,,5.942013033255985e-42,探索，非結論
116,16,F17,1,0.0544654047037161,-0.3436571677583464,0.15848761444142262,0.003859326542617852,0.10137979290213729,0.18049542062656243,0.9184668989547038,-0.05342523412274278,-0.15923958003526945,F,,4.4100179424133534e-42,探索，非結論
117,54,F03+F07,2,0.0717547897339465,-0.4590268946068856,0.15631935857570586,-0.016752196935395376,0.1572344446397341,0.29600819976706694,0.9183982827189975,-0.036135849092512384,-0.1614078359009862,F,,2.9425698522901465e-43,探索，非結論
118,13,F14,1,0.064340762948582,-0.4243287376134059,0.15162952033477656,0.004264240827422051,0.1326970145731877,0.23094378095733403,0.9184668989547038,-0.043549875877876884,-0.1660976741419155,F,,1.3809239713463754e-44,探索，非結論
119,42,F02+F10,2,0.07480156808845034,-0.4979103457107693,0.15023099787507077,-0.0007278788407990686,0.16179802525728942,0.29726530834730225,0.9184668989547038,-0.03308907073800854,-0.1674961966016213,F,,5.456616144824775e-45,探索，非結論
