rank,idx,cell,n_cond,A,D,ratio,A_p10,A_p90,vol_med,expo_med,A_minus_0050,ratio_minus_0050,label,cand_order,luck_q,標記
120,5,F06,1,0.08257918466944544,-0.5548723294610869,0.14882555911492196,-0.0035994163188714273,0.17843531257694137,0.3239252473531878,0.9184668989547038,-0.02531145415701344,-0.1689016353617701,F,,2.9300221329736635e-45,探索，非結論
121,105,F07+F08,2,0.07857074277516496,-0.5398253293063211,0.14554845523111865,-0.02433936761867349,0.18816719462914505,0.3331145261734396,0.9181581392949512,-0.029319896051293926,-0.17217873924557342,F,,6.12931368806077e-46,探索，非結論
122,45,F02+F13,2,0.0560679990805431,-0.39266195605304194,0.1427894865194663,-0.01648074528313039,0.134953098038768,0.2351556058591841,0.9178769787252539,-0.051822639745915784,-0.17493770795722577,F,,3.5358735521302966e-47,探索，非結論
123,52,F03+F05,2,0.06324439394388365,-0.44836311332644285,0.14105619321506688,-0.006955372792071899,0.1525449239299633,0.26467901909347563,0.9184668989547038,-0.04464624488257524,-0.1766710012616252,F,,7.098616295975704e-48,探索，非結論
124,85,F05+F11,2,0.040473651483925954,-0.28779901269470315,0.14063165507402334,0.0008680939719320725,0.07918826403698218,0.1627105146940279,0.9184668989547038,-0.06741698734253293,-0.17709553940266873,F,,5.13948872943382e-48,探索，非結論
125,55,F03+F08,2,0.06608851640214135,-0.47209351843389774,0.1399903066269168,-0.013602937502768263,0.1469010194881245,0.3000812033141176,0.917893440182716,-0.04180212242431754,-0.17773688784977526,F,,3.718782283455543e-48,探索，非結論
126,39,F02+F07,2,0.07163784559091929,-0.5119222953450568,0.13993890526419134,-0.008291216752893165,0.16324991189654342,0.3123784917510733,0.9179634824115213,-0.03625279323553959,-0.17778828921250073,F,,3.718782283455543e-48,探索，非結論
127,147,F11+F16,2,0.04399652960136465,-0.31664711453025474,0.13894498822966822,0.01422052438976192,0.07734350076983956,0.14391100437938886,0.9184668989547038,-0.06389410922509423,-0.17878220624702384,F,,1.0130947720015906e-48,探索，非結論
128,107,F07+F10,2,0.07666415650550135,-0.5585227229018781,0.13726237691312299,-0.016883703636965317,0.17239665554530256,0.3249112702284458,0.9184668989547038,-0.031226482320957538,-0.18046481756356908,F,,2.732572928939336e-49,探索，非結論
129,136,F10+F12,2,0.06465149015082736,-0.48734458167699735,0.13266073448145388,-0.024175961325310177,0.1676855141627743,0.3009991280493829,0.9184668989547038,-0.04323914867563153,-0.1850664599952382,F,,5.236440414334698e-50,探索，非結論
130,98,F06+F12,2,0.06318474838813655,-0.4821052811964782,0.13106006271353435,-0.01881584962590565,0.152420539906351,0.30229903127729574,0.9184668989547038,-0.044705890438322335,-0.18666713176315772,F,,1.928249941536833e-50,探索，非結論
131,116,F08+F09,2,0.0651958863284064,-0.49754609441452124,0.13103486704106185,-0.0007993143836165586,0.1685649035849207,0.28058680816783754,0.9184668989547038,-0.04269475249805249,-0.18669232743563022,F,,1.928249941536833e-50,探索，非結論
132,87,F05+F13,2,0.0539810112582013,-0.4146684538759071,0.13017872653113746,-0.012536172590868675,0.11974563695886867,0.2545213202236549,0.9182509699717478,-0.05390962756825758,-0.1875484679455546,F,,1.380301382706437e-50,探索，非結論
133,122,F08+F15,2,0.0592431684588584,-0.46299792006911145,0.1279555822842902,-0.006304083506620795,0.14677352516104583,0.27753175304633804,0.9182215852186437,-0.04864747036760048,-0.18977161219240188,F,,2.5688478343638713e-51,探索，非結論
134,96,F06+F10,2,0.06963376960213236,-0.5535514796090517,0.1257945686484508,-0.013213775269180748,0.1372342903037377,0.3201957162562093,0.9184668989547038,-0.03825686922432653,-0.19193262582824128,F,,1.1938299594029685e-52,探索，非結論
135,117,F08+F10,2,0.06702176764675835,-0.5357620924068861,0.12509613613323445,-0.01838028523645235,0.15668129651611684,0.31919214626017023,0.9184668989547038,-0.04086887117970053,-0.19263105834345762,F,,1.1938299594029685e-52,探索，非結論
136,35,F02+F03,2,0.053629414840061396,-0.4474813552143241,0.11984726115432283,-0.02207356229132446,0.12511581380699946,0.26794516736795254,0.9182404282284307,-0.05426122398639749,-0.19787993332236925,F,,5.245532262189174e-54,探索，非結論
137,7,F08,1,0.062166886183979544,-0.5428241333471776,0.1145249121490681,-0.034566336297119006,0.16331374555534994,0.32860459110853213,0.917759334257396,-0.04572375264247934,-0.20320228232762397,F,,5.183310742796766e-56,探索，非結論
138,119,F08+F12,2,0.0601439040157707,-0.5302992325122564,0.11341503122839357,-0.028441451611004528,0.14084067952154142,0.30987465375851037,0.918197401450682,-0.04774673481068818,-0.20431216324829848,F,,1.7542107433079178e-56,探索，非結論
139,121,F08+F14,2,0.054930255039258,-0.4956811102704599,0.11081772918335792,-0.015256620527982429,0.1355440569217668,0.28226523418304234,0.9184668989547038,-0.05296038378720089,-0.20690946529333415,F,,3.1107008053165138e-58,探索，非結論
140,162,F14+F16,2,0.0425558596129249,-0.38663952568625226,0.11006598339213217,0.0009459380693466227,0.07944412157008719,0.19428187609289221,0.9184668989547038,-0.06533477921353398,-0.2076612110845599,F,,2.1457998843537632e-58,探索，非結論
141,9,F10,1,0.05665793260959145,-0.5538705341539296,0.10229454198378657,-0.04223698163152618,0.15361897641517744,0.3243315901426384,0.9184277143788622,-0.05123270621686744,-0.2154326524929055,F,,1.5193678737865401e-62,探索，非結論
142,26,F01+F10,2,0.049199492524811,-0.4853945746352333,0.10135979076771444,-0.02467271520847347,0.13389937826101683,0.29441557068597957,0.9184668989547038,-0.05869114630164789,-0.2163674037089776,F,,3.1304963192137436e-63,探索，非結論
143,23,F01+F07,2,0.051569553049216704,-0.5202060165339971,0.09913294235390004,-0.03254181620354938,0.16495217910465587,0.3135977697043042,0.9182351804206894,-0.05632108577724218,-0.21859425212279204,F,,4.2563903173411186e-64,探索，非結論
144,124,F08+F17,2,0.03812654899815015,-0.4001380516108255,0.09528348739807443,-0.018885674758574368,0.09439497589251679,0.2139873376475085,0.9181071211560388,-0.06976408982830873,-0.22244370707861763,F,,4.855394675921404e-66,探索，非結論
145,113,F07+F16,2,0.0390008437012713,-0.41926019063105724,0.09302300712731265,-0.011413676058369696,0.09841758115243192,0.22634180854016667,0.9179022524986031,-0.06888979512518759,-0.22470418734937941,F,,9.267264121670659e-67,探索，非結論
146,169,F16+F18,2,0.0316646139397532,-0.3479141613845008,0.09101271938384461,-0.005383974207082416,0.07290340305548414,0.18097365612655797,0.9184668989547038,-0.07622602488670568,-0.22671447509284745,F,,1.7403795738717013e-67,探索，非結論
147,40,F02+F08,2,0.04597933867269435,-0.5338786635906535,0.08612319953649353,-0.04924660946734922,0.12372626020313145,0.31183633504465746,0.9178790164455285,-0.06191130015376453,-0.23160399494019854,F,,3.8019405760268994e-69,探索，非結論
148,24,F01+F08,2,0.0410184142363223,-0.5231826368110282,0.0784017116591314,-0.04749425902084829,0.1445136958300266,0.313734520129452,0.9178168920602419,-0.06687222459013659,-0.23932548281756066,F,,3.584023801842565e-73,探索，非結論
149,165,F15+F16,2,0.02896232847924025,-0.3782608874031572,0.07656707167921298,-0.01585178572695879,0.07272456258773147,0.19069703228357598,0.9184418923587573,-0.07892831034721863,-0.2411601227974791,F,,1.4432673315178066e-73,探索，非結論
150,102,F06+F16,2,0.02996556375427,-0.4202465014979144,0.07130473102681786,-0.015410940172142,0.08630906299853242,0.21648173845769608,0.9184287841510443,-0.07792507507218888,-0.2464224634498742,F,,1.3419231069841017e-76,探索，非結論
151,32,F01+F16,2,0.02869142840539325,-0.4184941578848924,0.06855873102363566,-0.03106376229721174,0.07305593934061795,0.21430811588446674,0.9184418136248991,-0.07919921042106563,-0.2491684634530564,F,,7.578055932432762e-78,探索，非結論
152,6,F07,1,0.038471534967438,-0.5705579162695447,0.0674279225130638,-0.05071965498375083,0.12992696197457118,0.33580013513202156,0.9184668989547038,-0.06941910385902089,-0.2502992719636283,F,,7.578055932432762e-78,探索，非結論
153,0,F01,1,0.030285225696505602,-0.47976202133263346,0.06312551713114437,-0.04251401578183523,0.14187885493259,0.27215705057383344,0.9184079227579367,-0.07760541312995328,-0.25460167734554773,F,,4.614752276561485e-81,探索，非結論
154,19,F01+F03,2,0.029337247216819247,-0.46829467705751215,0.06264697989128816,-0.03735267517491243,0.11742226280468289,0.26304228538053187,0.9181168693135064,-0.07855339160963964,-0.2550802145854039,F,,2.7845546606081453e-81,探索，非結論
155,168,F16+F17,2,0.022216370433278,-0.3649298292114111,0.060878472119656774,-0.01354882588624946,0.06726640006263711,0.1790919032918788,0.9184573351403635,-0.08567426839318089,-0.25684872235703526,F,,2.1775289097220862e-82,探索，非結論
156,91,F05+F17,2,0.02433410393994525,-0.4082579020015755,0.0596047347048076,-0.01657608372684485,0.07144139466378145,0.20904414522622017,0.9184668989547038,-0.08355653488651363,-0.25812245977188447,F,,4.633228499986146e-83,探索，非結論
157,63,F03+F16,2,0.020783885279224,-0.39823703487811696,0.052189734903949965,-0.02123263730529971,0.07227104751026332,0.1954733697452014,0.9184668989547038,-0.08710675354723488,-0.2655374595727421,F,,6.065966138339907e-88,探索，非結論
158,82,F05+F08,2,0.02411649350752405,-0.5311403655902859,0.04540512276961298,-0.04823192904350889,0.09690980233795468,0.30686433858038853,0.9175685747589448,-0.08377414531893483,-0.2723220717070791,F,,2.1169037711560883e-92,探索，非結論
159,2,F03,1,0.0204895660659619,-0.46593942082722883,0.04397474253108854,-0.0442321911962018,0.09991907501376965,0.24561224258979442,0.9184668989547038,-0.08740107276049698,-0.27375245194560355,F,,1.0929282835197185e-93,探索，非結論
160,140,F10+F16,2,0.016732762496399302,-0.41304496783589584,0.04051075257996433,-0.03230822645720231,0.07713098831612245,0.21370554527330476,0.9184668989547038,-0.09115787633005959,-0.2772164418967277,F,,4.613606072418698e-96,探索，非結論
161,48,F02+F16,2,0.015609217811421949,-0.4551672292053412,0.03429336913967527,-0.0313716814784925,0.0672095870631731,0.22157397527816336,0.9184668989547038,-0.09228142101503693,-0.2834338253370168,F,,6.492814447843459e-100,探索，非結論
162,4,F05,1,0.01490378034243815,-0.4857838702888416,0.03067985837729962,-0.05724961390859499,0.08575611084336507,0.2895516874565195,0.9182252016540706,-0.09298685848402073,-0.2870473360993924,F,,2.209054208505304e-103,探索，非結論
163,89,F05+F15,2,0.01060961551262245,-0.4481638192140709,0.023673520837153163,-0.06205382976673994,0.10160185970989537,0.26450635164204217,0.9184668989547038,-0.09728102331383644,-0.2940536736395389,F,,3.1509783292907527e-109,探索，非結論
164,21,F01+F05,2,0.0098765924131374,-0.509743164244956,0.019375625032199986,-0.060985117865832716,0.08225772136180734,0.2905361084279464,0.9181941962596102,-0.09801404641332148,-0.2983515694444921,F,,7.517274451542001e-114,探索，非結論
165,153,F12+F16,2,0.00670349402568155,-0.41083552695629166,0.016316734035503037,-0.033484828917615346,0.049314012689071283,0.20279780676249232,0.9184668989547038,-0.10118714480077734,-0.301410460441189,F,,1.0738140279245588e-117,探索，非結論
166,18,F01+F02,2,0.0070264293552224,-0.5146452388828905,0.013652957074807974,-0.06710767683237637,0.08129023174925494,0.2794930970746007,0.9181507056176466,-0.10086420947123649,-0.3040742374018841,F,,5.367196982738577e-121,探索，非結論
167,1,F02,1,0.00356069982234395,-0.5171898371164065,0.006884705705349205,-0.07451605106241209,0.07962894357582175,0.2759727808844354,0.9179749294766146,-0.10432993900411494,-0.31084248877134285,F,,1.9224176034988125e-126,探索，非結論
168,37,F02+F05,2,0.0013123421558470499,-0.5113147853371312,0.0025666031835589655,-0.06896093021607325,0.07963079957988792,0.29101179347030576,0.9184647911562718,-0.10657829667061183,-0.3151605912931331,F,,1.3611984826988944e-130,探索，非結論
169,90,F05+F16,2,-0.01556318530807915,-0.44277389753677593,-0.035149283629093114,-0.05496535048052977,0.038740235734575294,0.22642895408878885,0.9183974093754144,-0.12345382413453804,-0.35287647810578515,F,,1.5673479658159653e-169,探索，非結論
170,15,F16,1,-0.025085042701585403,-0.44695336721031004,-0.056124518891434716,-0.0646875945007993,0.023399539351331218,0.20085410815052457,0.9184668989547038,-0.1329756815280443,-0.3738517133681268,F,,1.3867972687581094e-202,探索，非結論
171,123,F08+F16,2,-0.033933561941034,-0.4995128991731296,-0.06793330461977266,-0.08734770990102404,0.012061342220564158,0.23037001935935003,0.9180011496191841,-0.1418242007674929,-0.3856604990964647,F,,8.486599492045152e-228,探索，非結論
