cell,entry_pos,sid
F01+F10,1502,8936
F01+F10,1502,9942
F01+F10,1524,1515
F01+F10,1524,1517
F01+F10,1524,2108
F01+F10,1524,2365
F01+F10,1524,2425
F01+F10,1524,2457
F01+F10,1524,2486
F01+F10,1524,2603
F01+F10,1524,2609
F01+F10,1524,2615
F01+F10,1524,2636
F01+F10,1524,2727
F01+F10,1524,3014
F01+F10,1524,3078
F01+F10,1524,3122
F01+F10,1524,3141
F01+F10,1524,3149
F01+F10,1524,3169
F01+F10,1524,3211
F01+F10,1524,3228
F01+F10,1524,3294
F01+F10,1524,3305
F01+F10,1524,3346
F01+F10,1524,3362
F01+F10,1524,3441
F01+F10,1524,3481
F01+F10,1524,3483
F01+F10,1524,3545
F01+F10,1524,3548
F01+F10,1524,3679
F01+F10,1524,4157
F01+F10,1524,4571
F01+F10,1524,4912
F01+F10,1524,4919
F01+F10,1524,4930
F01+F10,1524,4956
F01+F10,1524,4961
F01+F10,1524,5213
F01+F10,1524,5223
F01+F10,1524,5299
F01+F10,1524,5452
F01+F10,1524,5471
F01+F10,1524,6026
F01+F10,1524,6116
F01+F10,1524,6129
F01+F10,1524,6142
F01+F10,1524,6150
F01+F10,1524,6203
F01+F10,1524,6237
F01+F10,1524,6243
F01+F10,1524,6283
F01+F10,1524,6472
F01+F10,1524,6485
F01+F10,1524,6494
F01+F10,1524,6516
F01+F10,1524,6523
F01+F10,1524,6560
F01+F10,1524,6582
F01+F10,1524,8054
F01+F10,1524,8183
F01+F10,1524,8431
F01+F10,1524,8499
F01+F10,1524,8924
F01+F10,1524,8938
F01+F10,1543,1109
F01+F10,1543,1304
F01+F10,1543,1309
F01+F10,1543,1312
F01+F10,1543,1313
F01+F10,1543,1314
F01+F10,1543,1409
F01+F10,1543,1417
F01+F10,1543,1447
F01+F10,1543,1452
F01+F10,1543,1517
F01+F10,1543,1608
F01+F10,1543,1609
F01+F10,1543,1615
F01+F10,1543,1710
F01+F10,1543,1802
F01+F10,1543,2008
F01+F10,1543,2009
F01+F10,1543,2017
F01+F10,1543,2022
F01+F10,1543,2027
F01+F10,1543,2028
F01+F10,1543,2031
F01+F10,1543,2069
F01+F10,1543,2108
F01+F10,1543,2363
F01+F10,1543,2376
F01+F10,1543,2377
F01+F10,1543,2380
F01+F10,1543,2409
F01+F10,1543,2436
F01+F10,1543,2440
F01+F10,1543,2454
F01+F10,1543,2457
F01+F10,1543,2460
F01+F10,1543,2465
F01+F10,1543,2489
F01+F10,1543,2495
F01+F10,1543,2597
F01+F10,1543,2601
F01+F10,1543,2603
F01+F10,1543,2606
F01+F10,1543,2609
F01+F10,1543,2615
F01+F10,1543,2636
F01+F10,1543,2637
F01+F10,1543,2889
F01+F10,1543,3014
F01+F10,1543,3167
F01+F10,1543,3372
F01+F10,1543,3481
F01+F10,1543,4707
F01+F10,1543,4726
F01+F10,1543,4912
F01+F10,1543,4919
F01+F10,1543,4930
F01+F10,1543,4961
F01+F10,1543,5302
F01+F10,1543,5452
F01+F10,1543,5519
F01+F10,1543,5608
F01+F10,1543,6116
F01+F10,1543,6150
F01+F10,1543,6160
F01+F10,1543,6187
F01+F10,1543,6190
F01+F10,1543,6237
F01+F10,1543,6472
F01+F10,1543,6491
F01+F10,1543,6494
F01+F10,1543,6560
F01+F10,1543,6582
F01+F10,1543,8183
F01+F10,1543,8261
F01+F10,1543,8277
F01+F10,1543,8390
F01+F10,1543,8924
F01+F10,1543,8938
F01+F10,1543,9921
F01+F10,1564,1304
F01+F10,1564,1308
F01+F10,1564,1313
F01+F10,1564,1440
F01+F10,1564,1447
F01+F10,1564,1451
F01+F10,1564,1452
F01+F10,1564,1455
F01+F10,1564,1459
F01+F10,1564,1460
F01+F10,1564,1466
F01+F10,1564,1476
F01+F10,1564,1477
F01+F10,1564,1608
F01+F10,1564,1615
F01+F10,1564,1802
F01+F10,1564,2014
F01+F10,1564,2017
F01+F10,1564,2020
F01+F10,1564,2023
F01+F10,1564,2027
F01+F10,1564,2028
F01+F10,1564,2029
F01+F10,1564,2031
F01+F10,1564,2069
F01+F10,1564,2108
F01+F10,1564,2344
F01+F10,1564,2390
F01+F10,1564,2491
F01+F10,1564,2597
F01+F10,1564,2603
F01+F10,1564,2606
F01+F10,1564,2609
F01+F10,1564,2615
F01+F10,1564,2636
F01+F10,1564,2637
F01+F10,1564,2855
F01+F10,1564,3141
F01+F10,1564,3260
F01+F10,1564,3293
F01+F10,1564,3511
F01+F10,1564,3530
F01+F10,1564,3545
F01+F10,1564,4919
F01+F10,1564,5475
F01+F10,1564,5519
F01+F10,1564,5608
F01+F10,1564,5864
F01+F10,1564,6015
F01+F10,1564,6116
F01+F10,1564,6187
F01+F10,1564,6415
F01+F10,1564,6472
F01+F10,1564,6491
F01+F10,1564,6494
F01+F10,1564,6582
F01+F10,1564,6672
F01+F10,1564,6679
F01+F10,1564,8016
F01+F10,1564,8404
F01+F10,1564,8924
F01+F10,1564,8938
F01+F10,1585,1305
F01+F10,1585,1310
F01+F10,1585,1314
F01+F10,1585,1452
F01+F10,1585,1455
F01+F10,1585,1802
F01+F10,1585,1903
F01+F10,1585,2008
F01+F10,1585,2010
F01+F10,1585,2012
F01+F10,1585,2014
F01+F10,1585,2017
F01+F10,1585,2022
F01+F10,1585,2023
F01+F10,1585,2027
F01+F10,1585,2028
F01+F10,1585,2029
F01+F10,1585,2030
F01+F10,1585,2031
F01+F10,1585,2069
F01+F10,1585,2233
F01+F10,1585,2415
F01+F10,1585,2465
F01+F10,1585,2527
F01+F10,1585,2603
F01+F10,1585,2606
F01+F10,1585,2609
F01+F10,1585,2615
F01+F10,1585,2617
F01+F10,1585,2636
F01+F10,1585,2637
F01+F10,1585,2641
F01+F10,1585,3006
F01+F10,1585,3141
F01+F10,1585,3228
F01+F10,1585,3511
F01+F10,1585,3530
F01+F10,1585,3545
F01+F10,1585,3687
F01+F10,1585,4714
F01+F10,1585,4919
F01+F10,1585,5291
F01+F10,1585,5464
F01+F10,1585,5475
F01+F10,1585,5608
F01+F10,1585,6190
F01+F10,1585,6237
F01+F10,1585,6279
F01+F10,1585,6469
F01+F10,1585,6494
F01+F10,1585,6672
F01+F10,1585,6756
F01+F10,1585,8016
F01+F10,1585,8040
F01+F10,1585,8255
F01+F10,1585,8924
F01+F10,1585,8938
F01+F10,1585,9958
F01+F10,1607,1815
F01+F10,1607,2007
F01+F10,1607,2023
F01+F10,1607,2030
F01+F10,1607,2034
F01+F10,1607,2069
F01+F10,1607,2363
F01+F10,1607,2369
F01+F10,1607,2415
F01+F10,1607,2481
F01+F10,1607,2486
F01+F10,1607,2491
F01+F10,1607,2497
F01+F10,1607,2520
F01+F10,1607,2542
F01+F10,1607,2615
F01+F10,1607,2636
F01+F10,1607,3006
F01+F10,1607,3122
F01+F10,1607,3141
F01+F10,1607,3167
F01+F10,1607,3228
F01+F10,1607,3312
F01+F10,1607,3372
F01+F10,1607,3526
F01+F10,1607,3527
F01+F10,1607,3530
F01+F10,1607,3545
F01+F10,1607,3556
F01+F10,1607,3588
F01+F10,1607,3663
F01+F10,1607,3686
F01+F10,1607,3712
F01+F10,1607,4919
F01+F10,1607,4989
F01+F10,1607,5227
F01+F10,1607,5289
F01+F10,1607,5291
F01+F10,1607,5299
F01+F10,1607,5309
F01+F10,1607,5351
F01+F10,1607,5464
F01+F10,1607,5475
F01+F10,1607,6168
F01+F10,1607,6215
F01+F10,1607,6224
F01+F10,1607,6237
F01+F10,1607,6243
F01+F10,1607,6485
F01+F10,1607,6494
F01+F10,1607,6509
F01+F10,1607,6531
F01+F10,1607,6533
F01+F10,1607,6672
F01+F10,1607,6706
F01+F10,1607,6716
F01+F10,1607,6756
F01+F10,1607,8016
F01+F10,1607,8040
F01+F10,1607,8110
F01+F10,1607,8171
F01+F10,1607,8255
F01+F10,1607,8261
F01+F10,1607,8454
F01+F10,1607,8924
F01+F10,1629,1762
F01+F10,1629,1783
F01+F10,1629,2007
F01+F10,1629,2013
F01+F10,1629,2069
F01+F10,1629,2221
F01+F10,1629,2363
F01+F10,1629,2369
F01+F10,1629,2383
F01+F10,1629,2476
F01+F10,1629,2481
F01+F10,1629,2486
F01+F10,1629,2538
F01+F10,1629,2542
F01+F10,1629,2597
F01+F10,1629,2887
F01+F10,1629,3122
F01+F10,1629,3141
F01+F10,1629,3219
F01+F10,1629,3221
F01+F10,1629,3372
F01+F10,1629,3511
F01+F10,1629,3527
F01+F10,1629,3556
F01+F10,1629,3588
F01+F10,1629,3663
F01+F10,1629,3675
F01+F10,1629,3707
F01+F10,1629,4142
F01+F10,1629,4721
F01+F10,1629,4919
F01+F10,1629,5285
F01+F10,1629,5289
F01+F10,1629,5299
F01+F10,1629,5351
F01+F10,1629,5439
F01+F10,1629,5608
F01+F10,1629,6164
F01+F10,1629,6257
F01+F10,1629,6415
F01+F10,1629,6438
F01+F10,1629,6472
F01+F10,1629,6485
F01+F10,1629,6494
F01+F10,1629,6509
F01+F10,1629,6548
F01+F10,1629,6706
F01+F10,1629,6756
F01+F10,1629,8064
F01+F10,1629,8249
F01+F10,1629,8255
F01+F10,1629,8289
F01+F10,1629,8367
F01+F10,1629,8415
F01+F10,1629,9945
F01+F10,1649,1301
F01+F10,1649,1303
F01+F10,1649,1304
F01+F10,1649,1305
F01+F10,1649,1308
F01+F10,1649,1316
F01+F10,1649,1442
F01+F10,1649,1584
F01+F10,1649,1612
F01+F10,1649,1710
F01+F10,1649,1723
F01+F10,1649,1762
F01+F10,1649,1773
F01+F10,1649,1903
F01+F10,1649,2013
F01+F10,1649,2059
F01+F10,1649,2204
F01+F10,1649,2221
F01+F10,1649,2414
F01+F10,1649,2486
F01+F10,1649,2597
F01+F10,1649,2887
F01+F10,1649,2915
F01+F10,1649,3011
F01+F10,1649,3029
F01+F10,1649,3189
F01+F10,1649,3232
F01+F10,1649,3306
F01+F10,1649,3466
F01+F10,1649,3529
F01+F10,1649,3583
F01+F10,1649,3588
F01+F10,1649,3701
F01+F10,1649,3707
F01+F10,1649,4714
F01+F10,1649,4721
F01+F10,1649,4743
F01+F10,1649,5258
F01+F10,1649,5347
F01+F10,1649,5351
F01+F10,1649,6163
F01+F10,1649,6174
F01+F10,1649,6227
F01+F10,1649,6265
F01+F10,1649,6409
F01+F10,1649,6415
F01+F10,1649,6505
F01+F10,1649,6531
F01+F10,1649,6547
F01+F10,1649,8121
F01+F10,1649,9945
F01+F10,1669,1316
F01+F10,1669,1612
F01+F10,1669,1723
F01+F10,1669,2351
F01+F10,1669,2376
F01+F10,1669,2455
F01+F10,1669,2476
F01+F10,1669,3016
F01+F10,1669,3035
F01+F10,1669,3141
F01+F10,1669,3167
F01+F10,1669,3169
F01+F10,1669,3189
F01+F10,1669,3297
F01+F10,1669,3305
F01+F10,1669,3363
F01+F10,1669,3466
F01+F10,1669,3508
F01+F10,1669,3527
F01+F10,1669,3588
F01+F10,1669,3653
F01+F10,1669,3661
F01+F10,1669,3675
F01+F10,1669,3701
F01+F10,1669,3707
F01+F10,1669,4137
F01+F10,1669,4721
F01+F10,1669,4739
F01+F10,1669,4743
F01+F10,1669,5227
F01+F10,1669,5258
F01+F10,1669,5274
F01+F10,1669,5285
F01+F10,1669,5309
F01+F10,1669,5351
F01+F10,1669,5386
F01+F10,1669,5425
F01+F10,1669,5522
F01+F10,1669,6104
F01+F10,1669,6163
F01+F10,1669,6244
F01+F10,1669,6261
F01+F10,1669,6415
F01+F10,1669,6508
F01+F10,1669,6706
F01+F10,1669,8033
F01+F10,1669,8121
F01+F10,1669,8183
F01+F10,1669,8924
F01+F10,1691,1316
F01+F10,1691,1721
F01+F10,1691,1725
F01+F10,1691,2375
F01+F10,1691,2376
F01+F10,1691,2497
F01+F10,1691,2603
F01+F10,1691,2610
F01+F10,1691,2618
F01+F10,1691,3016
F01+F10,1691,3035
F01+F10,1691,3122
F01+F10,1691,3141
F01+F10,1691,3169
F01+F10,1691,3207
F01+F10,1691,3221
F01+F10,1691,3224
F01+F10,1691,3305
F01+F10,1691,3465
F01+F10,1691,3483
F01+F10,1691,3491
F01+F10,1691,3508
F01+F10,1691,3588
F01+F10,1691,3624
F01+F10,1691,3653
F01+F10,1691,3675
F01+F10,1691,3680
F01+F10,1691,3701
F01+F10,1691,4721
F01+F10,1691,4743
F01+F10,1691,4755
F01+F10,1691,4927
F01+F10,1691,4961
F01+F10,1691,5011
F01+F10,1691,5274
F01+F10,1691,5309
F01+F10,1691,5351
F01+F10,1691,5607
F01+F10,1691,6104
F01+F10,1691,6150
F01+F10,1691,6167
F01+F10,1691,6174
F01+F10,1691,6182
F01+F10,1691,6190
F01+F10,1691,6196
F01+F10,1691,6208
F01+F10,1691,6265
F01+F10,1691,6485
F01+F10,1691,6523
F01+F10,1691,6531
F01+F10,1691,6576
F01+F10,1691,6654
F01+F10,1691,6756
F01+F10,1691,8040
F01+F10,1691,8069
F01+F10,1691,8183
F01+F10,1691,8289
F01+F10,1713,1773
F01+F10,1713,2103
F01+F10,1713,2104
F01+F10,1713,2405
F01+F10,1713,2457
F01+F10,1713,2495
F01+F10,1713,2497
F01+F10,1713,2603
F01+F10,1713,2637
F01+F10,1713,3034
F01+F10,1713,3035
F01+F10,1713,3037
F01+F10,1713,3169
F01+F10,1713,3224
F01+F10,1713,3306
F01+F10,1713,3322
F01+F10,1713,3491
F01+F10,1713,3508
F01+F10,1713,3583
F01+F10,1713,3624
F01+F10,1713,3680
F01+F10,1713,3687
F01+F10,1713,4744
F01+F10,1713,4755
F01+F10,1713,4927
F01+F10,1713,4961
F01+F10,1713,5351
F01+F10,1713,5475
F01+F10,1713,5536
F01+F10,1713,5607
F01+F10,1713,6026
F01+F10,1713,6104
F01+F10,1713,6111
F01+F10,1713,6118
F01+F10,1713,6167
F01+F10,1713,6182
F01+F10,1713,6190
F01+F10,1713,6196
F01+F10,1713,6205
F01+F10,1713,6235
F01+F10,1713,6265
F01+F10,1713,6443
F01+F10,1713,6477
F01+F10,1713,6515
F01+F10,1713,6547
F01+F10,1713,6576
F01+F10,1713,6667
F01+F10,1713,6781
F01+F10,1713,8016
F01+F10,1713,8034
F01+F10,1713,8069
F01+F10,1713,8076
F01+F10,1713,8096
F01+F10,1713,8104
F01+F10,1713,8114
F01+F10,1713,8289
F01+F10,1713,8478
F01+F10,1731,1316
F01+F10,1731,1529
F01+F10,1731,1773
F01+F10,1731,2013
F01+F10,1731,2347
F01+F10,1731,2374
F01+F10,1731,2497
F01+F10,1731,2607
F01+F10,1731,2637
F01+F10,1731,2887
F01+F10,1731,2891
F01+F10,1731,2913
F01+F10,1731,3035
F01+F10,1731,3036
F01+F10,1731,3041
F01+F10,1731,3059
F01+F10,1731,3086
F01+F10,1731,3228
F01+F10,1731,3231
F01+F10,1731,3455
F01+F10,1731,3548
F01+F10,1731,3624
F01+F10,1731,3665
F01+F10,1731,4174
F01+F10,1731,4755
F01+F10,1731,4927
F01+F10,1731,4946
F01+F10,1731,5227
F01+F10,1731,5309
F01+F10,1731,5388
F01+F10,1731,5434
F01+F10,1731,5536
F01+F10,1731,5607
F01+F10,1731,6104
F01+F10,1731,6111
F01+F10,1731,6167
F01+F10,1731,6196
F01+F10,1731,6205
F01+F10,1731,6207
F01+F10,1731,6266
F01+F10,1731,6278
F01+F10,1731,6438
F01+F10,1731,6446
F01+F10,1731,6592
F01+F10,1731,6667
F01+F10,1731,6706
F01+F10,1731,8069
F01+F10,1731,8091
F01+F10,1731,8104
F01+F10,1731,8155
F01+F10,1731,8210
F01+F10,1731,8415
F01+F10,1731,9907
F01+F10,1731,9933
F01+F10,1746,1529
F01+F10,1746,1708
F01+F10,1746,1709
F01+F10,1746,1712
F01+F10,1746,1773
F01+F10,1746,2027
F01+F10,1746,2030
F01+F10,1746,2211
F01+F10,1746,2497
F01+F10,1746,2542
F01+F10,1746,2603
F01+F10,1746,2607
F01+F10,1746,2609
F01+F10,1746,2611
F01+F10,1746,2615
F01+F10,1746,2618
F01+F10,1746,2636
F01+F10,1746,2637
F01+F10,1746,2641
F01+F10,1746,2906
F01+F10,1746,2915
F01+F10,1746,3035
F01+F10,1746,3088
F01+F10,1746,3537
F01+F10,1746,3548
F01+F10,1746,3556
F01+F10,1746,3558
F01+F10,1746,3624
F01+F10,1746,3665
F01+F10,1746,4513
F01+F10,1746,4755
F01+F10,1746,4931
F01+F10,1746,4946
F01+F10,1746,5009
F01+F10,1746,5011
F01+F10,1746,5227
F01+F10,1746,5258
F01+F10,1746,5434
F01+F10,1746,5608
F01+F10,1746,6104
F01+F10,1746,6111
F01+F10,1746,6161
F01+F10,1746,6205
F01+F10,1746,6446
F01+F10,1746,6469
F01+F10,1746,6576
F01+F10,1746,6592
F01+F10,1746,8091
F01+F10,1746,8112
F01+F10,1746,8155
F01+F10,1746,8299
F01+F10,1746,8415
F01+F10,1746,8478
F01+F10,1769,1513
F01+F10,1769,1516
F01+F10,1769,1605
F01+F10,1769,1708
F01+F10,1769,1727
F01+F10,1769,1773
F01+F10,1769,2015
F01+F10,1769,2030
F01+F10,1769,2031
F01+F10,1769,2359
F01+F10,1769,2497
F01+F10,1769,2545
F01+F10,1769,2607
F01+F10,1769,2609
F01+F10,1769,2618
F01+F10,1769,3011
F01+F10,1769,3017
F01+F10,1769,3030
F01+F10,1769,3035
F01+F10,1769,3092
F01+F10,1769,3122
F01+F10,1769,3558
F01+F10,1769,3576
F01+F10,1769,4148
F01+F10,1769,4702
F01+F10,1769,4721
F01+F10,1769,4739
F01+F10,1769,4755
F01+F10,1769,4946
F01+F10,1769,4952
F01+F10,1769,5009
F01+F10,1769,5309
F01+F10,1769,5425
F01+F10,1769,5522
F01+F10,1769,6104
F01+F10,1769,6122
F01+F10,1769,6202
F01+F10,1769,6231
F01+F10,1769,6446
F01+F10,1769,6477
F01+F10,1769,6491
F01+F10,1769,6515
F01+F10,1769,6612
F01+F10,1769,6712
F01+F10,1769,8155
F01+F10,1769,8183
F01+F10,1769,9802
F01+F10,1769,9907
F01+F10,1769,9933
F01+F10,1769,9955
F01+F10,1769,9962
F01+F10,1788,1219
F01+F10,1788,1453
F01+F10,1788,1569
F01+F10,1788,1584
F01+F10,1788,1605
F01+F10,1788,1708
F01+F10,1788,1762
F01+F10,1788,2545
F01+F10,1788,2603
F01+F10,1788,2609
F01+F10,1788,2618
F01+F10,1788,2637
F01+F10,1788,2641
F01+F10,1788,3011
F01+F10,1788,3176
F01+F10,1788,3224
F01+F10,1788,3265
F01+F10,1788,3533
F01+F10,1788,3558
F01+F10,1788,3665
F01+F10,1788,4148
F01+F10,1788,4162
F01+F10,1788,4736
F01+F10,1788,4746
F01+F10,1788,4755
F01+F10,1788,4931
F01+F10,1788,4958
F01+F10,1788,5009
F01+F10,1788,5388
F01+F10,1788,5603
F01+F10,1788,5608
F01+F10,1788,6122
F01+F10,1788,6174
F01+F10,1788,6235
F01+F10,1788,6443
F01+F10,1788,6446
F01+F10,1788,6470
F01+F10,1788,6477
F01+F10,1788,6581
F01+F10,1788,6669
F01+F10,1788,6670
F01+F10,1788,8027
F01+F10,1788,8050
F01+F10,1788,8069
F01+F10,1788,8114
F01+F10,1788,8171
F01+F10,1788,8478
F01+F10,1788,9802
F01+F10,1788,9933
F01+F10,1788,9945
F01+F10,1788,9962
F01+F10,1809,1319
F01+F10,1809,1522
F01+F10,1809,1524
F01+F10,1809,1560
F01+F10,1809,1584
F01+F10,1809,1605
F01+F10,1809,1723
F01+F10,1809,1762
F01+F10,1809,2338
F01+F10,1809,2342
F01+F10,1809,2482
F01+F10,1809,2548
F01+F10,1809,2637
F01+F10,1809,2641
F01+F10,1809,3013
F01+F10,1809,3141
F01+F10,1809,3163
F01+F10,1809,3207
F01+F10,1809,3265
F01+F10,1809,3374
F01+F10,1809,3443
F01+F10,1809,3535
F01+F10,1809,3558
F01+F10,1809,3680
F01+F10,1809,4755
F01+F10,1809,4931
F01+F10,1809,5009
F01+F10,1809,5258
F01+F10,1809,5272
F01+F10,1809,5309
F01+F10,1809,6113
F01+F10,1809,6122
F01+F10,1809,6235
F01+F10,1809,6446
F01+F10,1809,6469
F01+F10,1809,6470
F01+F10,1809,6578
F01+F10,1809,8027
F01+F10,1809,8069
F01+F10,1809,8097
F01+F10,1809,8114
F01+F10,1809,8478
F01+F10,1809,8928
F01+F10,1809,8938
F01+F10,1809,9802
F01+F10,1830,1236
F01+F10,1830,1319
F01+F10,1830,1513
F01+F10,1830,1514
F01+F10,1830,1524
F01+F10,1830,1760
F01+F10,1830,2482
F01+F10,1830,2548
F01+F10,1830,2906
F01+F10,1830,3093
F01+F10,1830,3207
F01+F10,1830,3265
F01+F10,1830,3504
F01+F10,1830,3663
F01+F10,1830,3665
F01+F10,1830,4114
F01+F10,1830,4116
F01+F10,1830,4123
F01+F10,1830,4157
F01+F10,1830,4162
F01+F10,1830,4426
F01+F10,1830,4503
F01+F10,1830,4572
F01+F10,1830,4763
F01+F10,1830,4915
F01+F10,1830,4931
F01+F10,1830,4934
F01+F10,1830,5258
F01+F10,1830,6125
F01+F10,1830,6133
F01+F10,1830,6206
F01+F10,1830,6216
F01+F10,1830,6235
F01+F10,1830,6245
F01+F10,1830,6409
F01+F10,1830,6446
F01+F10,1830,6461
F01+F10,1830,6469
F01+F10,1830,6470
F01+F10,1830,6477
F01+F10,1830,6505
F01+F10,1830,6715
F01+F10,1830,8097
F01+F10,1830,8114
F01+F10,1830,8222
F01+F10,1830,9802
F01+F10,1851,1514
F01+F10,1851,1524
F01+F10,1851,2206
F01+F10,1851,2359
F01+F10,1851,2364
F01+F10,1851,2374
F01+F10,1851,2419
F01+F10,1851,2633
F01+F10,1851,2736
F01+F10,1851,3062
F01+F10,1851,3163
F01+F10,1851,3218
F01+F10,1851,3221
F01+F10,1851,3479
F01+F10,1851,3494
F01+F10,1851,3504
F01+F10,1851,3508
F01+F10,1851,3558
F01+F10,1851,3680
F01+F10,1851,4116
F01+F10,1851,4142
F01+F10,1851,4148
F01+F10,1851,4426
F01+F10,1851,4432
F01+F10,1851,4979
F01+F10,1851,5258
F01+F10,1851,5388
F01+F10,1851,5706
F01+F10,1851,5904
F01+F10,1851,6133
F01+F10,1851,6188
F01+F10,1851,6206
F01+F10,1851,6226
F01+F10,1851,6245
F01+F10,1851,6285
F01+F10,1851,6442
F01+F10,1851,6446
F01+F10,1851,6461
F01+F10,1851,6470
F01+F10,1851,6515
F01+F10,1851,6715
F01+F10,1851,8097
F01+F10,1851,8114
F01+F10,1851,8222
F01+F10,1851,8467
F01+F10,1874,2305
F01+F10,1874,2360
F01+F10,1874,2367
F01+F10,1874,2743
F01+F10,1874,3022
F01+F10,1874,3081
F01+F10,1874,3162
F01+F10,1874,3163
F01+F10,1874,3346
F01+F10,1874,3494
F01+F10,1874,3504
F01+F10,1874,3520
F01+F10,1874,3558
F01+F10,1874,3617
F01+F10,1874,3680
F01+F10,1874,3693
F01+F10,1874,4114
F01+F10,1874,4148
F01+F10,1874,4162
F01+F10,1874,4426
F01+F10,1874,4536
F01+F10,1874,4557
F01+F10,1874,4736
F01+F10,1874,4763
F01+F10,1874,4770
F01+F10,1874,4931
F01+F10,1874,4977
F01+F10,1874,4979
F01+F10,1874,5015
F01+F10,1874,5258
F01+F10,1874,5353
F01+F10,1874,5904
F01+F10,1874,6113
F01+F10,1874,6125
F01+F10,1874,6133
F01+F10,1874,6266
F01+F10,1874,6285
F01+F10,1874,6426
F01+F10,1874,6442
F01+F10,1874,6443
F01+F10,1874,6472
F01+F10,1874,6477
F01+F10,1874,6508
F01+F10,1874,6643
F01+F10,1874,6712
F01+F10,1874,6768
F01+F10,1874,8069
F01+F10,1874,8114
F01+F10,1874,8996
F01+F10,1895,1760
F01+F10,1895,2413
F01+F10,1895,2497
F01+F10,1895,2607
F01+F10,1895,2707
F01+F10,1895,2731
F01+F10,1895,2743
F01+F10,1895,2754
F01+F10,1895,3004
F01+F10,1895,3027
F01+F10,1895,3046
F01+F10,1895,3128
F01+F10,1895,3346
F01+F10,1895,3443
F01+F10,1895,3521
F01+F10,1895,3535
F01+F10,1895,3552
F01+F10,1895,3653
F01+F10,1895,3661
F01+F10,1895,3680
F01+F10,1895,4102
F01+F10,1895,4119
F01+F10,1895,4438
F01+F10,1895,4763
F01+F10,1895,4768
F01+F10,1895,4931
F01+F10,1895,4977
F01+F10,1895,5225
F01+F10,1895,5227
F01+F10,1895,5251
F01+F10,1895,6143
F01+F10,1895,6153
F01+F10,1895,6279
F01+F10,1895,6532
F01+F10,1895,6570
F01+F10,1895,6643
F01+F10,1895,6669
F01+F10,1895,6768
F01+F10,1895,6788
F01+F10,1895,8069
F01+F10,1895,8084
F01+F10,1895,8349
F01+F10,1895,8916
F01+F10,1895,8933
F01+F10,1895,8996
F01+F10,1895,9939
F01+F10,1915,1342
F01+F10,1915,1795
F01+F10,1915,2206
F01+F10,1915,2312
F01+F10,1915,2402
F01+F10,1915,2413
F01+F10,1915,2465
F01+F10,1915,2468
F01+F10,1915,2530
F01+F10,1915,2633
F01+F10,1915,2754
F01+F10,1915,3059
F01+F10,1915,3535
F01+F10,1915,4102
F01+F10,1915,4105
F01+F10,1915,4438
F01+F10,1915,4536
F01+F10,1915,4931
F01+F10,1915,5225
F01+F10,1915,5227
F01+F10,1915,5251
F01+F10,1915,5410
F01+F10,1915,5704
F01+F10,1915,6133
F01+F10,1915,6205
F01+F10,1915,6269
F01+F10,1915,6285
F01+F10,1915,6472
F01+F10,1915,6533
F01+F10,1915,6666
F01+F10,1915,6669
F01+F10,1915,8040
F01+F10,1915,8916
F01+F10,1915,8933
F01+F10,1915,8938
F01+F10,1915,8996
F01+F10,1915,9910
F01+F10,1915,9933
F01+F10,1915,9939
F01+F10,1937,1590
F01+F10,1937,2208
F01+F10,1937,2330
F01+F10,1937,2338
F01+F10,1937,2364
F01+F10,1937,2404
F01+F10,1937,2413
F01+F10,1937,2468
F01+F10,1937,2482
F01+F10,1937,2495
F01+F10,1937,2707
F01+F10,1937,2731
F01+F10,1937,3022
F01+F10,1937,3027
F01+F10,1937,3037
F01+F10,1937,3128
F01+F10,1937,3272
F01+F10,1937,3356
F01+F10,1937,3443
F01+F10,1937,3520
F01+F10,1937,3529
F01+F10,1937,3558
F01+F10,1937,3693
F01+F10,1937,4763
F01+F10,1937,4979
F01+F10,1937,5227
F01+F10,1937,5251
F01+F10,1937,5274
F01+F10,1937,5410
F01+F10,1937,6139
F01+F10,1937,6143
F01+F10,1937,6235
F01+F10,1937,6245
F01+F10,1937,6470
F01+F10,1937,6472
F01+F10,1937,6515
F01+F10,1937,6533
F01+F10,1937,6568
F01+F10,1937,6589
F01+F10,1937,6643
F01+F10,1937,6670
F01+F10,1937,8222
F01+F10,1937,8249
F01+F10,1937,8478
F01+F10,1937,8996
F01+F10,1937,9910
F01+F11,489,1301
F01+F11,489,1504
F01+F11,489,1710
F01+F11,489,1909
F01+F11,489,2002
F01+F11,489,2034
F01+F11,489,2059
F01+F11,489,2104
F01+F11,489,2303
F01+F11,489,2330
F01+F11,489,2395
F01+F11,489,2449
F01+F11,489,2489
F01+F11,489,2548
F01+F11,489,2882
F01+F11,489,2883
F01+F11,489,2884
F01+F11,489,2885
F01+F11,489,2891
F01+F11,489,3036
F01+F11,489,3529
F01+F11,489,3611
F01+F11,489,4162
F01+F11,489,5880
F01+F11,489,6279
F01+F11,489,9945
F01+F11,505,1301
F01+F11,505,1303
F01+F11,505,1710
F01+F11,505,1723
F01+F11,505,1815
F01+F11,505,2002
F01+F11,505,2303
F01+F11,505,2312
F01+F11,505,2313
F01+F11,505,2330
F01+F11,505,2395
F01+F11,505,2409
F01+F11,505,2419
F01+F11,505,2449
F01+F11,505,2603
F01+F11,505,2880
F01+F11,505,2884
F01+F11,505,2885
F01+F11,505,2891
