date,investor,buy,sell,net
2020-10-30,三大法人合計*,6221547183,7001082105,-779534922
2020-10-30,外資及陸資(不含自營商),5387826874,6218603179,-830776305
2020-10-30,外資及陸資合計,5387826874,6218603179,-830776305
2020-10-30,外資自營商,0,0,0
2020-10-30,投信,443046700,319320750,123725950
2020-10-30,自營商(自行買賣),214978150,192161762,22816388
2020-10-30,自營商(避險),175695459,270996414,-95300955
2020-10-30,自營商合計,390673609,463158176,-72484567
