date,investor,buy,sell,net
2019-08-05,三大法人合計*,4703865524,5655058814,-951193290
2019-08-05,外資及陸資(不含自營商),3870787008,3991914573,-121127565
2019-08-05,外資及陸資合計,3870787008,3991914573,-121127565
2019-08-05,外資自營商,0,0,0
2019-08-05,投信,473682900,687327950,-213645050
2019-08-05,自營商(自行買賣),160042466,436993876,-276951410
2019-08-05,自營商(避險),199353150,538822415,-339469265
2019-08-05,自營商合計,359395616,975816291,-616420675
