date,investor,buy,sell,net
2021-09-17,三大法人合計*,17705016174,15651894774,2053121400
2021-09-17,外資及陸資(不含自營商),15694747075,13896357014,1798390061
2021-09-17,外資及陸資合計,15694747075,13896357014,1798390061
2021-09-17,外資自營商,0,0,0
2021-09-17,投信,1141467711,902256913,239210798
2021-09-17,自營商(自行買賣),520702920,553119569,-32416649
2021-09-17,自營商(避險),348098468,300161278,47937190
2021-09-17,自營商合計,868801388,853280847,15520541
