date,investor,buy,sell,net
2024-07-18,三大法人合計*,35438655135,40280750191,-4842095056
2024-07-18,外資及陸資(不含自營商),30119517257,35340868626,-5221351369
2024-07-18,外資及陸資合計,30119517257,35340868626,-5221351369
2024-07-18,外資自營商,0,0,0
2024-07-18,投信,2920501149,1382822016,1537679133
2024-07-18,自營商(自行買賣),962473598,1511766380,-549292782
2024-07-18,自營商(避險),1436163131,2045293169,-609130038
2024-07-18,自營商合計,2398636729,3557059549,-1158422820
