date,investor,buy,sell,net
2018-05-17,三大法人合計*,5009205550,6417838381,-1408632831
2018-05-17,外資及陸資(不含自營商),3863462190,4400525001,-537062811
2018-05-17,外資及陸資合計,3863462190,4400525001,-537062811
2018-05-17,外資自營商,0,0,0
2018-05-17,投信,210246700,621617600,-411370900
2018-05-17,自營商(自行買賣),338623960,515581880,-176957920
2018-05-17,自營商(避險),596872700,880113900,-283241200
2018-05-17,自營商合計,935496660,1395695780,-460199120
