date,investor,buy,sell,net
2022-10-11,三大法人合計*,15004383003,17156010995,-2151627992
2022-10-11,外資及陸資(不含自營商),13556043967,14445496430,-889452463
2022-10-11,外資及陸資合計,13556043967,14445496430,-889452463
2022-10-11,外資自營商,0,0,0
2022-10-11,投信,741113246,1623907178,-882793932
2022-10-11,自營商(自行買賣),322098372,355660964,-33562592
2022-10-11,自營商(避險),385127418,730946423,-345819005
2022-10-11,自營商合計,707225790,1086607387,-379381597
