date,investor,buy,sell,net
2018-08-14,三大法人合計*,6432461510,4943393612,1489067898
2018-08-14,外資及陸資(不含自營商),4768269980,3724122462,1044147518
2018-08-14,外資及陸資合計,4768269980,3724122462,1044147518
2018-08-14,外資自營商,0,0,0
2018-08-14,投信,512400600,597249890,-84849290
2018-08-14,自營商(自行買賣),263549430,220227210,43322220
2018-08-14,自營商(避險),888241500,401794050,486447450
2018-08-14,自營商合計,1151790930,622021260,529769670
