date,investor,buy,sell,net
2024-09-18,三大法人合計*,27437632681,28565829486,-1128196805
2024-09-18,外資及陸資(不含自營商),23350081115,24125000309,-774919194
2024-09-18,外資及陸資合計,23350081115,24125000309,-774919194
2024-09-18,外資自營商,0,0,0
2024-09-18,投信,2039152686,1764223245,274929441
2024-09-18,自營商(自行買賣),1080841469,1394456361,-313614892
2024-09-18,自營商(避險),967557411,1282149571,-314592160
2024-09-18,自營商合計,2048398880,2676605932,-628207052
