date,investor,buy,sell,net
2017-04-18,投信,398399050,312572550,85826500
2017-04-18,自營商,999036550,691092872,307943678
2017-04-18,自營商(自行買賣),363525500,289541940,73983560
2017-04-18,自營商(避險),635511050,401550932,233960118
