date,investor,buy,sell,net
2017-05-31,投信,255993800,419916398,-163922598
2017-05-31,自營商,705928640,739792350,-33863710
2017-05-31,自營商(自行買賣),220975940,303141000,-82165060
2017-05-31,自營商(避險),484952700,436651350,48301350
