stock_id,name,period,market,產業別,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
4205,恆義公司,2010-02,tpex,食品工業,93590,94547,69713,-1.01,34.25,188137,179396,4.87
4207,環泰企業,2010-02,tpex,食品工業,107024,106749,71086,0.25,50.55,213773,142952,49.54
4712,南璋,2010-02,tpex,食品工業,12631,14496,16530,-12.86,-23.58,27127,23005,17.91
4303,信立,2010-02,tpex,塑膠工業,23835,34626,30416,-31.16,-21.63,58461,46823,24.85
4304,勝昱,2010-02,tpex,塑膠工業,25112,36344,25970,-30.90,-3.30,61456,45466,35.16
4305,世坤塑膠,2010-02,tpex,塑膠工業,71851,111776,83079,-35.71,-13.51,183627,137675,33.37
6508,惠光,2010-02,tpex,塑膠工業,107795,133854,128081,-19.46,-15.83,241649,205145,17.79
8354,冠郝企業,2010-02,tpex,塑膠工業,58134,89818,69354,-35.27,-16.17,147952,115501,28.09
9950,萬國通路,2010-02,tpex,塑膠工業,121006,169014,188767,-28.40,-35.89,290020,374673,-22.59
4401,東隆興業,2010-02,tpex,紡織纖維,198077,251292,202543,-21.17,-2.20,449369,324766,38.36
4402,福大,2010-02,tpex,紡織纖維,7085,27612,48723,-74.34,-85.45,34697,70244,-50.60
4406,新昕纖維,2010-02,tpex,紡織纖維,66528,79918,64116,-16.75,3.76,146446,112241,30.47
4413,飛寶動能,2010-02,tpex,紡織纖維,2489,3569,3050,-30.26,-18.39,6058,5251,15.36
4417,金洲海洋,2010-02,tpex,紡織纖維,69274,74135,91427,-6.55,-24.23,143409,212350,-32.46
4419,松懋工業,2010-02,tpex,紡織纖維,15770,22233,30704,-29.06,-48.63,38003,47618,-20.19
4420,光明絲織,2010-02,tpex,紡織纖維,46613,60460,38031,-22.90,22.56,107073,67449,58.74
4429,聚紡,2010-02,tpex,紡織纖維,58155,64066,48655,-9.22,19.52,122221,89356,36.77
1558,伸興,2010-02,tpex,電機機械,200082,239538,130175,-16.47,53.70,439620,220796,99.10
1566,捷邦,2010-02,tpex,電機機械,60453,92212,78441,-34.44,-22.93,152664,127613,19.63
1570,力肯實業,2010-02,tpex,電機機械,25636,14145,31922,81.23,-19.69,39781,69178,-42.49
1580,新麥企業,2010-02,tpex,電機機械,58680,74734,53470,-21.48,9.74,133414,130572,2.17
1586,和勤精機,2010-02,tpex,電機機械,99914,123916,38520,-19.36,159.38,223830,69418,222.43
1599,宏佳騰,2010-02,tpex,電機機械,44767,13988,150791,220.03,-70.31,58755,256974,-77.13
2230,泰茂,2010-02,tpex,電機機械,12995,20882,16285,-37.76,-20.20,33877,31440,7.75
3162,精確實業,2010-02,tpex,電機機械,58281,59229,48878,-1.60,19.23,117510,101439,15.84
3379,彬台科技,2010-02,tpex,電機機械,33311,112336,11722,-70.34,184.17,145647,72160,101.83
4502,源恆,2010-02,tpex,電機機械,130243,165884,138877,-21.48,-6.21,296128,257156,15.15
4503,金雨,2010-02,tpex,電機機械,14308,30630,24013,-53.28,-40.41,44938,27019,66.31
4506,崇友,2010-02,tpex,電機機械,130776,172036,157368,-23.98,-16.89,302813,447894,-32.39
4510,高鋒工業,2010-02,tpex,電機機械,88418,83919,30603,5.36,188.91,172338,45957,274.99
4513,福裕事業,2010-02,tpex,電機機械,44760,32766,40527,36.60,10.44,77526,79975,-3.06
4523,永彰機電,2010-02,tpex,電機機械,64552,64879,51883,-0.50,24.41,129431,85491,51.39
4527,�A霖,2010-02,tpex,電機機械,60972,60425,68030,0.90,-10.37,121397,123335,-1.57
4528,江興鍛壓,2010-02,tpex,電機機械,53559,70607,37670,-24.14,42.17,124166,73411,69.13
4529,雷風,2010-02,tpex,電機機械,17547,27745,15268,-36.75,14.92,45292,44950,0.76
4530,宏易精密,2010-02,tpex,電機機械,22151,13138,9912,68.60,123.47,35289,24281,45.33
4533,協易機械,2010-02,tpex,電機機械,40026,100184,104599,-60.04,-61.73,140210,151974,-7.74
4534,慶騰精密,2010-02,tpex,電機機械,15519,30443,13925,-49.02,11.44,45962,28394,61.87
4535,至興精機,2010-02,tpex,電機機械,147031,204676,119786,-28.16,22.74,351707,231818,51.71
6122,擎邦國際,2010-02,tpex,電機機械,148789,182168,184813,-18.32,-19.49,330957,806309,-58.95
6603,富強鑫,2010-02,tpex,電機機械,94960,140797,60618,-32.55,56.65,235757,111716,111.03
6609,瀧澤科,2010-02,tpex,電機機械,154703,131150,96543,17.95,60.24,285853,173176,65.06
8083,瑞穎,2010-02,tpex,電機機械,33474,43856,29266,-23.67,14.37,77330,57486,34.51
8255,朋程科技,2010-02,tpex,電機機械,171196,163556,86475,4.67,97.97,334752,155425,115.37
8996,高力,2010-02,tpex,電機機械,58882,76145,77974,-22.67,-24.48,135027,145994,-7.51
9951,皇田工業,2010-02,tpex,電機機械,114804,133810,96891,-14.20,18.48,248614,161517,53.92
2061,風青,2010-02,tpex,電器電纜,131328,216693,76921,-39.39,70.73,348021,135842,156.19
4609,唐鋒實業,2010-02,tpex,電器電纜,65019,90768,42145,-28.36,54.27,155787,127894,21.80
1742,台蠟,2010-02,tpex,化學工業,149798,145540,28383,2.92,427.77,295338,47645,519.87
1787,福盈科,2010-02,tpex,化學工業,54089,67184,57844,-19.49,-6.49,121273,85851,41.25
4702,中美實,2010-02,tpex,化學工業,34329,37391,23482,-8.18,46.19,71720,48148,48.95
4703,揚華,2010-02,tpex,化學工業,34471,40672,34172,-15.24,0.87,75143,64263,16.93
4706,大恭化學,2010-02,tpex,化學工業,78111,118955,87429,-34.33,-10.65,197066,142100,38.68
4707,磐亞,2010-02,tpex,化學工業,170207,237967,177268,-28.47,-3.98,408174,311873,30.87
4711,永純化工,2010-02,tpex,化學工業,162915,269856,147634,-39.62,10.35,432771,214004,102.22
4714,永捷,2010-02,tpex,化學工業,45311,65270,36123,-30.57,25.43,110581,64093,72.53
4716,大立高,2010-02,tpex,化學工業,56439,96217,78047,-41.34,-27.68,152656,119185,28.08
4720,德淵企業,2010-02,tpex,化學工業,76560,156003,79387,-50.92,-3.56,232563,148145,56.98
4721,美琪瑪,2010-02,tpex,化學工業,170753,172002,64118,-0.72,166.31,342755,138805,146.93
4739,康普材料,2010-02,tpex,化學工業,108993,124135,91346,-12.19,19.31,233129,172134,35.43
6506,(又又)邦,2010-02,tpex,化學工業,62571,84429,62818,-25.88,-0.39,147000,99366,47.93
6509,聚和,2010-02,tpex,化學工業,167121,243302,139113,-31.31,20.13,410423,261345,57.04
1565,精華光學,2010-02,tpex,生技醫療業,226189,220733,174223,2.47,29.82,446922,351363,27.19
1752,南光,2010-02,tpex,生技醫療業,48072,61078,52540,-21.29,-8.50,109150,108397,0.69
1777,生泰,2010-02,tpex,生技醫療業,25554,29598,27638,-13.66,-7.54,55152,56563,-2.49
1781,合世生醫,2010-02,tpex,生技醫療業,101866,69898,64528,45.73,57.86,171764,124792,37.64
1784,訊聯生物,2010-02,tpex,生技醫療業,32374,37781,42646,-14.31,-24.08,70155,78806,-10.97
1788,杏昌生技,2010-02,tpex,生技醫療業,146148,156288,137758,-6.48,6.09,302436,273069,10.75
1795,美時製藥,2010-02,tpex,生技醫療業,50301,34721,44902,44.87,12.02,85022,88573,-4.00
1799,紅電醫,2010-02,tpex,生技醫療業,26220,28444,11721,-7.81,123.70,54663,23584,131.78
1813,寶利徠,2010-02,tpex,生技醫療業,30965,35636,26764,-13.10,15.69,66601,49336,34.99
