stock_id,name,period,market,產業別,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1101,台泥,2011-09,twse,水泥工業,1994169,1984646,1804805,0.47,10.49,17910011,16344206,9.58
1102,亞泥,2011-09,twse,水泥工業,1027035,871181,742167,17.88,38.38,7977702,6726303,18.60
1103,嘉泥,2011-09,twse,水泥工業,23969,21831,131120,9.79,-81.71,667815,1459386,-54.24
1104,環球水泥,2011-09,twse,水泥工業,284425,270906,227725,4.99,24.89,2474246,2276832,8.67
1108,幸福水泥,2011-09,twse,水泥工業,288899,285623,244932,1.14,17.95,2403260,2032337,18.25
1109,信大水泥,2011-09,twse,水泥工業,115631,118585,108538,-2.49,6.53,1108329,891149,24.37
1110,東泥,2011-09,twse,水泥工業,97367,95690,99898,1.75,-2.53,1023972,1034013,-0.97
1201,味全公司,2011-09,twse,食品工業,1236898,1263103,1190111,-2.07,3.93,10404128,9992508,4.11
1203,味王公司,2011-09,twse,食品工業,151566,180603,148189,-16.07,2.27,1500268,1445402,3.79
1210,大成長城,2011-09,twse,食品工業,2110835,2013621,1703744,4.82,23.89,17058092,15494751,10.08
1213,大飲,2011-09,twse,食品工業,54892,102626,62412,-46.51,-12.04,557345,540425,3.13
1215,卜蜂企業,2011-09,twse,食品工業,1368124,1307175,1201537,4.66,13.86,11010909,10364393,6.23
1216,統一,2011-09,twse,食品工業,4484161,4875928,4228428,-8.03,6.04,39898182,36810333,8.38
1217,愛之味,2011-09,twse,食品工業,270518,445076,262298,-39.21,3.13,2541255,2931509,-13.31
1218,泰山企業,2011-09,twse,食品工業,773901,784931,693581,-1.40,11.58,5813383,5409984,7.45
1219,福壽實業,2011-09,twse,食品工業,983079,913024,793607,7.67,23.87,7448302,6597910,12.88
1220,台榮,2011-09,twse,食品工業,300409,302007,233825,-0.52,28.47,2340278,2013058,16.25
1225,福懋油,2011-09,twse,食品工業,860591,862646,664565,-0.23,29.49,7095048,5924274,19.76
1227,佳格,2011-09,twse,食品工業,949591,981117,961342,-3.21,-1.22,9106975,8342647,9.16
1229,聯華實業,2011-09,twse,食品工業,320159,341131,270931,-6.14,18.16,2981440,2270114,31.33
1231,聯華食品,2011-09,twse,食品工業,397595,417931,358296,-4.86,10.96,3905357,3267597,19.51
1232,大統益,2011-09,twse,食品工業,1433842,1523877,1356053,-5.90,5.73,12527509,11220558,11.64
1233,天仁,2011-09,twse,食品工業,178880,182535,177635,-2.00,0.70,1541230,1411247,9.21
1234,黑松,2011-09,twse,食品工業,352465,601250,304356,-41.37,15.80,4231160,3381750,25.11
1235,興泰,2011-09,twse,食品工業,39633,29666,44184,33.59,-10.30,255166,306749,-16.81
1236,宏亞食品,2011-09,twse,食品工業,259868,160035,255692,62.38,1.63,1689732,1489532,13.44
1702,南僑化工,2011-09,twse,食品工業,197876,200352,172910,-1.23,14.43,1708596,1445305,18.21
1301,台塑,2011-09,twse,塑膠工業,13048763,15821342,15551056,-17.52,-16.09,146836870,146194050,0.43
1303,南亞塑膠,2011-09,twse,塑膠工業,14258887,15598114,17157259,-8.58,-16.89,149825893,160955618,-6.91
1304,台聚,2011-09,twse,塑膠工業,1086800,1318462,1004232,-17.57,8.22,10317409,9121484,13.11
1305,華夏,2011-09,twse,塑膠工業,616802,742042,715257,-16.87,-13.76,7159345,6350829,12.73
1307,三芳化工,2011-09,twse,塑膠工業,650990,636183,508129,2.32,28.11,5267512,4310976,22.18
1308,亞聚,2011-09,twse,塑膠工業,431601,576173,477340,-25.09,-9.58,5118108,4689738,9.13
1309,台達化工,2011-09,twse,塑膠工業,931074,741924,934118,25.49,-0.32,8316757,8122036,2.39
1310,台苯,2011-09,twse,塑膠工業,995777,636216,1105891,56.51,-9.95,9078371,9680686,-6.22
1312,國喬石化,2011-09,twse,塑膠工業,1584046,1766291,1348775,-10.31,17.44,14833716,12352385,20.08
1313,聯成,2011-09,twse,塑膠工業,582563,631903,732417,-7.80,-20.46,5555045,6507736,-14.63
1314,中石化,2011-09,twse,塑膠工業,4260319,4151953,3498883,2.61,21.76,33753166,29295520,15.21
1315,達新工業,2011-09,twse,塑膠工業,216497,275860,215631,-21.51,0.40,1899275,1762723,7.74
1316,上曜,2011-09,twse,塑膠工業,22567,15290,16872,47.59,33.75,142759,141429,0.94
1319,東陽,2011-09,twse,塑膠工業,1051958,1035638,1050342,1.57,0.15,9437725,7305301,29.19
1321,大洋,2011-09,twse,塑膠工業,385038,438828,462942,-12.25,-16.82,3942295,4098785,-3.81
1323,永裕,2011-09,twse,塑膠工業,139492,134383,139656,3.80,-0.11,1224026,1182428,3.51
1324,地球工業,2011-09,twse,塑膠工業,132547,153278,137745,-13.52,-3.77,1209678,1035907,16.77
1325,恒大,2011-09,twse,塑膠工業,77782,63198,103892,23.07,-25.13,787031,800845,-1.72
1326,台化,2011-09,twse,塑膠工業,21822057,21638189,21522518,0.84,1.39,219934197,209070268,5.19
1337,F-再生,2011-09,twse,塑膠工業,529044,434771,376439,21.68,40.53,3611045,3055287,18.19
1339,昭輝,2011-09,twse,塑膠工業,88701,81432,85452,8.92,3.80,798709,768392,3.94
1715,亞洲化學,2011-09,twse,塑膠工業,480364,470610,334727,2.07,43.50,3453119,3037329,13.68
4306,炎洲,2011-09,twse,塑膠工業,417327,459476,389957,-9.17,7.01,4043447,3203693,26.21
1402,遠東新,2011-09,twse,紡織纖維,4944615,5120241,4223220,-3.43,17.08,46512233,39211713,18.61
1409,新纖,2011-09,twse,紡織纖維,2005904,2184470,1970943,-8.17,1.77,20497087,18996829,7.89
1410,南染,2011-09,twse,紡織纖維,34001,32252,31661,5.42,7.39,280005,239354,16.98
1413,宏洲化工,2011-09,twse,紡織纖維,351592,320909,324843,9.56,8.23,3385276,3115756,8.65
1414,東和,2011-09,twse,紡織纖維,122454,146159,113132,-16.21,8.23,972629,2624411,-62.93
1416,廣豐,2011-09,twse,紡織纖維,11954,12001,11805,-0.39,1.26,118284,186353,-36.52
1417,嘉裕,2011-09,twse,紡織纖維,81838,117565,83832,-30.38,-2.37,908611,862176,5.38
1418,東華,2011-09,twse,紡織纖維,266076,205487,263267,29.48,1.06,2271825,2238067,1.50
1419,新紡,2011-09,twse,紡織纖維,110447,62906,69957,75.57,57.87,632967,480089,31.84
1423,利華羊毛,2011-09,twse,紡織纖維,73684,85898,67601,-14.21,8.99,1104231,768585,43.67
1432,大魯閣,2011-09,twse,紡織纖維,461,461,60,0.00,668.33,10758,854334,-98.74
1434,福懋興業,2011-09,twse,紡織纖維,2996821,2940187,2742761,1.92,9.26,27559945,24251080,13.64
1438,裕豐,2011-09,twse,紡織纖維,3613,5075,11842,-28.80,-69.48,41651,84279,-50.57
1439,中和羊毛,2011-09,twse,紡織纖維,97265,48400,48632,100.96,100.00,488850,375693,30.11
1440,南紡,2011-09,twse,紡織纖維,1669498,1474403,1390468,13.23,20.06,13252137,10982493,20.66
1441,大東紡織,2011-09,twse,紡織纖維,122319,149125,123754,-17.97,-1.15,1383528,1173257,17.92
1443,立益紡織,2011-09,twse,紡織纖維,46168,42894,76404,7.63,-39.57,730014,1114198,-34.48
1444,力麗,2011-09,twse,紡織纖維,1368936,1237648,810612,10.60,68.87,10396531,7286565,42.68
1445,大宇紡織,2011-09,twse,紡織纖維,207050,210549,186705,-1.66,10.89,1777255,1587443,11.95
1446,宏和,2011-09,twse,紡織纖維,28929,25193,83329,14.82,-65.28,463904,724888,-36.00
1447,力鵬,2011-09,twse,紡織纖維,2633904,3097630,2247993,-14.97,17.16,20332883,17190042,18.28
1449,佳和實業,2011-09,twse,紡織纖維,167610,156386,170445,7.17,-1.66,1603254,1501656,6.76
