stock_id,name,period,market,產業別,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
4102,永日化工,2003-02,tpex,生物科技,20411,20114,19149,1.47,6.59,40526,37939,6.81
4103,百略醫學,2003-02,tpex,生物科技,122825,120093,102689,2.27,19.60,242918,234166,3.73
4104,東貿,2003-02,tpex,生物科技,100253,130766,94641,-23.33,5.92,231019,190494,21.27
4105,台灣東洋,2003-02,tpex,生物科技,74359,151678,74745,-50.97,-0.51,226037,175774,28.59
4106,雃博,2003-02,tpex,生物科技,50166,75421,54604,-33.48,-8.12,125564,112006,12.10
4107,邦拓生技,2003-02,tpex,生物科技,20909,27231,25531,-23.21,-18.10,48140,52335,-8.01
4109,加捷科技,2003-02,tpex,生物科技,45607,46810,29718,-2.56,53.46,92417,77766,18.83
4110,博登,2003-02,tpex,生物科技,38948,59204,23983,-34.21,62.39,98152,42766,129.50
4111,濟生藥廠,2003-02,tpex,生物科技,26809,39557,28553,-32.22,-6.10,67410,63484,6.18
4113,榮睿生技,2003-02,tpex,生物科技,623,1331,490,-53.19,27.14,1954,1459,33.92
4114,健喬信元,2003-02,tpex,生物科技,30295,42221,33962,-28.24,-10.79,72516,70315,3.13
4120,友華,2003-02,tpex,生物科技,105807,156621,118917,-32.44,-11.02,262428,256442,2.33
4121,優盛醫學,2003-02,tpex,生物科技,16166,38512,51163,-58.02,-68.40,54678,87881,-37.78
4123,晟德,2003-02,tpex,生物科技,13743,25641,12589,-46.40,9.16,39313,34908,12.61
4126,太醫,2003-02,tpex,生物科技,27842,35317,23185,-21.16,20.08,63159,55307,14.19
4205,恆義公司,2003-02,tpex,食品工業,41055,81369,62755,-49.54,-34.57,122424,123131,-0.57
4207,環泰企業,2003-02,tpex,食品工業,42007,54410,44155,-22.79,-4.86,96417,94308,2.23
4303,信立,2003-02,tpex,塑膠工業,94171,94496,99739,-0.34,-5.58,188667,244627,-22.87
4304,琨詰,2003-02,tpex,塑膠工業,35282,35258,28015,0.06,25.93,70539,76061,-7.25
