stock_id,name,period,market,產業別,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1565,精華光學,2003-11,tpex,生物科技,41696,47455,44702,-12.13,-6.72,503141,296999,69.40
3218,大學光,2003-11,tpex,生物科技,16461,18518,18064,-11.10,-8.87,169267,167009,1.35
3266,弘如洋,2003-11,tpex,生物科技,47465,44708,31090,6.16,52.66,396669,315038,25.91
4102,永日化工,2003-11,tpex,生物科技,20413,23989,20667,-14.90,-1.22,249508,210819,18.35
4103,百略醫學,2003-11,tpex,生物科技,164516,181162,153529,-9.18,7.15,2199908,1860268,18.25
4104,東貿,2003-11,tpex,生物科技,140079,151271,140251,-7.39,-0.12,1379186,1180927,16.78
4105,台灣東洋,2003-11,tpex,生物科技,109412,124863,108944,-12.37,0.42,1250507,1146395,9.08
4107,邦拓生技,2003-11,tpex,生物科技,29193,29951,28657,-2.53,1.87,299088,312363,-4.24
4108,懷特新藥,2003-11,tpex,生物科技,233,10787,5,-97.83,4560.00,11137,30,37023.33
4109,加捷科技,2003-11,tpex,生物科技,64347,70467,48744,-8.68,32.01,693342,476398,45.53
4111,濟生藥廠,2003-11,tpex,生物科技,38881,40150,33126,-3.16,17.37,395953,367751,7.66
4113,榮睿生技,2003-11,tpex,生物科技,2538,6082,471,-58.27,438.85,79129,15185,421.09
4114,健喬信元,2003-11,tpex,生物科技,34671,35419,38280,-2.11,-9.42,376479,433067,-13.06
4120,友華,2003-11,tpex,生物科技,161402,152476,154084,5.85,4.74,1540147,1476828,4.28
4121,優盛醫學,2003-11,tpex,生物科技,60774,55491,34889,9.52,74.19,617938,578690,6.78
4123,晟德,2003-11,tpex,生物科技,17734,19296,14134,-8.09,25.47,173018,150090,15.27
4126,太醫,2003-11,tpex,生物科技,34952,42934,29261,-18.59,19.44,435760,353523,23.26
4129,聯合骨科,2003-11,tpex,生物科技,37747,39999,30386,-5.63,24.22,387786,342786,13.12
6508,惠光化學,2003-11,tpex,生物科技,56177,66439,42745,-15.44,31.42,771121,621486,24.07
1224,惠勝,2003-11,tpex,食品工業,150576,142767,149412,5.46,0.77,1600399,1999824,-19.97
