stock_id,name,period,market,產業別,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1101,台泥,2004-01,twse,水泥工業,2024938,2419177,2273373,-16.29,-10.92,2024938,2273373,-10.92
1102,亞泥,2004-01,twse,水泥工業,762904,889454,951015,-14.22,-19.78,762904,951015,-19.78
1103,嘉泥,2004-01,twse,水泥工業,173440,241164,214454,-28.08,-19.12,173440,214454,-19.12
1104,環球水泥,2004-01,twse,水泥工業,232112,331011,248370,-29.87,-6.54,232112,248370,-6.54
1107,建台,2004-01,twse,水泥工業,4282,15610,15378,-72.56,-72.15,4282,15378,-72.15
1108,幸福水泥,2004-01,twse,水泥工業,270610,357908,271151,-24.39,-0.19,270610,271151,-0.19
1109,信大水泥,2004-01,twse,水泥工業,121663,167354,121842,-27.30,-0.14,121663,121842,-0.14
1110,東泥,2004-01,twse,水泥工業,128079,151475,146551,-15.44,-12.60,128079,146551,-12.60
1201,味全公司,2004-01,twse,食品工業,636947,679527,666286,-6.26,-4.40,636947,666286,-4.40
1203,味王公司,2004-01,twse,食品工業,147138,154422,176226,-4.71,-16.50,147138,176226,-16.50
1204,津津,2004-01,twse,食品工業,40335,62055,53159,-35.00,-24.12,40335,53159,-24.12
1207,嘉食化,2004-01,twse,食品工業,805695,850860,977809,-5.30,-17.60,805695,977809,-17.60
1210,大成長城,2004-01,twse,食品工業,1332518,1498020,1467501,-11.04,-9.19,1332518,1467501,-9.19
1212,中日國際,2004-01,twse,食品工業,225097,247171,496176,-8.93,-54.63,225097,496176,-54.63
1213,大飲,2004-01,twse,食品工業,67908,39425,58928,72.24,15.23,67908,58928,15.23
1215,卜蜂企業,2004-01,twse,食品工業,1053566,1140130,1028508,-7.59,2.43,1053566,1028508,2.43
1216,統一,2004-01,twse,食品工業,3326421,3110494,3232147,6.94,2.91,3326421,3232147,2.91
1217,愛之味,2004-01,twse,食品工業,387181,286896,514222,34.95,-24.70,387181,514222,-24.70
1218,泰山企業,2004-01,twse,食品工業,397829,429038,386516,-7.27,2.92,397829,386516,2.92
1219,福壽實業,2004-01,twse,食品工業,447902,502865,456857,-10.92,-1.96,447902,456857,-1.96
1220,台榮,2004-01,twse,食品工業,134984,176380,145777,-23.46,-7.40,134984,145777,-7.40
1225,福懋油,2004-01,twse,食品工業,425785,538108,398076,-20.87,6.96,425785,398076,6.96
1227,佳格,2004-01,twse,食品工業,540959,559468,515212,-3.30,4.99,3360946,3027857,11.00
1229,聯華實業,2004-01,twse,食品工業,126657,233394,139483,-45.73,-9.19,126657,139483,-9.19
1231,聯華食品,2004-01,twse,食品工業,383701,281065,402465,36.51,-4.66,383701,402465,-4.66
1232,大統益,2004-01,twse,食品工業,760305,840664,675630,-9.55,12.53,760305,675630,12.53
1233,天仁,2004-01,twse,食品工業,167788,132830,158914,26.31,5.58,167788,158914,5.58
1234,黑松,2004-01,twse,食品工業,323961,233064,269795,39.00,20.07,323961,269795,20.07
1235,興泰,2004-01,twse,食品工業,98793,99750,112590,-0.95,-12.25,98793,112590,-12.25
1236,宏亞食品,2004-01,twse,食品工業,205457,234264,216269,-12.29,-4.99,205457,216269,-4.99
1301,台塑,2004-01,twse,塑膠工業,8518437,8589946,6490255,-0.83,31.24,8518437,6490255,31.24
1303,南亞塑膠,2004-01,twse,塑膠工業,11524800,12220710,9787304,-5.69,17.75,11524800,9787304,17.75
1304,台聚,2004-01,twse,塑膠工業,431997,572989,404799,-24.60,6.71,431997,404799,6.71
1305,華夏,2004-01,twse,塑膠工業,566111,673055,571556,-15.88,-0.95,566111,571556,-0.95
1306,合發,2004-01,twse,塑膠工業,139215,139017,115583,0.14,20.44,139215,115583,20.44
