stock_id,name,period,market,產業別,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1101,台泥,2007-10,twse,水泥工業,1995023,1917284,2273115,4.05,-12.23,20326948,21821353,-6.84
1102,亞泥,2007-10,twse,水泥工業,947537,849795,998229,11.50,-5.07,8969730,9027535,-0.64
1103,嘉泥,2007-10,twse,水泥工業,264725,199237,255443,32.86,3.63,2387797,2141802,11.48
1104,環球水泥,2007-10,twse,水泥工業,242976,201999,298610,20.28,-18.63,2283102,2637001,-13.42
1108,幸福水泥,2007-10,twse,水泥工業,273402,243701,318432,12.18,-14.14,2702886,3342875,-19.14
1109,信大水泥,2007-10,twse,水泥工業,151685,172487,198845,-12.06,-23.71,1638662,1957170,-16.27
1110,東泥,2007-10,twse,水泥工業,166865,171631,150920,-2.77,10.56,1571151,1535738,2.30
1201,味全公司,2007-10,twse,食品工業,997002,1050518,913419,-5.09,9.15,9255867,8941391,3.51
1203,味王公司,2007-10,twse,食品工業,157587,162230,129691,-2.86,21.50,1506021,1396680,7.82
1210,大成長城,2007-10,twse,食品工業,1683051,1507078,1321935,11.67,27.31,14177020,12071928,17.43
1213,大飲,2007-10,twse,食品工業,46698,50996,60135,-8.42,-22.34,581438,642035,-9.43
1215,卜蜂企業,2007-10,twse,食品工業,1095763,909527,728409,20.47,50.43,8960622,6990558,28.18
1216,統一,2007-10,twse,食品工業,3893773,4048828,3702677,-3.82,5.16,38963746,35931772,8.43
1217,愛之味,2007-10,twse,食品工業,324566,363500,264969,-10.71,22.49,3745322,3946190,-5.09
1218,泰山企業,2007-10,twse,食品工業,515419,673935,370655,-23.52,39.05,4776148,3851145,24.01
1219,福壽實業,2007-10,twse,食品工業,737420,650151,522150,13.42,41.22,5972955,4527783,31.91
1220,台榮,2007-10,twse,食品工業,234828,219537,223855,6.96,4.90,2201230,1969200,11.78
1225,福懋油,2007-10,twse,食品工業,859467,700445,499667,22.70,72.00,6509693,4378798,48.66
1227,佳格,2007-10,twse,食品工業,561801,529893,482394,6.02,16.46,5512422,4889976,12.72
1229,聯華實業,2007-10,twse,食品工業,256097,232773,203587,10.02,25.79,2334511,1855811,25.79
1231,聯華食品,2007-10,twse,食品工業,253700,261936,222516,-3.14,14.01,2898057,2775221,4.42
1232,大統益,2007-10,twse,食品工業,1178649,1067382,872475,10.42,35.09,9964721,7635153,30.51
1233,天仁,2007-10,twse,食品工業,134895,171788,135197,-21.47,-0.22,1497138,1431059,4.61
1234,黑松,2007-10,twse,食品工業,214153,216312,206222,-0.99,3.84,2768020,2858916,-3.17
1235,興泰,2007-10,twse,食品工業,35246,34024,58734,3.59,-39.99,455577,547840,-16.84
1236,宏亞食品,2007-10,twse,食品工業,137609,279227,186920,-50.71,-26.38,1605547,1451569,10.60
1702,南僑化工,2007-10,twse,食品工業,134135,124187,117841,8.01,13.82,1283188,1197016,7.19
1301,台塑,2007-10,twse,塑膠工業,16084059,15418769,11095769,4.31,44.95,148319177,121674266,21.89
1303,南亞塑膠,2007-10,twse,塑膠工業,21822588,21192911,14584147,2.97,49.63,183102336,149606162,22.38
1304,台聚,2007-10,twse,塑膠工業,1113183,983860,678420,13.14,64.08,9600914,7030594,36.55
1305,華夏,2007-10,twse,塑膠工業,689967,738512,577576,-6.57,19.45,7214894,6170458,16.92
1307,三芳化工,2007-10,twse,塑膠工業,531374,311907,407955,70.36,30.25,3888143,3468874,12.08
