set,N,cagr,cagr_p10,cagr_p90,mdd,slot,m,ca,ma,cb,mb,win_all,win_a,win_b,win
不排除④,5,0.27616762741303713,0.19135784504829478,0.3810706555510122,-0.4299718028848225,0.8948141745894554,87.0,0.27561047622415447,-0.40089593846226007,0.27113346381384995,-0.396232219770709,False,False,False,False
不排除④,8,0.27781057398644504,0.1931028502844213,0.37944754714867684,-0.41565849930335774,0.8871002592912706,138.0,0.2828290855438472,-0.38551653906852457,0.26384822220657445,-0.38830626805696883,False,False,False,False
不排除④,10,0.24958860464815458,0.18985225125582708,0.3329238867251897,-0.4114097970574029,0.8845289541918755,172.0,0.25810739351594014,-0.3894677008855023,0.24344116136802596,-0.38918799593485776,False,False,False,False
不排除④,20,0.22279975780118144,0.18132719360786312,0.2703743547358611,-0.3867916784243852,0.8768150388936906,341.0,0.19572316190443162,-0.36994715921533383,0.24108771688827724,-0.3766287810546951,False,False,False,False
排除④,5,0.30161163310734673,0.18990713191661462,0.41520852834292166,-0.4441153646764824,0.8948141745894554,87.0,0.3040546458234469,-0.4040004621338275,0.29572624112850077,-0.40982747055583996,False,False,False,False
排除④,8,0.28764157651784117,0.21163913486728622,0.3833776899976265,-0.423878595797039,0.8871002592912706,138.0,0.30191301170769125,-0.4031025728117361,0.2763319936449776,-0.39330729417150884,False,False,False,False
排除④,10,0.2681651304524043,0.20055472634072152,0.3509585309721436,-0.4116571138074825,0.8845289541918755,172.0,0.2581137805618311,-0.3908459380741283,0.27050174942560934,-0.3891683768293074,False,False,False,False
排除④,20,0.22746412320309528,0.18103877525993078,0.2706688106849362,-0.39253359460316406,0.8768150388936906,341.0,0.17762216642481476,-0.37824921263888656,0.2575619659812781,-0.37333207146054703,False,False,False,False
