r,rep,eq_sha,n_trades,hold_mean,hold_med,hold_p10,hold_p90,hold_max,first_exit,own_n,own_sha,pref,tr,tr_prev,cagr,mdd,expo,slot,trades
0,19,cf790aff2f5b5f4016a6b6ea6057d6360142c7f306a55872c718e5c7b8f71009,762,8.703412073490814,7.0,3.0,19.0,49.0,524,1,dc617b92dad2fab2ee6fe6a919d4bd25f2258dd74ee9774413248cf8890940b3,[0.98929906 0.9905071  0.99866553],-0.508609095845606,-0.5138674421362155,-0.0724976457538985,-0.6507094550732891,0.31791744668215705,0.32771326485037966,762
0,20,23be7497213afe63b9b8a185422aa865035cc59eae477914c20b35518b8a03c4,755,8.675496688741722,7.0,2.0,18.600000000000023,49.0,524,1,dc617b92dad2fab2ee6fe6a919d4bd25f2258dd74ee9774413248cf8890940b3,[0.98929906 0.98977585 0.99479074],-0.49596772136549594,-0.5013613422898924,-0.06999885595282951,-0.6370285923049848,0.3143096474845756,0.32570818345323743,755
0,21,95d77283184c3f0eef46dee4a5c8613156df08515ac3ca11e1a464b6c522e75e,744,9.150537634408602,7.0,2.0,21.0,49.0,524,1,dc617b92dad2fab2ee6fe6a919d4bd25f2258dd74ee9774413248cf8890940b3,[0.98929906 0.98831335 0.99593737],-0.5024603563516129,-0.5077844999560042,-0.07127514983014649,-0.6345913363988218,0.32897916056774285,0.34128770823953175,744
0,22,24de66c0ebb168e090af73efe5591505f65027ae9f679e0a90c8c24295315f66,749,8.632843791722296,7.0,2.0,19.200000000000045,49.0,524,1,dc617b92dad2fab2ee6fe6a919d4bd25f2258dd74ee9774413248cf8890940b3,[0.98929906 0.9905071  0.99866472],-0.3637920212482968,-0.3706000468687183,-0.04677237462201278,-0.5394700891461748,0.3093768732610846,0.3201724910394265,749
0,23,bf38ab81b493aa833ed99c608e002f296b52880fed515f43c5511572061eb58d,751,8.52463382157124,7.0,2.0,20.0,45.0,524,1,dc617b92dad2fab2ee6fe6a919d4bd25f2258dd74ee9774413248cf8890940b3,[0.98929906 0.9905071  0.99579447],-0.3251171622926058,-0.3323390453927042,-0.04079518385590797,-0.6007365921520132,0.30749822356129114,0.3176146582733813,751
0,24,5eec3db5d01fca1ee7c0baa57c3d6cc11adc82087e41c0d18f69fb416960c3bd,753,8.644090305444887,7.0,2.0,18.800000000000068,49.0,524,1,dc617b92dad2fab2ee6fe6a919d4bd25f2258dd74ee9774413248cf8890940b3,[0.98929906 0.98977585 0.99257885],-0.49466119012352605,-0.5000687921648941,-0.06974380164867477,-0.6390742852581228,0.31321363783428446,0.3233707865168539,753
0,25,4a80e108cc9525d662f8bb53096a6fcf4874964a0b5ef42f0a4d69a04d8133ef,759,8.748353096179184,7.0,2.0,18.0,49.0,524,1,dc617b92dad2fab2ee6fe6a919d4bd25f2258dd74ee9774413248cf8890940b3,[0.98929906 0.9905071  0.99382878],-0.6970216330091163,-0.7002637873891269,-0.11881003971978799,-0.7157246387975467,0.3177938893688709,0.3293570788530466,759
0,26,fab99968529ad14aa09bfd34c42228bc2e6832ed0727c04ee017547bef24fa13,756,8.387566137566138,7.0,2.0,18.0,49.0,526,3,f166ab585cbd062bc2e13d3a60e29ccceeec7376e310e9a39219fc717b3c10ba,[0.98929906 0.99123835 0.99969055],-0.5296830395384033,-0.5347158747487127,-0.07679399752720639,-0.626253663797546,0.3025770180426609,0.3143291310220621,756
0,27,2e3ed7764ce4c2d5572e30443c3b73c3f77bb80ed3ca507753be92c24b249049,749,9.009345794392523,7.0,2.0,21.0,49.0,524,1,dc617b92dad2fab2ee6fe6a919d4bd25f2258dd74ee9774413248cf8890940b3,[0.98929906 0.9905071  0.99961079],-0.3292859910890342,-0.33646326378781555,-0.04142453028857096,-0.5715046820570081,0.32494176770782274,0.3367198024247867,749
0,28,fe41d7323b91a7a6027eeed7fea378f9aa492dae9847fcf856dbb604fe53aa6d,749,8.707610146862484,7.0,2.799999999999997,20.0,49.0,524,1,dc617b92dad2fab2ee6fe6a919d4bd25f2258dd74ee9774413248cf8890940b3,[0.98929906 0.9905071  0.99267675],-0.4283701976925117,-0.4344871758969373,-0.05751842873026203,-0.5321488186492663,0.3118477129225252,0.32432584269662923,749
0,29,ddac55ea5ccc7fc1531ceb6065135cef758faa0282eb0767e60681f9d26349a4,744,9.22983870967742,7.0,3.0,21.0,49.0,524,1,dc617b92dad2fab2ee6fe6a919d4bd25f2258dd74ee9774413248cf8890940b3,[0.98929906 0.9905071  0.99456003],-0.7392925685485491,-0.74208238403662,-0.13272427187436697,-0.7626567401595965,0.33019682272022616,0.3450743913435528,744
1,0,17cfaaeb14859a026e2838c4455972237b3805fdbadd7b4b846266283d508083,764,8.174083769633508,7.0,2.0,17.0,44.0,526,3,09a5dba34ef7f42f748642de90ca19479e1b2853e94e23110b44de243a7a5c29,[0.98929906 0.99123835 0.99969055],-0.8048374310396903,-0.8069258546590168,-0.15892128937738859,-0.8314790151962674,0.29493599028551204,0.30778301886792453,764
1,1,10d3fae148155b6ee0a42715b1cffa15a61a77d39b91baa1c9cb6daa5f0c847e,757,8.49669749009247,7.0,2.0,18.0,44.0,525,2,ed11e3293b759bbddefa4ce8b834bcd5481b004e783a9083f47390f0d43745e5,[0.98929906 0.99123835 0.9989593 ],-0.5497986508600601,-0.5546162300506052,-0.08105865337015794,-0.6429885227900821,0.30688358953849326,0.3195382882882883,757
1,2,acfda1376bec13dca861394c2ed74224b01b78b1f6abfe461b6fac1b56bd20e7,762,8.44488188976378,7.0,2.0,17.0,44.0,524,1,dc617b92dad2fab2ee6fe6a919d4bd25f2258dd74ee9774413248cf8890940b3,[0.98929906 0.9905071  0.99844063],-0.6362320861539481,-0.6401247460388656,-0.10157633571194769,-0.7038319713999145,0.30701969603491536,0.317423903312444,762
1,3,063c0874b8e845a97ff951255104b4a283be238280aac2539172f5b3c8657a6f,763,8.575360419397116,7.0,2.0,18.0,38.0,528,5,821033e39f07d5c7cd915cb469fae10e126b1c51cd8893bdcc6e9e9b6bed2e96,[0.98929906 0.99123835 0.99969055],-0.5110307768380342,-0.5162632088572237,-0.07298288287348254,-0.5968192332655927,0.3130722869318203,0.32501124606387766,763
1,4,b41b6eea0c46e4ee1dda34438a0e82b4d52ea666753e39be9a1e7caddc11e32c,764,8.379581151832461,7.0,2.0,17.0,40.0,524,1,dc617b92dad2fab2ee6fe6a919d4bd25f2258dd74ee9774413248cf8890940b3,[0.98929906 0.9905071  0.99793428],-0.7018578949259184,-0.7050482967405158,-0.12031068343480544,-0.795335582811573,0.30350868083569243,0.3161731718259309,764
1,5,10744b10680a7ea0fe0171ea156ddf1e8cbcf1b4a81cca658f31eb9888049586,762,8.622047244094489,7.0,2.0,18.0,44.0,524,1,dc617b92dad2fab2ee6fe6a919d4bd25f2258dd74ee9774413248cf8890940b3,[0.98929906 0.9905071  0.99413925],-0.6154736488440894,-0.6195884435933365,-0.09627955001947941,-0.6773915820580523,0.31585306940630187,0.32526881720430106,762
1,6,f4bb935d3e25c24c9a1d6d7dd1f4ef7ad5e2f69be4be10bcd968e66da2a69c3c,773,8.310478654592497,7.0,2.0,17.0,44.0,525,2,ed11e3293b759bbddefa4ce8b834bcd5481b004e783a9083f47390f0d43745e5,[0.98929906 0.99123835 0.9989593 ],-0.48273636298864786,-0.48827157193116266,-0.06744275965477375,-0.5831271252529973,0.3058396352733772,0.3193377034358047,773
1,7,dcc7eb489e821f5135f3c1ba3fcbeb0bd15b4580a99de84e9c43c697e149fc54,765,8.267973856209151,7.0,3.0,18.0,40.0,525,2,ed11e3293b759bbddefa4ce8b834bcd5481b004e783a9083f47390f0d43745e5,[0.98929906 0.99123835 0.9989593 ],-0.694862461121975,-0.6981277206783074,-0.11814697486166004,-0.7339796275481579,0.30023996632990513,0.31207903008531657,765
1,8,78b9a5045cef19cee7d6e6d319b522fdd31526e047acc5762858f2f6c7c46efe,765,8.461437908496732,7.0,2.0,18.0,40.0,524,1,dc617b92dad2fab2ee6fe6a919d4bd25f2258dd74ee9774413248cf8890940b3,[0.98929906 0.9905071  1.00034204],-0.6612358344777252,-0.6648609306651097,-0.10832763183654903,-0.7490899858509025,0.3096521696937364,0.3193822739480752,765
1,9,15a86f20ac5bdf2a9a8ac5c1e937b5b86dda385b4c4853db250beae0afc9954d,768,8.60546875,7.0,2.0,18.0,44.0,525,2,ed11e3293b759bbddefa4ce8b834bcd5481b004e783a9083f47390f0d43745e5,[0.98929906 0.99123835 0.9989593 ],-0.7458582515750708,-0.748577808060185,-0.1350642647089637,-0.7875674245511229,0.31600210766946835,0.32799865229110514,768
1,10,8a188ed38ba889ea27be5d293c55a6035473b89424352942a00b71d28580adc2,769,8.438231469440833,7.0,2.0,18.0,40.0,528,5,821033e39f07d5c7cd915cb469fae10e126b1c51cd8893bdcc6e9e9b6bed2e96,[0.98929906 0.99123835 0.99969055],-0.6081040594735531,-0.6122977157821051,-0.09446047915978895,-0.6851282893192855,0.3084802567817863,0.32207207207207206,769
1,11,4483688b41f5cb9ba0d318c2b85070962b5a8551fa88e89f4edf0938206c3d44,780,8.005128205128205,7.0,2.0,14.0,40.0,525,2,ed11e3293b759bbddefa4ce8b834bcd5481b004e783a9083f47390f0d43745e5,[0.98929906 0.99123835 0.9989593 ],-0.6515834828788878,-0.6553118683351542,-0.10567019550006396,-0.6669544943333942,0.29624770175295695,0.30682839173405213,780
1,12,681990deb705089dd07f7625846ec8addc398cfbb6aa32015acfa9504b722fbd,764,8.725130890052355,7.0,2.0,18.700000000000045,40.0,527,4,757c1b3652d230bc527e789007a26ce8eaaf4280bced4efc49b315961f7c05b6,[0.98929906 0.99123835 0.99969055],-0.6198490014136301,-0.6239169757623373,-0.0973743403031414,-0.6925290667146123,0.3196247598899148,0.33231981981981984,764
1,13,8de8b86338fd9ee65a853bde189d21a601f38ba835f6c3f2a07009cbb0fc6ca3,775,8.260645161290322,7.0,2.0,17.0,40.0,525,2,ed11e3293b759bbddefa4ce8b834bcd5481b004e783a9083f47390f0d43745e5,[0.98929906 0.99123835 0.9989593 ],-0.5436099945772868,-0.5484937982289142,-0.07972876912974391,-0.6257334822197668,0.3051693652311591,0.31513216845878134,775
1,14,8e4eb265d9b27b1bf8bb699db176b99ccb97aee710f3ccf4af07b2eee9b6c3b6,771,8.121919584954604,7.0,2.0,17.0,40.0,524,1,dc617b92dad2fab2ee6fe6a919d4bd25f2258dd74ee9774413248cf8890940b3,[0.98929906 0.9890446  0.99238298],-0.5986288058535629,-0.6029238563155355,-0.0921660771828503,-0.6918780612194299,0.2968927348776829,0.30751568100358423,771
1,15,abaf5ab6f287d00ffdbf0da2b5858afaada0558496c7dc1d5682715bcf60a9a3,764,8.37303664921466,7.0,3.0,18.0,44.0,524,1,dc617b92dad2fab2ee6fe6a919d4bd25f2258dd74ee9774413248cf8890940b3,[0.98929906 0.98977585 0.99983345],-0.6423298789412817,-0.6461572866902457,-0.10318363528204699,-0.7164566635059603,0.30546327891670083,0.3154681899641577,764
1,16,0e03251f47c420977675745f93be50a13e6c32acbd1c8ba42b54848a1d8613ce,773,8.204398447606726,7.0,2.0,17.0,44.0,524,1,dc617b92dad2fab2ee6fe6a919d4bd25f2258dd74ee9774413248cf8890940b3,[0.98929906 0.98977585 0.99332824],-0.7032183773594307,-0.7063942207284053,-0.12073674953038649,-0.7432030291547744,0.30251649292636595,0.3131466486729645,773
1,17,246c72a259fc9a8d2561c291ef817f70ed454e040d25d69be8ed97933f8ddca3,771,8.204928664072632,7.0,2.0,17.0,44.0,524,1,dc617b92dad2fab2ee6fe6a919d4bd25f2258dd74ee9774413248cf8890940b3,[0.98929906 0.9905071  0.99793428],-0.7050742293742808,-0.7082302133757421,-0.12132077645067385,-0.7549022209292883,0.3002825384193007,0.3125,771
1,18,e2fd36b7272531c2e8a063875ce9752d4a30c9debda8b83c5c789dfc0a1e5095,770,8.271428571428572,7.0,2.0,17.0,44.0,524,1,dc617b92dad2fab2ee6fe6a919d4bd25f2258dd74ee9774413248cf8890940b3,[0.98929906 0.9905071  0.993408  ],-0.6268566011787106,-0.6308495875984202,-0.09915146263470687,-0.6654313552845793,0.3027002072350962,0.31440925426774485,770
1,19,c9efb5cd1edb0fae9bae9d6ad81e68f73f3da99ccdbe49b6ce2dbe543e22a5ed,771,8.156939040207522,7.0,2.0,16.0,40.0,524,1,dc617b92dad2fab2ee6fe6a919d4bd25f2258dd74ee9774413248cf8890940b3,[0.98929906 0.98977585 0.99600704],-0.6448513736725923,-0.6486517990489582,-0.10385543840692657,-0.6881578604203876,0.297530254328373,0.3094436967249888,771
1,20,cc4005369a650b0fb35c1cdd4b08e6ae0f1ebc19f66b41c370582e88b2d0b4f8,762,8.44225721784777,7.0,2.0,17.899999999999977,44.0,526,3,09a5dba34ef7f42f748642de90ca19479e1b2853e94e23110b44de243a7a5c29,[0.98929906 0.99123835 0.99969055],-0.6479150716772815,-0.6516827125944679,-0.10467746349111384,-0.7344379094693678,0.30707607133723863,0.31873875899280574,762
1,21,bc1c86f63ba12c00bfdbb6a7f64af8b4c7da7b0255b79a4a33e7a2b2d18610fc,754,8.688328912466844,7.0,2.0,18.0,44.0,524,1,dc617b92dad2fab2ee6fe6a919d4bd25f2258dd74ee9774413248cf8890940b3,[0.98929906 0.9905071  0.99844063],-0.5585279007354775,-0.5632520687165068,-0.08296254806198378,-0.6770570285834221,0.31390937400436447,0.32640765765765767,754
1,22,756cb93962739e7031489d8cd874a41ab2a1f1bae3ec22efac64a513fecf7512,772,8.572538860103627,7.0,3.0,18.0,44.0,524,1,dc617b92dad2fab2ee6fe6a919d4bd25f2258dd74ee9774413248cf8890940b3,[0.98929906 0.9905071  1.00034204],-0.6971816319747524,-0.700422074214875,-0.11885934212364313,-0.739238905316627,0.3164961018726348,0.32916666666666666,772
1,23,45b6aabb9e770c4a219bda1a3dfdadeb699aeee683026872a2bd7972755b8ac3,774,8.271317829457365,7.0,3.0,17.0,44.0,524,1,dc617b92dad2fab2ee6fe6a919d4bd25f2258dd74ee9774413248cf8890940b3,[0.98929906 0.9905071  0.99647178],-0.7263150437907436,-0.7292437310377229,-0.12825010195024733,-0.7704650689694544,0.304314823681418,0.3168918918918919,774
1,24,a32be8064b84af4d88224c9ba30346d45417ff09d8b2d185eb3c8b01f7337049,767,8.59322033898305,7.0,2.0,18.0,44.0,524,1,dc617b92dad2fab2ee6fe6a919d4bd25f2258dd74ee9774413248cf8890940b3,[0.98929906 0.9905071  0.99961079],-0.644135333750633,-0.6479434214297315,-0.10366423108798362,-0.6877826408831798,0.31397385450873677,0.3280757097791798,767
1,25,e86befce39ea5ca2ced91291274d8eff28dff102b7861eb883a533ecfc9e018d,768,8.602864583333334,7.0,2.0,18.0,44.0,524,1,dc617b92dad2fab2ee6fe6a919d4bd25f2258dd74ee9774413248cf8890940b3,[0.98929906 0.98977585 0.99207251],-0.7428371369495992,-0.7455890222115591,-0.13398091498956255,-0.7854664166146068,0.31506363092014733,0.3281812050359712,768
1,26,9503a7b028073b4ed1c26470052bad99facfbdcefb66ab45092e80b642e941fd,768,8.48828125,7.0,3.0,18.0,38.0,525,2,ed11e3293b759bbddefa4ce8b834bcd5481b004e783a9083f47390f0d43745e5,[0.98929906 0.99123835 0.99822805],-0.621014350243878,-0.6250698542606214,-0.0976678306590586,-0.7039219725475563,0.31074936260052827,0.3238175675675676,768
1,27,738125e00055b8876355223d9c70f54a6e40c9ad7c20ed89253f9299da427fc5,770,8.112987012987013,7.0,2.0,16.0,44.0,525,2,ed11e3293b759bbddefa4ce8b834bcd5481b004e783a9083f47390f0d43745e5,[0.98929906 0.99123835 0.9989593 ],-0.7478220196033889,-0.7505205619178297,-0.1357746490721815,-0.7918768826209004,0.2962778238920065,0.30783498201438847,770
1,28,9bfadd3e7dc79ce7c9dd82a382b8e170654c74d90733c821f41c183ec3030d61,763,8.408912188728703,7.0,3.0,17.0,44.0,524,1,dc617b92dad2fab2ee6fe6a919d4bd25f2258dd74ee9774413248cf8890940b3,[0.98929906 0.98977585 0.99579447],-0.5860905478432961,-0.5905197694955401,-0.08920330076604721,-0.6767995509355788,0.3052942313138348,0.31758426966292136,763
1,29,adb1073ad3d56e51f8d540db75e263ffa7ef467ac5ad7fda95d771c8513f0762,763,8.719528178243774,7.0,2.0,18.0,44.0,524,1,dc617b92dad2fab2ee6fe6a919d4bd25f2258dd74ee9774413248cf8890940b3,[0.98929906 0.9905071  0.9989593 ],-0.7586422038691037,-0.7612249600033032,-0.13977985412983396,-0.7812893069154947,0.31759610401265215,0.33134563456345634,763
2,0,7972d449d2622b83a42738297056cfbbd8a51968d646ae1ff9731bd0cfd58071,764,8.356020942408376,7.0,2.0,18.0,44.0,524,1,dc617b92dad2fab2ee6fe6a919d4bd25f2258dd74ee9774413248cf8890940b3,[0.98929906 0.9905071  0.99267675],-0.718456995987872,-0.7214697717602316,-0.12563230503386835,-0.7590121368290151,0.30266879798122703,0.3168696436626071,764
2,1,b33b97b5db32a4c73b44edbc69b12674fce953cf9e926b85a21685a4db111d33,753,8.804780876494023,7.0,2.0,19.800000000000068,49.0,524,1,dc617b92dad2fab2ee6fe6a919d4bd25f2258dd74ee9774413248cf8890940b3,[0.98929906 0.98977585 0.99983345],-0.6033407949406364,-0.6075854226737225,-0.09330094465547245,-0.6964389131288765,0.3183567059447821,0.3309121621621622,753
2,2,1be49431e308b9148aa6433d915b71e8fd72d6266c9c82a5150b53e0d480fb2a,769,8.10923276983095,7.0,2.0,18.0,49.0,525,2,ed11e3293b759bbddefa4ce8b834bcd5481b004e783a9083f47390f0d43745e5,[0.98929906 0.99123835 0.9989593 ],-0.6504440008270882,-0.6541845798163844,-0.1053608364629739,-0.6805376819580318,0.29515239538817883,0.3046700847079804,769
2,3,55347b36739fd14afc85aa3af8174370a8940e84e944f505a58c99e560d7506d,764,8.321989528795811,7.0,2.0,17.0,49.0,524,1,dc617b92dad2fab2ee6fe6a919d4bd25f2258dd74ee9774413248cf8890940b3,[0.98929906 0.9905071  0.99814829],-0.6616593414074584,-0.6652799056711256,-0.10844577311145076,-0.7405063037914655,0.30281243109438577,0.3141284815813118,764
2,4,5754c4a7f9174f764ad507f3ad2d841e98975ff0744ef9739752d560c9f4e9e8,771,8.226977950713358,7.0,2.0,18.0,44.0,525,2,ed11e3293b759bbddefa4ce8b834bcd5481b004e783a9083f47390f0d43745e5,[0.98929906 0.99123835 0.9974968 ],-0.6680091910809167,-0.6715618059621389,-0.11023316316408516,-0.6984523909159043,0.3022625101124514,0.31373873873873875,771
2,5,c7e60a935762650bf746b97bf510197ceb71941b9db553aadc5020c8a4a94e34,744,9.059139784946236,7.0,3.0,20.0,49.0,527,4,b5e5baa8788e5c05b7cbc6d3010c904fff5c227f350e75c731655312d974980f,[0.98929906 0.99123835 0.99969055],-0.5426105344790362,-0.5475050332966829,-0.07951550842232247,-0.6502858838681417,0.32442565596483997,0.3376126126126126,744
2,6,316e42f1b42ed19014feef487369db083588e200e1db4f45a9d8a275d163bbe0,755,8.670198675496689,7.0,3.0,19.0,49.0,524,1,dc617b92dad2fab2ee6fe6a919d4bd25f2258dd74ee9774413248cf8890940b3,[0.98929906 0.98977585 0.99139519],-0.5602595725523158,-0.5649652100111119,-0.08334423088039056,-0.67686366559848,0.3119679098959768,0.3253370786516854,755
2,7,dd6844bd84b3acc1f71cfaaa876e5bc157ff2fb6563e40e61a70f42f94285759,758,8.817941952506596,7.0,2.0,19.0,49.0,524,1,dc617b92dad2fab2ee6fe6a919d4bd25f2258dd74ee9774413248cf8890940b3,[0.98929906 0.9905071  0.99725697],-0.627944351702708,-0.631925698165543,-0.09942998648976009,-0.6590034198344328,0.32170603251407254,0.33247307001795334,758
2,8,9825108814b99052bac8fd3584eee04cc764f8a5dee95f278ce5257dc4e1e814,756,8.387566137566138,7.0,2.0,18.5,49.0,524,1,dc617b92dad2fab2ee6fe6a919d4bd25f2258dd74ee9774413248cf8890940b3,[0.98929906 0.98977585 0.99448026],-0.5621755806382814,-0.5668607150028475,-0.0837681130023955,-0.6286443105704917,0.3013894015718422,0.3148962562020749,756
