arm,r,seed,eq_sha,tr,tr_prev,cagr,mdd,expo,slot,trades
E1,12,102012,e818fc92a5821f00594fd9e90de296041f1e8c0bf40d4818f04741a6771b1330,-0.611542033745265,-0.615698900485459,-0.09530525021653014,-0.7436502337662722,0.30198040294988543,0.3189400817067635,752
E1,13,102013,5169aff7ad461e9bb2e06dd433f481519c1548626e19a46d93fef00060258d21,-0.6954417046340938,-0.6987007657383435,-0.11832444326170732,-0.78799812836243,0.2925494821545827,0.3096345891965502,757
E1,14,102014,2b9d1048c9908bd89d7fdd4565510c25cb55085d39ba77b514d0703762089297,-0.663976458018494,-0.6675722269482762,-0.10909450500535,-0.7428998188654385,0.30249102702998765,0.3196209714026328,753
E1,15,102015,8e99a6d1cc69aa28dae57ee8996a261176115b4ad9daf727584791dae052369a,-0.6832743723926047,-0.6866636354314399,-0.11465845250370976,-0.764110823262166,0.3044249845924627,0.3218338629142079,753
E1,16,102016,0cf084f074b4042275e95ef4da69dc5fc35776345c41425262d623efbf38a964,-0.5949199930215718,-0.5992547312800274,-0.0912811687832199,-0.6225043626294879,0.29615336067520853,0.31434407625964594,755
E1,17,102017,16ed9d7407200e31234d9fc735454ebc0847810c88a38019b047415af288569d,-0.5042672183588508,-0.5095720268350314,-0.07163298326758694,-0.6033442699214911,0.29970503296579715,0.3174080798910576,756
E1,18,102018,b9c0210391453464efeeb4d5b6da186b8d9d4cd570af959810f312b50c4b141c,-0.6090120667330794,-0.6131960065072704,-0.09468294670958399,-0.6680417327298386,0.31106537619775665,0.3290399455288243,751
E1,19,102019,ed8efbe7b7c337f4f37270208a378ca8e769800e09d27acb5e6170cfd0024e74,-0.6635919926633691,-0.6671918757351853,-0.10898658857697052,-0.7618850201820839,0.2998517866330281,0.3166704493871993,750
E1,20,102020,1a497532526e76700f76b0a9f2ccdef89c4bfb225cae56ca494e51b9ca0f56ed,-0.7512320237341896,-0.7538940757871694,-0.13702003822601316,-0.784740964291536,0.29184002328983455,0.3083295506128007,759
E1,21,102021,27ca07ac4f4aa2df16fbff14e50251c908807eae3cce324ad3578160627ee878,-0.6047810731452508,-0.6090102885426778,-0.0936502365132954,-0.7063849306819762,0.29457788158399517,0.3119042215161144,757
E1,22,102022,421854289f46b8b779849a5c1e6a4443910acf5ebdc6f8ec79c52e9c286661b1,-0.771554132634797,-0.773998718949092,-0.14477502283205312,-0.8039985043141255,0.30541233656423306,0.3236495687698593,740
E1,23,102023,003824017a88b9c7e8bed921b62087f5f087fe7dec9187cd61728c7b7cec9ae9,-0.7044022734387934,-0.7075654480027396,-0.12110893694703417,-0.7699688198813113,0.2986645197652278,0.3157625964593736,752
E1,24,102024,2949f4ad30fe5d8c43c11824a9446237d37f3177e9260e080cec7648f40acbcd,-0.7111351320841997,-0.7142262587083408,-0.12325127320603746,-0.7688562669737393,0.2967733229437814,0.3140603722197004,749
E1,25,102025,9883af92b61dcd536d20c1dff81493fd986f93d1f8d55e5305d6bde7e0cddf7d,-0.7268508506703961,-0.7297738042782413,-0.12843103591939042,-0.7675916194662661,0.30440354303058004,0.3220040853381752,758
E1,26,102026,3c3b196d287e34599a98ae60f1eab4f94a4c51fe307f7615f53b8c2cf8ddbb7f,-0.7699559405860863,-0.7724176290631605,-0.14414324830415381,-0.7997391553020801,0.28945715969394303,0.30623014071720384,763
E1,27,102027,426fb7f83c07f5e5e8a2884fdbf6de0489348909541a2b9d1fe95ec1dac7becb,-0.6004707973719345,-0.6047461367867832,-0.0926082896086553,-0.6960486823571427,0.3071994477864637,0.325124829777576,749
E1,28,102028,7ad063a5ddcf244678d66b0268de88f14cc88007f7887777e2b80a9a0cc920bf,-0.6550493232378181,-0.6587406209323023,-0.10661673144116313,-0.7514248153745193,0.2963671902656381,0.3136631865637767,752
E1,29,102029,9d1bbc8e49f6840c9df37432fcfbb0079f02c3c91b5241dc6f672c3b94c53734,-0.628424157145439,-0.6324003692373512,-0.09955307448715534,-0.69404923178964,0.2999944023928168,0.31803222877893783,759
E1,30,102030,40faada939f7dc2828b85196c29657888b1a64909df82e92f66183fcd01e079d,-0.718095618510354,-0.7211122613626744,-0.1255134953531437,-0.7570762022529838,0.2946699902399817,0.31235814798002726,756
