sid,entry_pos,xpos,xpos_E0,fwd,g_E0
3030,853,860,972,-0.21548821885022007,-0.26031747554587037
3034,853,859,972,0.05783865721663539,0.08526404496928008
3078,853,860,972,-0.2341256776456877,-0.22718416539115416
3257,853,883,972,-0.21692453522271715,-0.26127352713085084
3491,853,868,972,-0.0026178071767254396,0.01971305107119581
3504,853,866,972,-0.36280991636011295,-0.3176991147439402
3550,853,860,972,-0.2021053787497571,-0.233739924079162
3563,853,881,972,-0.21399590129221546,-0.12626827083924808
3707,853,863,972,-0.39060207384130163,-0.4028777071937084
4107,853,873,972,-0.16062561929998564,-0.1334237363357177
4736,853,854,972,0.17916666411141247,0.1467496857709012
5439,853,857,972,0.13160618964687898,0.07964467167269795
5457,853,864,972,-0.1607142275249137,-0.17612682459497653
5536,853,859,972,-0.16019414571380397,-0.10129870299563748
5871,853,857,972,0.05539095486873258,0.05973414013613243
6182,853,859,972,-0.4276403255918082,-0.402587543773147
6224,853,860,972,-0.21264372027073897,-0.2038684701434338
6257,853,862,972,-0.22022163448200816,-0.2138552758236958
8155,853,856,972,-0.2656013389774988,-0.30525888107690446
8936,853,883,972,-0.06046509737391981,0.05208331509810438
1310,875,883,994,0.0267260275500254,0.04063200739962558
2104,875,876,994,0.04724831120541695,0.04615511634537994
2327,875,891,994,-0.5023328273738161,-0.5974842811024514
2344,875,888,994,-0.1458966877131772,-0.2554959104346236
2472,875,883,994,-0.31028640702399624,-0.38714898759025584
2478,875,892,994,-0.3501259711327894,-0.46250001111890915
2492,875,892,994,-0.4554295145308248,-0.4981319578141512
3016,875,898,994,-0.2771084266963869,-0.39218523203124045
3026,875,887,994,-0.3672316290120813,-0.45098038107364824
3090,875,888,994,-0.25354106912507757,-0.2992021171148994
3443,875,883,994,-0.3277311145452403,-0.4421199692335468
3532,875,888,994,-0.43314788356352196,-0.5586791631673005
3533,875,887,994,-0.060174912657242285,0.00045896665050526586
3563,875,881,994,-0.16024340940707238,-0.16024340940707238
3707,875,896,994,-0.26584504327167213,-0.37009059285218493
4919,875,883,994,-0.1838982623588754,-0.22358744547992326
4939,875,895,994,-0.15207370354450933,-0.24590164179470364
6173,875,904,994,-0.22127139432081977,-0.4261261269441048
6175,875,892,994,-0.3148614794067891,-0.44041083912628853
6182,875,890,994,-0.30603451449250385,-0.46957678710711637
6257,875,877,994,-0.2108938022858916,-0.22496565106661714
6283,875,883,994,-0.33035716313083097,-0.4058098511737481
6488,875,882,994,-0.3411619577324536,-0.46593188655292006
8069,875,883,994,-0.15413936956223417,-0.2007701465339975
8261,875,904,994,-0.16778521244563405,-0.35146442209873574
8464,875,883,994,0.014897609561036473,0.04007631990504246
1314,898,904,1017,-0.1704545325800393,-0.18587364632857328
2002,898,904,1017,0.034979417842192495,0.012072514882765839
2108,898,905,1017,0.047244174653624516,0.05555555555555558
2303,898,904,1017,-0.2402597592246195,-0.3177842824844246
2338,898,904,1017,-0.03392862396801222,-0.12175328153804665
2458,898,899,1017,0.27499170670137585,0.30971907348944083
2612,898,904,1017,-0.10846951895972567,-0.10313898709223546
2618,898,904,1017,0.06691893377189917,0.05888741352527194
2886,898,899,1017,0.05447469993052323,0.0524271723689711
3034,898,901,1017,0.1391585757754572,0.18918920605232037
3037,898,911,1017,0.29057591161509344,0.3506849436393311
3044,898,924,1017,0.30612242692568925,0.041214730520631626
3114,898,912,1017,-0.10893853821149546,0.019169301687476548
3362,898,907,1017,0.13271029527965283,-0.019417454229523567
3376,898,900,1017,0.15212524873455546,0.1825487268069501
3504,898,901,1017,-0.1903381756345457,-0.24162895544460927
3533,898,899,1017,-0.030314769531762598,0.026087488347341425
3596,898,899,1017,0.4882942324024182,0.4614121123202004
4736,898,899,1017,0.10119049111624312,0.11445782622943779
4976,898,901,1017,-0.02602232021387496,-0.1456522248214216
5299,898,903,1017,0.1267605783191723,0.014510303403156621
5469,898,902,1017,0.06336633643189127,-0.07731955937284052
6138,898,907,1017,-0.12039774332529463,-0.15109939424953645
6173,898,904,1017,-0.11491442271672092,-0.20700982762767806
6239,898,924,1017,0.03591955062178753,-0.17505717513781138
8046,898,902,1017,0.2057416520582085,0.31250003936767334
8261,898,904,1017,-0.13020132643221227,-0.223021597910669
8341,898,904,1017,0.1163310653188181,0.09670329565393843
1402,917,923,1036,-0.04173107098199458,-0.10919546343476239
2014,917,934,1036,0.05529959589245781,-0.2103448002521502
2329,917,920,1036,0.015635950017498068,-0.06316342393385055
2345,917,924,1036,0.5770171205313896,0.4947857086566818
2356,917,924,1036,-0.024390271269437935,-0.10780669526434894
2379,917,936,1036,0.6991151001621223,0.4169742068608515
2383,917,924,1036,0.5035971057027624,0.18885092855093166
2439,917,946,1036,0.40254309345215145,0.18339572102344714
2458,917,930,1036,0.8107074964810168,0.4049481512501172
3023,917,931,1036,0.1376564216492966,0.1376564216492966
3034,917,934,1036,0.5075187727552117,0.3593219869065931
3036,917,930,1036,0.01485149427216692,-0.03981265877795637
3044,917,924,1036,0.37414956429703405,0.2023808687599047
3227,917,924,1036,0.1491782172797389,-0.1955752706635312
3323,917,924,1036,0.06456694739240909,-0.14430379405138694
3511,917,918,1036,0.7896996675162322,0.912844119197211
3533,917,923,1036,0.6964647060875868,0.2929577372727086
4927,917,924,1036,0.5773380696769448,0.412238195663023
4942,917,918,1036,0.29392971875095375,0.27358496508290897
4953,917,918,1036,0.8313328424313118,0.9511916683838748
5347,917,922,1036,0.14000000723322215,0.007363744716698761
6147,917,922,1036,0.3235294921025855,0.19205298420554295
6239,917,924,1036,0.08045973421564279,-0.09397590859671279
8046,917,924,1036,0.9917525618955267,0.6019900534930289
8436,917,928,1036,0.08136481930198891,-0.16260164448418146
1310,939,943,1058,0.04411769719159375,0.08991228181658739
1402,939,941,1058,0.06148866410228959,0.0580645526229453
2439,939,946,1058,0.4932958762542248,0.2913554268672536
2442,939,944,1058,0.021126746794899676,0.13725493991236282
2605,939,943,1058,0.12052110858197596,0.12786880150502022
2606,939,946,1058,0.0702340947686313,0.030595827942495823
3023,939,940,1058,0.3286712469151749,0.3088403842807854
3083,939,967,1058,0.33333330032106745,0.36842101518414716
4119,939,946,1058,0.3792593020647572,0.27359788273593977
4953,939,940,1058,1.030990602516932,1.049796259564605
1476,961,964,1080,0.24096392409414813,0.08994707835869686
1536,961,967,1080,-0.25748989422869095,-0.33065695287812713
2442,961,967,1080,-0.050724715431670786,-0.09965635228840886
3324,961,967,1080,0.37222222166401076,0.5209359930961188
1730,982,988,1101,0.407066016760808,0.449367115817755
2308,982,983,1101,0.21337228669788955,0.25653572463165375
2449,982,996,1101,0.22384942889861126,0.27729259314669497
2601,982,989,1101,0.1767441397353966,0.16589863003659766
4137,982,996,1101,0.04283057264423573,0.09803928954292718
4906,982,989,1101,0.03621733443009778,0.12691460837907576
4953,982,992,1101,0.2561273639567796,0.5483382988976777
5234,982,989,1101,0.02947448099091332,0.036102019264324436
5299,982,989,1101,0.11165051844446272,0.11165051844446272
6176,982,988,1101,0.23996060248250428,0.31245524316321593
6552,982,1013,1101,-0.1680672372765747,0.009174285141876348
8016,982,988,1101,0.2616822585915304,0.3500000000000001
8436,982,1003,1101,-0.07196568784109014,-0.16602322489035626
1102,1003,1021,1122,0.12742687545294196,0.18619534826372286
1210,1003,1016,1122,0.1757143021242531,0.18587889437548477
1722,1003,1013,1122,0.04625558299499044,0.09826595658496129
1786,1003,1011,1122,-0.024965380286460226,-0.0014205040088423049
2059,1003,1021,1122,-0.04956272021122832,-0.053701034204677534
2375,1003,1016,1122,-0.23427445737341734,-0.12413581075717184
2884,1003,1021,1122,0.22641268137786863,0.2807293285167791
2890,1003,1013,1122,0.17370010389122692,0.21319966905005727
4107,1003,1007,1122,0.1277533528661856,0.2248803969605362
4119,1003,1024,1122,0.03412011823786343,0.3185376594942988
5274,1003,1008,1122,0.034777630183202346,0.10511752775887451
6282,1003,1008,1122,0.04534607847795269,0.08148151201631348
6552,1003,1013,1122,-0.1899159566566827,-0.09056599667616627
1102,1016,1021,1135,0.1718027921381391,0.18104167330233145
2059,1016,1021,1135,-0.008746416717248628,-0.005847994142743285
2884,1016,1021,1135,0.21414858474390663,0.2306302897368484
3324,1016,1018,1135,0.7061780893722445,0.6837283402727963
3360,1016,1027,1135,-0.19577735492854187,-0.08114032377136216
3596,1016,1021,1135,0.17333627458502776,0.1655572479131706
4119,1016,1024,1135,0.10059150742078615,0.3287799034388763
4426,1016,1021,1135,0.11729620012428055,0.16597505931684875
4551,1016,1021,1135,0.13925198252106408,0.14870637221263827
5269,1016,1021,1135,-0.12212449304899542,-0.14353608418196306
5289,1016,1021,1135,0.13802173895963787,0.142885070131199
6230,1016,1021,1135,1.0513884045930046,0.8829908489920866
9910,1016,1018,1135,0.1670121241375393,0.19158076982924221
1795,1036,1042,1155,-0.14577778484206683,-0.1751072650020048
3293,1036,1039,1155,0.8157953734525871,0.9893640488561433
1589,1056,1074,1175,0.13333339316715676,-0.22345674052184583
2231,1056,1063,1175,0.012822156748065083,-0.003254379118265982
2395,1056,1057,1175,0.24636870465349148,0.2312915983061743
3003,1056,1063,1175,0.2890580893396466,0.14177716571822985
3540,1056,1063,1175,0.03589254794044505,-0.04913043083144919
4107,1056,1063,1175,0.16501949770027702,0.17012925964976766
4953,1056,1077,1175,0.20755276966545577,0.10919999756246423
4977,1056,1076,1175,0.2889165419912165,0.1460004744558303
5425,1056,1059,1175,-0.06917558035931426,-0.060759477616041835
5483,1056,1060,1175,0.4101901750851529,0.4081253808441403
5871,1056,1057,1175,0.10297626457007825,0.08208657454121315
6451,1056,1063,1175,0.921049113938269,0.5319136445557064
6552,1056,1057,1175,-0.310044306635858,-0.2683866202138143
8016,1056,1059,1175,0.3635844852594483,0.48514438692224404
8028,1056,1057,1175,0.695438649316751,0.6498998765952049
2329,1078,1093,1197,0.10526313686492506,0.08247424455508234
2379,1078,1082,1197,0.12654216785874683,0.18438425590314766
2455,1078,1083,1197,0.6590291490881965,0.6856802019694692
3017,1078,1102,1197,0.026569279164757376,0.2506905054424806
3023,1078,1080,1197,0.09682937500322897,0.12269797265822269
3034,1078,1083,1197,0.43136863391676106,0.4357060719713477
3338,1078,1081,1197,0.692724295800832,0.9569893308515527
3491,1078,1082,1197,0.05721289221694437,0.09912880249335743
3535,1078,1081,1197,-0.35103245022801643,-0.32307691703704977
3576,1078,1104,1197,-0.1607929688501759,-0.191082854905947
3665,1078,1083,1197,0.10289808087870078,0.17925261036023254
4163,1078,1083,1197,0.26709648043349277,0.19729877074029534
6552,1078,1079,1197,-0.04740030221142999,-0.07611689380407283
8016,1078,1094,1197,0.3381182874024917,0.3956155737730336
9921,1078,1081,1197,0.00235531669799105,0.031506576494581884
9941,1078,1100,1197,0.16260495381042261,0.22021145327681513
2449,1097,1106,1216,0.24529913486454968,0.35265251063802605
2912,1097,1105,1216,0.058730790220262286,0.055213429151346416
3017,1097,1102,1216,0.059974448383202095,-0.0013463667653500488
3049,1097,1105,1216,-0.020708791990710074,0.04307643307318765
3176,1097,1103,1216,-0.1809895960096679,-0.1668873970082264
3576,1097,1104,1216,-0.18515429021639473,-0.24502048066347237
4994,1097,1099,1216,-0.031652999211589594,0.009779910358188593
