sid,entry_pos,xpos,xpos_E0,fwd,g_E0
1314,523,527,642,-0.015686221435447956,0.041493826242353204
2103,523,550,642,-0.06092510831840359,-0.10372828360817721
3016,523,535,642,-0.062222233272698046,-0.06637170584932206
3529,523,531,642,-0.0318871672670622,-0.02051105960269184
3546,523,531,642,0.12517174794803076,0.08559283610005353
6173,523,528,642,0.40772599620424654,0.4692462276621985
6274,523,526,642,0.7537701129727727,0.8048507089016812
6462,523,531,642,0.10699595532142037,0.04669260834582656
1536,546,571,665,-0.03114181518716963,0.08629552168130239
2103,546,550,665,-0.043066318516074675,-0.058061067656640986
4147,546,589,665,0.1042780297834709,0.13774102042835223
8358,546,580,665,0.08627193772438235,-0.013203496291293693
1314,564,571,683,0.2764976973183375,0.21491230017582752
1536,564,571,683,0.013840842128429731,0.08338224956601437
2002,564,566,683,0.06473705030230681,0.04731797924081671
2049,564,577,683,0.5010354625281772,0.5730547072789727
2233,564,571,683,0.1939886358049996,0.14377408566518368
2345,564,571,683,0.5156598919941167,0.5582212266302806
2351,564,571,683,0.7190680069970132,0.8385199091394431
3236,564,571,683,0.5024614222043793,0.4067163291048861
3260,564,571,683,0.3300142478061241,0.3058659155066006
3289,564,571,683,0.24819707644543598,0.2444449006487448
4147,564,589,683,0.05347589141228659,0.10364141441608021
4919,564,571,683,0.9675686339688319,0.816217200586614
5347,564,571,683,0.046114067932874425,0.015185483959809787
5425,564,565,683,0.8639159296146237,0.8474834331800991
5483,564,571,683,1.081947234744813,1.0466200210279952
6182,564,571,683,0.8434065564788149,0.794117654992303
6488,564,571,683,0.5040870375695232,0.6855546694189028
6510,564,566,683,0.03283205929082067,-0.039423692360453066
8049,564,571,683,0.19412996415296746,0.14377503160843053
8358,564,580,683,0.0612041311368281,0.050613286091203635
8383,564,571,683,-0.01497597923349292,-0.024633073667648997
9938,564,567,683,0.23820818389105947,0.2746261759487234
3105,584,586,703,1.134230137001751,1.2287347765037966
3532,584,586,703,0.24657618917789081,0.2493619227004873
4147,584,589,703,0.04278071312982923,0.04278071312982923
4721,584,592,703,1.4849271018783488,1.3258477459344484
5289,584,592,703,0.5344818302744134,0.470108504891533
8464,584,602,703,-0.14088743353253386,-0.0663020505727473
1597,607,613,726,0.5259966152899007,0.6955517105979685
2049,607,615,726,0.6011412947400017,0.6170335649619618
2344,607,614,726,0.4063675252476917,0.4296133008761054
3227,607,613,726,0.9777477797657228,0.997353630156226
3323,607,608,726,0.6378600456706818,0.6443595555555066
3515,607,612,726,0.20095031144723685,0.27523588462089954
3580,607,613,726,0.07365569383509474,0.08388096406058554
3665,607,632,726,0.3410162973036144,0.41241826588215535
4129,607,613,726,-0.022899109459909806,-0.03685774740904357
4502,607,611,726,0.06059028689224455,0.13349731850926894
4968,607,632,726,-0.12056073720396676,-0.15605385221919454
4974,607,613,726,0.07182317194248844,-0.02316212226231895
6156,607,613,726,-0.26652515303095525,-0.29073227614529296
6409,607,613,726,0.04046335402410928,0.07769662776208208
6510,607,616,726,-0.30479447144886995,-0.22341236584953483
1597,628,629,747,1.0392491295921427,1.1492806591450115
1707,628,636,747,0.18784530286086287,0.11398964792889088
2344,628,632,747,0.3616604222891979,0.3996956493910213
2356,628,630,747,-0.06719369439492673,-0.016666635819663433
2376,628,645,747,0.6229712796980353,0.6752576403564816
2395,628,636,747,0.07482996475923698,0.025974018180912717
2399,628,630,747,-0.081395352593852,-0.05952379456070078
2618,628,638,747,0.09078694319122915,0.1354608122579697
2890,628,636,747,0.16801817221045767,0.15203479553799282
3587,628,644,747,-0.14875563103716505,-0.20392888026329403
3665,628,632,747,0.2195304837748282,0.1910997962042471
4968,628,632,747,-0.15420557440173266,-0.16589861861123734
6239,628,644,747,-0.05832450934836175,-0.050267422147802776
6414,628,632,747,0.0927153010864199,0.09151053980090573
6415,628,629,747,0.010100981465305692,0.03626938252549938
9951,628,636,747,-0.05257694561104753,-0.11672539890328915
2328,651,659,770,-0.19307831754197735,-0.1974637577749806
4916,651,652,770,-0.07270230178890924,-0.0397727189870295
5269,651,657,770,-0.03428568910891716,0.03048776221023708
6239,651,670,770,0.009153354156366644,-0.044420370624263184
6510,651,659,770,-0.20676688115799968,-0.24911030978777216
9941,651,657,770,0.07109001670508808,0.031963490041517106
1301,673,677,792,0.08350961263982737,0.11292079818659073
1303,673,692,792,0.08799999235241152,0.09236953217212296
1312,673,677,792,0.3098901417809481,0.2680850886564605
1565,673,676,792,0.2868215970503736,0.2989044825615925
1710,673,679,792,0.23800000448220948,0.2355289475101725
1718,673,677,792,0.08968610069087202,0.11085717021466812
1909,673,713,792,-0.2205005422562505,-0.30720341268438556
2327,673,674,792,1.3126437206976425,1.3670589760685763
2328,673,674,792,-0.1371769236701732,-0.14566929854441735
2354,673,694,792,-0.15744680476207729,-0.10508477351527201
2367,673,679,792,0.8035715445676568,0.844748977933838
2439,673,688,792,-0.22737821134985914,-0.17164181560760616
2458,673,683,792,0.018181830715213287,0.04672894326283261
2464,673,678,792,0.0933940467736134,0.11368902087055321
2609,673,677,792,-0.15447160801773419,-0.18431373386200767
2618,673,677,792,0.013513513513513598,0.0033445503723152914
2723,673,680,792,0.06940508631695175,0.15620206773831358
2884,673,675,792,0.06267028631111593,0.07438009224275377
2892,673,676,792,0.017587873916433905,0.0358055736778089
3036,673,678,792,-0.0037803439409143103,0.015915964495894386
3545,673,677,792,-0.06268213939563227,-0.1310810581830355
3563,673,691,792,0.9640717880799545,1.089171842089557
3625,673,674,792,-0.263427081549633,-0.1887323661220398
4147,673,695,792,0.16273582780303641,0.19660189178708842
4977,673,675,792,-0.27878786827602786,-0.28689142526160505
5274,673,677,792,0.25801744105194757,0.19861112210733878
6182,673,675,792,0.4692832436942862,0.5402503879856069
6220,673,677,792,-0.3229507912747841,-0.3770739070899952
6414,673,693,792,0.07876714467019341,0.05704693880547573
6449,673,677,792,0.40049753674290645,0.4325700112884505
6456,673,696,792,-0.3364140278022326,-0.4292527776983569
6462,673,677,792,-0.42829080144530063,-0.45810057756194333
8039,673,676,792,-0.1059063091346597,-0.10133060382616232
8105,673,677,792,-0.18625277869338552,-0.1880530942146924
1909,692,713,811,-0.1489868449905687,-0.2057841996441585
2337,692,696,811,-0.209706948363786,-0.21259123038314776
2344,692,696,811,-0.36983843230146896,-0.332699630502877
2354,692,694,811,-0.21489359851275658,-0.2165604619627174
2428,692,700,811,-0.038680323499448166,-0.08152173661721729
2606,692,700,811,0.009999939606700092,-0.007022525116854639
2883,692,700,811,0.190476175870971,0.18790492430650296
3014,692,696,811,-0.05020349782077016,-0.043715847509889105
3036,692,708,811,-0.05795571986273429,-0.03796306983279063
3232,692,699,811,-0.3272251061437035,-0.3289816931875218
3324,692,700,811,-0.12719889077455537,-0.18250946060954787
3362,692,700,811,-0.3490097551423401,-0.3517146878746411
3526,692,700,811,-0.17349730922423579,-0.2814726880649847
3532,692,700,811,0.12093024338227454,0.14761914878493432
3625,692,693,811,-0.2887700893832019,-0.2849462169917206
3653,692,700,811,-0.10647481628693811,-0.19870966411438595
3661,692,700,811,0.4795917812284116,0.20833333333333326
4147,692,695,811,0.5943396565089825,0.5612009271012246
4739,692,700,811,-0.061475366427517275,-0.08764939039965092
4763,692,715,811,-0.2692307220746031,-0.29022987954437574
4968,692,700,811,-0.30416669448063627,-0.45910933291849787
4991,692,697,811,-0.07443816419963001,-0.0421511170772223
5457,692,695,811,-0.004040369633049434,0.08830031972395203
6269,692,694,811,-0.346058085397697,-0.33220337533676403
6271,692,693,811,-0.24087589714137358,-0.19379841906126516
6412,692,700,811,-0.17675162293680435,-0.2878787801342675
6414,692,693,811,0.09246581472122095,0.09999996856622051
6415,692,696,811,-0.07647062129129523,-0.042682873249788034
6456,692,696,811,-0.37153416392752747,-0.3928571050458237
8039,692,700,811,-0.13807977241994385,-0.1711617837272288
8069,692,697,811,-0.22663550607466398,-0.24082570311035123
8349,692,700,811,-0.06557372200831879,-0.09163342566383248
8404,692,700,811,-0.225460103254841,-0.25953078003026575
1515,714,720,833,-0.28825627250291364,-0.2857143383450399
1597,714,720,833,0.9965279094989326,0.7371601843044298
1707,714,731,833,0.17391306656533723,0.2241814684390364
2027,714,720,833,0.9583333167762282,0.9685863748863561
2104,714,720,833,0.10618443570872049,0.11007030976239651
2303,714,720,833,0.10367900184763212,0.06796116504854366
2324,714,716,833,-0.04589370251967506,-0.061757707699620745
2330,714,720,833,0.006593451657457061,-0.015053730775176022
2344,714,720,833,-0.1656442054234889,-0.24163569567374532
2408,714,733,833,0.3188975830154146,0.3293650312767087
3532,714,715,833,0.563106855069476,0.578431483760993
3666,714,720,833,-0.09803918708527659,-0.25081434408712966
3675,714,720,833,-0.047619102276202696,-0.13494813919132642
4958,714,753,833,0.04129791272862282,-0.007032407272053898
5285,714,720,833,0.1101376697789691,0.1087500484981423
5289,714,736,833,0.25868731639018483,0.26356586883687005
5530,714,731,833,-0.09593021449751093,-0.13611112885676857
8155,714,737,833,0.5838150875772694,0.8513514273591181
8271,714,720,833,0.08344195121826048,0.07503234636441669
1101,735,738,854,0.09947635542426236,0.15068484788601677
1303,735,737,854,0.12820514996089938,0.13989642635860666
1504,735,737,854,-0.20350871421599537,-0.20490361207716412
2313,735,742,854,-0.19318182041237586,-0.2081784529844296
2392,735,742,854,-0.3253137839385405,-0.35370737432534904
2492,735,736,854,2.8589742998306953,3.3834951275308986
3105,735,736,854,-0.320757830001106,-0.2842014157688687
3374,735,764,854,0.09737825114142629,-0.27564896747939616
3443,735,742,854,0.08799998995048242,0.07368420434518108
4904,735,742,854,0.04503316395503232,0.07201087344905743
4943,735,742,854,0.10946197522948542,-0.027642275797787996
4958,735,753,854,-0.020648916443275156,-0.0015037556037750255
5289,735,736,854,0.08494209191290825,0.12400004239662299
5425,735,737,854,0.1662499395498609,0.23249666428561322
6202,735,742,854,-0.010988979150578171,0.04347827882995681
8261,735,754,854,0.5796220776089165,0.5510746722771638
1102,757,764,876,0.43915344762368247,0.3737373318411714
1303,757,768,876,0.10405274121085872,0.11932895460777293
1305,757,765,876,-0.04390841856972205,-0.07905881829573003
1313,757,777,876,0.1529000215128189,0.13091011307369715
1314,757,764,876,-0.020979028854913206,-0.10543128031342264
1402,757,764,876,0.2763798375100257,0.2445315194999942
1586,757,764,876,-0.13348171230455153,-0.15326090068424514
1718,757,773,876,0.1437909291806012,0.06815870971979954
1802,757,764,876,-0.027278775740591232,-0.09514304720055
2006,757,764,876,-0.05627768627193175,-0.07435662138970822
2460,757,764,876,-0.17177919588749768,-0.23943667053643058
2634,757,764,876,-0.0785634221362127,-0.11890880153886829
2812,757,764,876,0.08603673162849068,0.08603673162849068
2882,757,764,876,0.02381248741263642,0.014419693406313216
2915,757,764,876,0.30314052229902155,0.24989944335041825
3105,757,762,876,-0.32905816143581723,-0.35615389466292613
3374,757,764,876,0.12546811306533656,-0.22451612945326926
3546,757,764,876,0.04424523043147177,-0.09399498662309147
5285,757,765,876,-0.09105826589807797,-0.06239792759518448
5880,757,767,876,0.09677415534073153,0.0872093165468506
6180,757,766,876,-0.009681829607664727,-0.1476190439720766
6182,757,776,876,0.22332111550485312,0.23495947279387286
6261,757,764,876,-0.029357799729501255,-0.11538460257667138
6274,757,765,876,0.34243459240036667,0.3409091449956947
6414,757,758,876,-0.1865387870506522,-0.17368109120599395
6548,757,771,876,-0.022230082929151407,-0.13388233249166126
8176,757,764,876,-0.1317715323261952,-0.20860588589977924
8489,757,762,876,-0.06947048181520166,-0.0815946476834607
8936,757,766,876,0.03140095598624759,0.019093072632546004
9910,757,764,876,0.3523444156303688,0.33238359446237586
9941,757,769,876,0.020087437775582417,0.029114724970398242
1303,770,773,889,0.12207605695377244,0.14810356311634298
1312,770,777,889,0.11363421672815255,0.096501413295218
1444,770,777,889,0.021632828144104277,-0.005018397490626492
1560,770,772,889,-0.1343618243706951,-0.12884823019105374
1605,770,777,889,0.19222459581023177,0.17875314535440112
1609,770,777,889,-0.05693734687951535,-0.11481484239358997
1718,770,773,889,0.3071895433075711,0.24740124164920574
2327,770,771,889,1.0921863122046775,1.2928901897271308
2492,770,777,889,1.9009580692002537,2.1291231661437546
2880,770,773,889,0.13030305462441882,0.1336177586051812
2881,770,777,889,0.014803330079429244,0.01677383406179267
2887,770,777,889,0.10923860937844387,0.1210809955658303
3036,770,773,889,0.01143921353833477,-0.003721553846266712
3532,770,771,889,-0.11434870193584845,-0.10401032555077361
3533,770,772,889,0.16350124951070666,0.17531339676785973
3645,770,777,889,-0.10222800936295828,-0.09875277961815776
4739,770,782,889,-0.2719298553350551,-0.22925907335325335
5483,770,776,889,-0.07874206640099468,0.015157302763696423
5880,770,777,889,0.13492027072973256,0.16194210885300264
6173,770,771,889,1.1263741753547198,1.168603538270634
6182,770,776,889,-0.0031413953254499916,0.07086611671346699
6290,770,777,889,-0.4017979736184798,-0.4118288039340864
6488,770,775,889,-0.08677558510908157,-0.0659707687273432
6505,770,777,889,0.12126016173103094,0.16591217727725738
6548,770,771,889,-0.16522408880877726,-0.1641780211277083
8155,770,777,889,0.0015373750136160602,0.0752701800174056
2231,793,795,912,-0.3629120761189777,-0.333224119832757
3016,793,794,912,0.444486231519041,0.4833603914769147
4739,793,795,912,-0.3279692754379011,-0.2778963981269662
6024,793,797,912,-0.04839117865806586,-0.03906165170559772
1476,811,816,930,0.01361136230767035,0.051994871824589506
1590,811,818,930,-0.4717564122538258,-0.4038393500699671
1597,811,817,930,-0.4466565126583719,-0.35209781832600906
2031,811,818,930,-0.055118021238725334,-0.05154795622751718
2049,811,817,930,-0.5303628345740656,-0.4468077269527272
2231,811,818,930,-0.4391022543751173,-0.43835439015291067
2233,811,818,930,-0.2019784375495255,-0.20557315949532107
2376,811,818,930,-0.45622153044937974,-0.346622740021438
2377,811,812,930,-0.24203824201825763,-0.21042271610453434
2408,811,814,930,-0.418074031779781,-0.39888964690389206
2912,811,817,930,0.19077816584718144,0.2251470376492133
3016,811,812,930,0.060416298828848136,0.0372377487484441
3228,811,818,930,-0.4617314933467679,-0.50689656045303
3260,811,814,930,-0.3093873198741527,-0.387081229522236
3504,811,818,930,0.014084534427019735,0.22657581320567433
3515,811,818,930,-0.3303855168799069,-0.29392574365709534
3532,811,814,930,-0.48692918124577866,-0.47208828413224524
4129,811,818,930,-0.37475572453760775,-0.3929760567762045
4549,811,818,930,-0.1776590252404049,-0.21309052405414297
4739,811,818,930,-0.3121884032775498,-0.24280386853536595
5274,811,838,930,-0.5435267805736077,-0.5095742442378461
5425,811,818,930,-0.4001345894371062,-0.3536661703647789
5439,811,815,930,-0.13213267543308171,-0.1429002656063323
6150,811,818,930,-0.6066897268611222,-0.6145298078003645
6239,811,817,930,-0.16639375807447498,-0.14892587869867646
6274,811,812,930,-0.05647175862524845,-0.07273945780650626
6499,811,818,930,-0.44343558983785436,-0.441701742748963
8027,811,813,930,-0.23565322579973358,-0.2085967035484697
8422,811,815,930,-0.04062071505629683,-0.0330466786682061
1102,833,834,952,-0.011780492781760521,0.013331201224993094
1710,833,839,952,-0.17244450315450732,-0.16991375330299174
2013,833,860,952,-0.03590262749605966,0.0196494819596722
2049,833,852,952,-0.31698214010599923,-0.4711145160139255
2408,833,834,952,-0.4037302710907379,-0.3854771039813907
2633,833,839,952,0.4269259756182844,0.4269259756182844
2732,833,838,952,-0.19096661147555138,-0.19005144494536197
4147,833,839,952,-0.5196078272130844,-0.5391849448885331
4528,833,839,952,-0.36461848748124226,-0.3800946177824722
5274,833,838,952,-0.4062499827273218,-0.3922244367355575
6541,833,855,952,-0.3565137580518115,-0.4770949694010004
8155,833,835,952,-0.5358872095761027,-0.525649425431439
8436,833,834,952,0.19447886635978962,0.20846572030002575
8489,833,839,952,-0.3833605558219587,-0.4167744868404679
1101,853,860,972,-0.040693517209028474,-0.052892767644310945
1409,853,858,972,-0.0011419628238524826,0.04100394485046999
1597,853,856,972,-0.25625878242922584,-0.3218829741690268
1718,853,860,972,0.08418460540079375,0.0532078955613946
2002,853,858,972,0.06528462570426208,0.08361204196376915
2013,853,860,972,-0.10324758799068467,-0.14957981865735837
2014,853,871,972,-0.19784174814824618,-0.1423077298760369
2351,853,869,972,-0.15019901584128936,-0.12054294788053466
2363,853,860,972,-0.21565220196062618,-0.2925490385138889
2408,853,855,972,-0.31241994232178716,-0.345121936232725
2428,853,860,972,-0.06904493300227532,-0.10624294981595583
2478,853,892,972,-0.32493706820767376,-0.5676266689958599
2801,853,861,972,0.06797691627930802,0.07713097726043694
2892,853,860,972,0.01861913026521944,0.0336725814883343
3016,853,860,972,-0.35411981210034993,-0.31618132269516985
