stage,cell,mode,r,seed,first,end,trades,eq_sha,cagr,mdd,vol,win_a,win_b
dataonly,1,orig,15,1015,511,2859,166,26882aa2a6cf87ca,0.4807382088692418,-0.37481533617436036,0.28910903168669133,511,2859
dataonly,1,orig,16,1016,511,2859,166,e5b2468b209bddb5,0.47944676954328314,-0.3282701470293063,0.2882345280043864,511,2859
dataonly,1,orig,17,1017,511,2859,166,9260bd865e8ba59b,0.4440790251232327,-0.36799586815146895,0.28828203728118107,511,2859
dataonly,1,orig,18,1018,511,2859,166,4c80252a23c45778,0.5140176648240089,-0.37357563860937715,0.29353056820262663,511,2859
dataonly,1,orig,19,1019,511,2859,166,fb01f350da9216ad,0.49668655760992775,-0.37254593532578506,0.28882230489085725,511,2859
dataonly,1,orig,20,1020,511,2859,166,e4a379c511ae3f89,0.46304034224290236,-0.4215018734812177,0.288696069912829,511,2859
dataonly,1,orig,21,1021,511,2859,166,53d598fbba7bfabf,0.4930420640785196,-0.38688018162246496,0.2908150309050954,511,2859
dataonly,1,orig,22,1022,511,2859,166,842553142a67352f,0.4646534383524423,-0.4002499969790471,0.2906832044660463,511,2859
dataonly,1,orig,23,1023,511,2859,166,ad2dd1b4f06035af,0.4638867027494773,-0.4077578761088445,0.28966872449185066,511,2859
dataonly,1,orig,24,1024,511,2859,166,7f51f4d801b8a996,0.45200522786227015,-0.36371106848444584,0.2899903616722973,511,2859
dataonly,1,orig,25,1025,511,2859,166,a2e882c3a9294b86,0.518235499829045,-0.3716907206603613,0.29205021003636605,511,2859
dataonly,1,orig,26,1026,511,2859,166,5b2e82a04754eb5b,0.47369890759073896,-0.4077448031970267,0.2914465775761529,511,2859
dataonly,1,orig,27,1027,511,2859,166,a2fc0bacad7188bf,0.4767550556702025,-0.36107224462250426,0.28649454771581967,511,2859
dataonly,1,orig,28,1028,511,2859,166,125bfb2acce1bd18,0.45603972023465866,-0.4251588247772997,0.28871690915610043,511,2859
dataonly,1,orig,29,1029,511,2859,166,b12fe2ece9543081,0.5062104679813759,-0.35655720726053075,0.29139121605303,511,2859
dataonly,1,orig,30,1030,511,2859,166,3ee43eb2ceb009b1,0.5010149520702816,-0.42232330575117355,0.29006485686547717,511,2859
dataonly,1,orig,31,1031,511,2859,166,efd038fb154c4f8b,0.4979338231276431,-0.39839357035925765,0.2944440978833644,511,2859
dataonly,1,orig,32,1032,511,2859,166,500014b28cfb5aba,0.45236353010563946,-0.43000799035152576,0.2853257627661085,511,2859
dataonly,1,orig,33,1033,511,2859,166,4528caa5fc33b37a,0.435626797296633,-0.43422648403488795,0.2872583574998847,511,2859
dataonly,1,orig,34,1034,511,2859,166,8d8927ef6ce23d15,0.4192981336875994,-0.4119124081841997,0.2822924771255542,511,2859
dataonly,1,orig,35,1035,511,2859,166,76c0c2f76bbe9dff,0.4656484341219893,-0.38548833217872436,0.28823537315479336,511,2859
dataonly,1,orig,36,1036,511,2859,166,491c2badcfd2f2fc,0.4534108018846248,-0.4107274169174397,0.2883623821579638,511,2859
dataonly,1,orig,37,1037,511,2859,166,d0a4c5c9e7b91adf,0.4596393200148483,-0.37328406623123117,0.2885562330739027,511,2859
dataonly,1,orig,38,1038,511,2859,166,d22d2b2768e41268,0.48523889958829947,-0.34810285008160763,0.2920303562143944,511,2859
dataonly,1,orig,39,1039,511,2859,166,c614e8ecab316699,0.46446380052985936,-0.3920618978492031,0.29158255922196047,511,2859
dataonly,1,orig,40,1040,511,2859,166,5dd09cdc0684516d,0.5099291302295337,-0.3584279956823973,0.2925082760065617,511,2859
dataonly,1,orig,41,1041,511,2859,166,4cbc1d1c1a3b3a0b,0.5212283724880664,-0.40005096982508875,0.29699399332177373,511,2859
dataonly,1,orig,42,1042,511,2859,166,8f5856d38e24cefe,0.4751360907638942,-0.4329743191463483,0.29154008395519293,511,2859
dataonly,1,orig,43,1043,511,2859,166,c325423dd178b817,0.4586369016565388,-0.39720953828524186,0.2886052585066968,511,2859
dataonly,1,orig,44,1044,511,2859,166,c77d0a52c7dfa4e9,0.48530079526365255,-0.3948605264036767,0.29004165954436006,511,2859
dataonly,1,orig,45,1045,511,2859,166,c17236cc8e3cb444,0.45481384308717177,-0.3825036887957973,0.2878059009337609,511,2859
dataonly,1,orig,46,1046,511,2859,166,3ce6db843158f0f7,0.4866083397046199,-0.36509164271198064,0.29285509377963886,511,2859
