stage,cell,mode,r,seed,first,end,trades,eq_sha,cagr,mdd,vol,win_a,win_b
winonly,1,win,0,1000,526,2849,160,c635367a65c1500f,0.411278480537314,-0.41737036414281237,0.28415612301658577,523,2836
winonly,1,win,1,1001,526,2849,160,d63ee8c619ca2de7,0.37394595192384883,-0.4094332462515516,0.27974494439413117,523,2836
winonly,1,win,2,1002,526,2849,160,17e39fce247e45ac,0.4307112936049071,-0.3913020711805475,0.28287732105383634,523,2836
winonly,1,win,3,1003,526,2849,160,86a3ccc05922dfbc,0.40460780623733505,-0.4011924926107668,0.28258247307770795,523,2836
winonly,1,win,4,1004,526,2849,160,08dfa5dd12ab01e2,0.42230347817107705,-0.39189219629421373,0.28605527631551914,523,2836
winonly,1,win,5,1005,526,2849,160,1ee15fbc16be1431,0.41165152610000977,-0.39851545311991365,0.28229296296237677,523,2836
winonly,1,win,6,1006,526,2849,160,1e70bef212a34e27,0.39378328102905247,-0.39725365401795787,0.2770778619113269,523,2836
winonly,1,win,7,1007,526,2849,160,98f5e1cfbfdfdd94,0.3902707092260371,-0.40239661190390624,0.28157263676876243,523,2836
winonly,1,win,8,1008,526,2849,160,7240e85a9026f33a,0.41529643915666514,-0.41253026956676875,0.2866002288863646,523,2836
winonly,1,win,9,1009,526,2849,160,5e3002de9761f324,0.4373043479898453,-0.3974869406358957,0.28580924176865896,523,2836
winonly,1,win,10,1010,526,2849,160,69467bf9594b4903,0.368220971064374,-0.40399790819691106,0.27749898333040623,523,2836
winonly,1,win,11,1011,526,2849,160,1a84cd42be1b56fa,0.3746474774295663,-0.40164420069836354,0.27883430800987546,523,2836
winonly,1,win,12,1012,526,2849,160,3571f373fb4161be,0.38631220188579896,-0.424663853796229,0.28029060883354223,523,2836
winonly,1,win,13,1013,526,2849,160,6db5ae660452afe3,0.3847791709583199,-0.4126374615629104,0.2809750453725736,523,2836
winonly,1,win,14,1014,526,2849,160,6ad41dc64db473a9,0.39477583473543354,-0.3971315672425224,0.2842681021442305,523,2836
winonly,1,win,15,1015,526,2849,160,45c6861cfd34f7cc,0.38566951391880444,-0.39109213376979446,0.2775527539394234,523,2836
winonly,1,win,16,1016,526,2849,160,5d16cd7013943fbb,0.3744234483346187,-0.410279625627695,0.28132054030014025,523,2836
winonly,1,win,17,1017,526,2849,160,ab6ed701269a6c17,0.41317336388964976,-0.39417643972824346,0.28118969300643476,523,2836
winonly,1,win,18,1018,526,2849,160,8f76dab9799e0ca1,0.40101078806544854,-0.39853557464209755,0.27915437132550913,523,2836
winonly,1,win,19,1019,526,2849,160,7383c4eec0d303a0,0.36317790161333385,-0.4036410908046962,0.27664069444802664,523,2836
winonly,1,win,20,1020,526,2849,160,e98b4806f56b1e25,0.38116766280315906,-0.39851444504426864,0.27839393614399105,523,2836
winonly,1,win,21,1021,526,2849,160,92ee416ff973faf8,0.40243804226372104,-0.39730585523464607,0.2817762503024158,523,2836
winonly,1,win,22,1022,526,2849,160,e1923acc795ff83e,0.3642084870531641,-0.40484406822919544,0.27965277994299115,523,2836
winonly,1,win,23,1023,526,2849,160,cf7fb4e27da4d314,0.38092429068589273,-0.40926948516344425,0.2786414982837262,523,2836
