key,date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis
2025-04-09_0050,2025-04-09,0050,元大台灣50,twse,152.50,154.15,145.00,146.20,83829139,12545864892,-7.05,,,167496,
2025-04-09_0051,2025-04-09,0051,元大中型100,twse,62.20,62.20,57.40,57.75,336936,19949651,-4.45,,,1080,
2025-04-09_0052,2025-04-09,0052,富邦科技,twse,147.10,148.80,139.00,140.35,3074955,442299824,-8.05,,,3640,
2025-04-09_0053,2025-04-09,0053,元大電子,twse,79.05,79.40,75.00,75.60,32147,2492903,-3.8,,,139,
2025-04-09_0055,2025-04-09,0055,元大MSCI金融,twse,25.55,25.63,24.12,24.20,521680,12970555,-1.33,,,752,
2025-04-09_0056,2025-04-09,0056,元大高股息,twse,30.60,30.63,28.49,28.69,431050205,12757407026,-1.91,,,294804,
2025-04-09_0057,2025-04-09,0057,富邦摩台,twse,113.25,113.60,108.30,109.75,27277,3049126,-4.8,,,117,
2025-04-09_0061,2025-04-09,0061,元大寶滬深,twse,17.52,18.00,17.31,17.86,1833925,32469893,0.31,,,409,
2025-04-09_006201,2025-04-09,006201,元大富櫃50,tpex,16.59,16.59,15.32,15.40,345000,5462340,-1.29,,17946000,144,
2025-04-09_006203,2025-04-09,006203,元大MSCI台灣,twse,70.55,70.55,67.85,67.85,24108,1668625,-4.4,,,186,
2025-04-09_006204,2025-04-09,006204,永豐臺灣加權,twse,92.55,92.55,88.00,88.35,52020,4727489,-4.5,,,153,
2025-04-09_006205,2025-04-09,006205,富邦上証,twse,30.88,31.37,30.29,31.22,1015564,31516596,0.48,,,509,
2025-04-09_006206,2025-04-09,006206,元大上證50,twse,29.32,30.35,29.24,29.94,453631,13634326,0.21,,,194,
2025-04-09_006207,2025-04-09,006207,復華滬深,twse,23.13,23.58,23.09,23.49,257499,6020581,0.24,,,73,
2025-04-09_006208,2025-04-09,006208,富邦台50,twse,89.90,90.40,85.10,85.90,42398544,3719462476,-4.0,,,90222,
2025-04-09_00631L,2025-04-09,00631L,元大台灣50正2,twse,140.50,143.65,125.15,126.45,47487411,6361184659,-15.85,,,37453,
2025-04-09_00632R,2025-04-09,00632R,元大台灣50反1,twse,28.25,29.72,27.94,29.58,197814737,5688944662,1.67,,,32188,
2025-04-09_00633L,2025-04-09,00633L,富邦上証正2,twse,33.21,35.09,32.92,34.35,18027512,616911938,0.55,,,2364,
2025-04-09_00634R,2025-04-09,00634R,富邦上証反1,twse,4.30,4.30,4.18,4.21,1798409,7618008,-0.04,,,229,
2025-04-09_00635U,2025-04-09,00635U,期元大S&P黃金,twse,33.43,33.99,33.33,33.93,6313003,212725869,0.33,,,2056,
2025-04-09_00636,2025-04-09,00636,國泰中國A50,twse,21.40,21.91,21.09,21.68,3745948,81170553,0.18,,,850,
2025-04-09_00637L,2025-04-09,00637L,元大滬深300正2,twse,13.51,14.27,13.39,14.00,130231430,1807208605,0.25,,,13204,
2025-04-09_00638R,2025-04-09,00638R,元大滬深300反1,twse,9.11,9.14,8.84,8.93,1984735,17723211,-0.06,,,231,
2025-04-09_00639,2025-04-09,00639,富邦深100,twse,10.31,10.78,10.31,10.66,5553189,58642279,0.11,,,690,
2025-04-09_00640L,2025-04-09,00640L,富邦日本正2,twse,38.61,39.44,37.10,37.95,4415866,169557405,-2.85,,,847,
2025-04-09_00641R,2025-04-09,00641R,富邦日本反1,twse,6.78,6.91,6.71,6.85,9254792,63096938,0.21,,,763,
2025-04-09_00642U,2025-04-09,00642U,期元大S&P石油,twse,13.93,14.03,13.81,13.86,13385979,186023159,-1.13,,,3009,
2025-04-09_00643,2025-04-09,00643,群益深証中小,twse,11.92,12.04,11.60,11.88,2721967,32325758,0.04,,,281,
2025-04-09_00645,2025-04-09,00645,富邦日本,twse,32.70,33.06,32.10,32.44,1032159,33739395,-1.18,,,972,
2025-04-09_00646,2025-04-09,00646,元大S&P500,twse,50.80,51.35,50.20,50.55,10042628,509811135,-2.3,,,6405,
2025-04-09_00647L,2025-04-09,00647L,元大S&P500正2,twse,64.75,66.40,63.60,64.10,1096602,71134263,-6.3,,,856,
2025-04-09_00648R,2025-04-09,00648R,元大S&P500反1,twse,6.18,6.27,6.12,6.26,9871679,61152922,0.29,,,1099,
2025-04-09_00650L,2025-04-09,00650L,復華香港正2,twse,10.64,11.44,10.51,11.15,37263840,407595015,-0.15,,,4050,
2025-04-09_00651R,2025-04-09,00651R,復華香港反1,twse,7.40,7.53,7.25,7.34,4603798,33985034,0.06,,,633,
2025-04-09_00652,2025-04-09,00652,富邦印度,twse,35.19,35.19,34.76,34.77,546327,19060770,-0.28,,,461,
2025-04-09_00653L,2025-04-09,00653L,富邦印度正2,twse,48.83,48.83,48.02,48.39,721213,34900012,-0.14,,,197,
2025-04-09_00654R,2025-04-09,00654R,富邦印度反1,twse,7.05,7.19,7.05,7.19,795614,5699254,0.01,,,142,
2025-04-09_00655L,2025-04-09,00655L,國泰中國A50正2,twse,22.43,23.62,22.15,23.14,10465650,239633276,0.37,,,1087,
2025-04-09_00656R,2025-04-09,00656R,國泰中國A50反1,twse,8.02,8.03,7.79,7.87,1029476,8097858,-0.04,,,166,
2025-04-09_00657,2025-04-09,00657,國泰日經225,twse,38.29,38.29,37.28,37.63,361772,13550782,-1.39,,,127,
2025-04-09_00657K,2025-04-09,00657K,國泰日經225+U,twse,11.85,11.85,11.85,11.85,100,1185,-0.12,down,,1,
2025-04-09_00660,2025-04-09,00660,元大歐洲50,twse,34.99,34.99,33.60,33.89,352385,11983145,-1.1,,,256,
2025-04-09_00661,2025-04-09,00661,元大日經225,twse,41.74,41.80,40.60,41.04,388743,16038046,-1.49,,,273,
2025-04-09_00662,2025-04-09,00662,富邦NASDAQ,twse,71.45,72.50,70.75,71.20,7475252,534655803,-3.35,,,5118,
2025-04-09_00663L,2025-04-09,00663L,國泰臺灣加權正2,twse,128.90,130.30,114.50,115.30,449214,55069348,-14.55,,,242,
2025-04-09_00664R,2025-04-09,00664R,國泰臺灣加權反1,twse,4.56,4.80,4.51,4.77,78172194,362785338,0.25,,,4840,
2025-04-09_00665L,2025-04-09,00665L,富邦恒生國企正2,twse,7.57,8.15,7.43,7.95,105791323,821496092,-0.03,,,9062,
2025-04-09_00666R,2025-04-09,00666R,富邦恒生國企反1,twse,12.04,12.15,11.59,11.74,1682950,19917918,0.06,,,278,
2025-04-09_00668,2025-04-09,00668,國泰美國道瓊,twse,44.49,44.91,44.10,44.25,259696,11552273,-1.85,,,237,
2025-04-09_00669R,2025-04-09,00669R,國泰美國道瓊反1,twse,7.57,7.69,7.55,7.68,15257437,116257982,0.34,,,1391,
2025-04-09_00670L,2025-04-09,00670L,富邦NASDAQ正2,twse,79.00,82.00,77.60,78.60,6332388,504670251,-8.05,,,4435,
2025-04-09_00671R,2025-04-09,00671R,富邦NASDAQ反1,twse,4.30,4.38,4.25,4.37,54751669,236350692,0.21,,,2505,
2025-04-09_00673R,2025-04-09,00673R,期元大S&P原油反1,twse,8.43,8.52,8.38,8.48,81703145,690854814,0.6,,,3732,
2025-04-09_00674R,2025-04-09,00674R,期元大S&P黃金反1,twse,8.59,8.61,8.46,8.48,4186498,35725980,-0.04,,,404,
2025-04-09_00675L,2025-04-09,00675L,富邦臺灣加權正2,twse,55.80,56.85,49.63,50.35,35911376,1901167290,-6.1,,,20761,
2025-04-09_00676R,2025-04-09,00676R,富邦臺灣加權反1,twse,15.33,16.19,15.22,16.04,18009544,282157484,0.79,,,2058,
2025-04-09_00678,2025-04-09,00678,群益那斯達克生技,twse,24.34,24.48,23.77,23.77,475143,11422758,-1.34,,,127,
2025-04-09_00679B,2025-04-09,00679B,元大美債20年,tpex,28.28,28.42,27.47,28.10,391844000,11014828840,-1.23,,9681192000,34561,
2025-04-09_00680L,2025-04-09,00680L,元大美債20正2,twse,7.39,7.47,6.93,7.27,267629169,1933162788,-0.64,,,13761,
2025-04-09_00681R,2025-04-09,00681R,元大美債20反1,twse,21.48,22.00,21.36,21.56,699454,15193139,0.77,,,160,
2025-04-09_00682U,2025-04-09,00682U,期元大美元指數,twse,20.76,20.89,20.76,20.82,189333,3943156,-0.17,,,23,
2025-04-09_00683L,2025-04-09,00683L,期元大美元指正2,twse,22.38,22.38,22.18,22.28,219717,4894535,-0.31,,,51,
2025-04-09_00684R,2025-04-09,00684R,期元大美元指反1,twse,15.36,15.43,15.36,15.43,243100,3744943,0.16,,,42,
2025-04-09_00685L,2025-04-09,00685L,群益臺灣加權正2,twse,50.00,51.20,44.75,45.33,11437880,538330905,-5.32,,,3503,
2025-04-09_00686R,2025-04-09,00686R,群益臺灣加權反1,twse,2.76,2.93,2.74,2.90,25776837,73206060,0.15,,,1539,
2025-04-09_00687B,2025-04-09,00687B,國泰20年美債,tpex,29.43,29.58,28.57,29.17,283413000,8262579580,-1.30,,7778150055,28100,
2025-04-09_00687C,2025-04-09,00687C,國泰20年美債+櫃U,tpex,9.02,9.02,8.98,9.02,2800,25216,-0.34,,213687,4,
2025-04-09_00688L,2025-04-09,00688L,國泰20年美債正2,twse,7.35,7.40,6.87,7.22,116284135,832916315,-0.64,,,6779,
2025-04-09_00689R,2025-04-09,00689R,國泰20年美債反1,twse,22.21,22.82,22.21,22.44,153325,3454756,0.86,,,36,
2025-04-09_00690,2025-04-09,00690,兆豐藍籌30,twse,28.34,28.39,26.75,26.90,2224357,61140162,-1.51,,,1651,
2025-04-09_00692,2025-04-09,00692,富邦公司治理,twse,35.68,36.00,33.82,34.18,9316111,324826884,-1.66,,,6614,
2025-04-09_00693U,2025-04-09,00693U,期街口S&P黃豆,twse,19.46,19.61,19.46,19.47,776198,15152170,0.02,,,141,
2025-04-09_00694B,2025-04-09,00694B,富邦美債1-3,tpex,43.41,43.41,43.30,43.36,400000,17349270,0.09,,175576000,82,
2025-04-09_00695B,2025-04-09,00695B,富邦美債7-10,tpex,36.67,36.70,36.39,36.54,1059000,38737650,-0.45,,41686000,189,
2025-04-09_00696B,2025-04-09,00696B,富邦美債20年,tpex,30.74,30.92,29.91,30.58,9297000,284173560,-1.27,,1005181000,809,
2025-04-09_00697B,2025-04-09,00697B,元大美債7-10,tpex,36.98,37.07,36.64,36.79,2862000,105554190,-0.58,,58712000,497,
2025-04-09_00700,2025-04-09,00700,富邦恒生國企,twse,15.37,15.63,14.83,15.42,2928636,44589356,0.01,,,860,
2025-04-09_00701,2025-04-09,00701,國泰股利精選30,twse,26.30,26.30,25.02,25.29,3112492,80184804,-0.75,,,1434,
2025-04-09_00702,2025-04-09,00702,國泰標普低波高息,twse,22.60,22.70,22.47,22.47,69553,1570391,-0.56,,,90,
2025-04-09_00703,2025-04-09,00703,台新MSCI中國,twse,17.39,17.51,16.88,17.35,435191,7496289,-0.04,,,170,
2025-04-09_00706L,2025-04-09,00706L,期元大S&P日圓正2,twse,6.38,6.50,6.38,6.44,48524790,312067656,0.19,,,3173,
2025-04-09_00707R,2025-04-09,00707R,期元大S&P日圓反1,twse,28.43,28.43,28.43,28.43,1000,28430,0.0,down,,1,
2025-04-09_00708L,2025-04-09,00708L,期元大S&P黃金正2,twse,48.44,49.76,48.05,49.63,5747310,281392380,0.69,,,1390,
2025-04-09_00709,2025-04-09,00709,富邦歐洲,twse,29.77,29.80,29.44,29.47,293491,8717087,-0.61,,,742,
2025-04-09_00710B,2025-04-09,00710B,復華彭博非投等債,twse,19.90,19.90,19.04,19.08,1068760,20464923,-0.26,,,202,
2025-04-09_00711B,2025-04-09,00711B,復華彭博新興債,twse,15.73,15.77,15.19,15.31,208678,3242063,-0.74,,,111,
2025-04-09_00712,2025-04-09,00712,復華富時不動產,twse,8.73,8.73,8.43,8.49,64290320,551491379,-0.36,,,18488,
2025-04-09_00713,2025-04-09,00713,元大台灣高息低波,twse,48.00,48.19,46.21,46.36,50499565,2387832363,-1.79,,,48125,
2025-04-09_00714,2025-04-09,00714,群益道瓊美國地產,twse,19.14,19.23,18.93,18.93,572405,10925983,-0.78,,,171,
2025-04-09_00715L,2025-04-09,00715L,期街口布蘭特正2,twse,9.28,9.42,9.13,9.18,163833703,1515377808,-1.49,,,17419,
2025-04-09_00717,2025-04-09,00717,富邦美國特別股,twse,15.02,15.02,14.76,14.76,300644,4464593,-0.26,,,323,
2025-04-09_00718B,2025-04-09,00718B,富邦中國政策債,tpex,21.00,21.15,20.99,21.08,160000,3370280,-0.15,,6501000,18,
2025-04-09_00719B,2025-04-09,00719B,元大美債1-3,tpex,32.70,32.74,32.58,32.63,12163000,397205920,-0.05,,462514000,1511,
2025-04-09_00720B,2025-04-09,00720B,元大投資級公司債,tpex,33.49,33.50,32.23,32.61,64288000,2109673020,-1.75,,4181609000,8642,
2025-04-09_00722B,2025-04-09,00722B,群益投資級電信債,tpex,37.29,37.30,35.65,36.14,5608000,204590960,-2.04,,1499739000,1178,
2025-04-09_00723B,2025-04-09,00723B,群益投資級科技債,tpex,32.35,32.35,31.60,31.82,127000,4079350,-1.40,,1504583000,32,
2025-04-09_00724B,2025-04-09,00724B,群益投資級金融債,tpex,34.05,34.05,32.64,32.92,3769000,125271860,-1.58,,2847275000,450,
2025-04-09_00725B,2025-04-09,00725B,國泰投資級公司債,tpex,35.85,35.85,34.50,34.97,40077000,1409322030,-1.82,,3491206000,6442,
2025-04-09_00726B,2025-04-09,00726B,國泰新興投等債,tpex,33.85,33.85,32.74,32.93,1093000,36288210,-1.10,,1166989000,217,
