key,date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis
2025-10-15_0050,2025-10-15,0050,元大台灣50,twse,61.00,61.80,60.60,61.80,101918261,6245523944,1.1,,,69593,
2025-10-15_0051,2025-10-15,0051,元大中型100,twse,86.00,86.95,85.95,86.85,116462,10090667,0.85,,,412,
2025-10-15_0052,2025-10-15,0052,富邦科技,twse,242.60,246.80,241.35,245.75,1424597,347803887,4.4,,,2852,
2025-10-15_0053,2025-10-15,0053,元大電子,twse,134.20,134.55,132.30,134.55,32694,4371297,3.05,,,181,
2025-10-15_0055,2025-10-15,0055,元大MSCI金融,twse,31.45,31.45,30.94,31.14,93576,2905024,0.2,,,331,
2025-10-15_0056,2025-10-15,0056,元大高股息,twse,36.65,36.68,36.48,36.67,66981678,2451932792,0.08,,,39784,
2025-10-15_0057,2025-10-15,0057,富邦摩台,twse,178.45,180.25,178.45,180.25,23328,4190923,2.95,,,100,
2025-10-15_0061,2025-10-15,0061,元大寶滬深,twse,21.83,21.83,21.64,21.80,273563,5942836,0.02,,,221,
2025-10-15_006201,2025-10-15,006201,元大富櫃50,tpex,23.79,24.25,23.79,24.20,92000,2219570,0.47,,17446000,31,
2025-10-15_006203,2025-10-15,006203,元大MSCI台灣,twse,110.45,111.65,110.45,111.65,4939,547903,1.55,,,89,
2025-10-15_006204,2025-10-15,006204,永豐臺灣加權,twse,137.25,138.75,137.25,138.60,26649,3667817,1.65,,,22,
2025-10-15_006205,2025-10-15,006205,富邦上証,twse,37.61,37.61,37.27,37.40,950213,35502656,-0.32,,,814,
2025-10-15_006206,2025-10-15,006206,元大上證50,twse,34.20,34.37,34.06,34.17,233651,7988284,-0.15,,,244,
2025-10-15_006207,2025-10-15,006207,復華滬深,twse,28.77,28.77,28.50,28.64,264008,7538424,-0.15,,,77,
2025-10-15_006208,2025-10-15,006208,富邦台50,twse,142.10,144.70,141.75,144.65,8771286,1258844684,2.85,,,11025,
2025-10-15_00631L,2025-10-15,00631L,元大台灣50正2,twse,317.60,325.90,314.40,325.90,4296859,1379109849,10.25,,,5028,
2025-10-15_00632R,2025-10-15,00632R,元大台灣50反1,twse,17.80,17.91,17.59,17.59,55883219,991639384,-0.28,,,8641,
2025-10-15_00633L,2025-10-15,00633L,富邦上証正2,twse,46.38,46.62,46.01,46.60,5078219,235052947,-0.03,,,740,
2025-10-15_00634R,2025-10-15,00634R,富邦上証反1,twse,3.34,3.35,3.33,3.33,288500,964260,-0.01,,,48,
2025-10-15_00635U,2025-10-15,00635U,期元大S&P黃金,twse,45.09,45.36,45.02,45.35,9927869,448772878,0.23,,,4548,
2025-10-15_00636,2025-10-15,00636,國泰中國A50,twse,24.89,25.00,24.83,24.93,1493836,37185058,-0.09,,,912,
2025-10-15_00636K,2025-10-15,00636K,國泰中國A50+U,twse,8.19,8.19,8.19,8.19,200,1638,-0.04,down,,2,
2025-10-15_00637L,2025-10-15,00637L,元大滬深300正2,twse,18.79,18.89,18.65,18.89,38535453,723267915,0.0,,,4211,
2025-10-15_00638R,2025-10-15,00638R,元大滬深300反1,twse,7.07,7.10,7.02,7.03,140000,988290,-0.03,,,47,
2025-10-15_00639,2025-10-15,00639,富邦深100,twse,14.17,14.17,13.97,14.07,3308543,46468055,-0.2,,,1165,
2025-10-15_00640L,2025-10-15,00640L,富邦日本正2,twse,67.35,68.25,67.30,68.10,776447,52572851,1.8,,,329,
2025-10-15_00641R,2025-10-15,00641R,富邦日本反1,twse,4.96,4.97,4.94,4.94,652393,3232932,-0.07,,,69,
2025-10-15_00642U,2025-10-15,00642U,期元大S&P石油,twse,15.16,15.16,15.07,15.12,12894154,195026521,-0.23,,,3701,
2025-10-15_00643,2025-10-15,00643,群益深証中小,twse,15.79,15.79,15.54,15.71,3828540,59730002,-0.15,,,376,
2025-10-15_00645,2025-10-15,00645,富邦日本,twse,44.29,44.49,44.24,44.46,353042,15643988,0.67,,,364,
2025-10-15_00646,2025-10-15,00646,元大S&P500,twse,64.00,64.10,63.80,64.00,1125505,71985595,0.15,,,1605,
2025-10-15_00647L,2025-10-15,00647L,元大S&P500正2,twse,110.00,110.65,110.00,110.65,191690,21110135,1.35,,,147,
2025-10-15_00648R,2025-10-15,00648R,元大S&P500反1,twse,4.46,4.46,4.44,4.44,2049599,9128598,-0.05,,,79,
