key,date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis
2022-03-15_0050,2022-03-15,0050,元大台灣50,twse,133.15,133.15,131.40,131.65,26456827,3486775988,-2.75,,,58815,
2022-03-15_0051,2022-03-15,0051,元大中型100,twse,58.55,58.55,57.90,57.90,66657,3880057,-1.1,,,240,
2022-03-15_0052,2022-03-15,0052,富邦科技,twse,122.40,122.40,120.60,120.60,376802,45553719,-3.2,,,641,
2022-03-15_0053,2022-03-15,0053,元大電子,twse,64.00,64.00,63.00,63.00,12481,791283,-1.65,,,46,
2022-03-15_0054,2022-03-15,0054,元大台商50,twse,29.72,29.72,29.17,29.17,3102,91441,-0.63,,,25,
2022-03-15_0055,2022-03-15,0055,元大MSCI金融,twse,25.00,25.00,24.67,24.71,1609178,39780059,-0.23,,,636,
2022-03-15_0056,2022-03-15,0056,元大高股息,twse,34.15,34.16,33.75,33.78,14124694,478265775,-0.35,,,10922,
2022-03-15_0057,2022-03-15,0057,富邦摩台,twse,92.40,92.40,91.90,91.90,24780,2278562,-1.8,,,44,
2022-03-15_0061,2022-03-15,0061,元大寶滬深,twse,20.12,20.12,19.44,19.48,396639,7789423,-0.68,,,259,
2022-03-15_006201,2022-03-15,006201,元大富櫃50,tpex,20.23,20.23,19.52,19.52,179000,3529690,-0.92,,16446000,119,
2022-03-15_006203,2022-03-15,006203,元大MSCI台灣,twse,63.10,63.20,62.90,62.90,18937,1193418,-1.25,,,50,
2022-03-15_006204,2022-03-15,006204,永豐臺灣加權,twse,86.50,86.50,85.85,85.85,22061,1895455,-1.75,,,58,
2022-03-15_006205,2022-03-15,006205,富邦上証,twse,33.32,33.42,32.40,32.58,2629333,85998469,-1.38,,,678,
2022-03-15_006206,2022-03-15,006206,元大上證50,twse,32.29,32.29,31.00,31.13,316890,9945247,-1.3,,,179,
2022-03-15_006207,2022-03-15,006207,復華滬深,twse,26.39,26.39,25.19,25.43,735391,18828748,-0.98,,,92,
2022-03-15_006208,2022-03-15,006208,富邦台50,twse,76.75,76.75,75.70,75.85,8273097,628384219,-1.45,,,18131,
2022-03-15_00631L,2022-03-15,00631L,元大台灣50正2,twse,128.60,128.60,124.60,124.85,4548997,571898462,-5.3,,,2017,
2022-03-15_00632R,2022-03-15,00632R,元大台灣50反1,twse,5.40,5.47,5.39,5.47,193499234,1053051832,0.12,,,9517,
2022-03-15_00633L,2022-03-15,00633L,富邦上証正2,twse,38.52,39.07,36.13,37.10,22397521,844626835,-3.25,,,5106,
2022-03-15_00634R,2022-03-15,00634R,富邦上証反1,twse,4.67,4.84,4.66,4.76,4935720,23373065,0.19,,,285,
2022-03-15_00635U,2022-03-15,00635U,期元大S&P黃金,twse,25.90,25.90,25.61,25.65,2402348,61940336,-0.59,,,782,
2022-03-15_00636,2022-03-15,00636,國泰中國A50,twse,21.71,21.82,21.22,21.28,3163340,67969957,-0.93,,,1156,
2022-03-15_00636K,2022-03-15,00636K,國泰中國A50+U,twse,7.49,7.49,7.49,7.49,200,1498,-0.27,down,,2,
2022-03-15_00637L,2022-03-15,00637L,元大滬深300正2,twse,15.25,15.46,14.27,14.67,162071531,2420123263,-1.33,,,23447,
2022-03-15_00638R,2022-03-15,00638R,元大滬深300反1,twse,9.77,10.14,9.77,10.03,2083517,20757533,0.45,,,299,
2022-03-15_00639,2022-03-15,00639,富邦深100,twse,13.85,13.85,13.31,13.47,889684,12046292,-0.47,,,276,
2022-03-15_00640L,2022-03-15,00640L,富邦日本正2,twse,24.54,24.97,24.54,24.83,516000,12791490,0.25,,,128,
2022-03-15_00641R,2022-03-15,00641R,富邦日本反1,twse,10.87,10.89,10.80,10.83,643128,6979395,-0.04,,,131,
2022-03-15_00642U,2022-03-15,00642U,期元大S&P石油,twse,18.58,18.65,17.91,18.09,25117178,458417939,-1.41,,,5919,
2022-03-15_00643,2022-03-15,00643,群益深証中小,twse,16.66,16.66,15.91,16.10,178732,2896848,-0.58,,,151,
2022-03-15_00645,2022-03-15,00645,富邦日本,twse,24.04,24.17,24.04,24.16,109726,2649841,0.11,,,38,
2022-03-15_00646,2022-03-15,00646,元大S&P500,twse,36.61,36.78,36.57,36.67,832675,30550946,-0.34,,,687,
2022-03-15_00647L,2022-03-15,00647L,元大S&P500正2,twse,61.30,61.55,61.00,61.25,178200,10923559,-1.55,,,57,
2022-03-15_00648R,2022-03-15,00648R,元大S&P500反1,twse,7.19,7.21,7.17,7.20,3001424,21593151,0.09,,,235,
2022-03-15_00650L,2022-03-15,00650L,復華香港正2,twse,13.80,13.84,12.93,13.14,23391081,312941744,-1.43,,,4110,
2022-03-15_00651R,2022-03-15,00651R,復華香港反1,twse,9.49,10.20,9.49,9.89,2783000,27265140,0.58,,,431,
2022-03-15_00652,2022-03-15,00652,富邦印度,twse,27.71,27.89,27.65,27.80,112486,3123814,0.3,,,126,
2022-03-15_00653L,2022-03-15,00653L,富邦印度正2,twse,40.45,41.15,40.38,40.70,918000,37376830,0.55,,,307,
2022-03-15_00654R,2022-03-15,00654R,富邦印度反1,twse,8.64,8.68,8.56,8.60,1223000,10527930,-0.07,,,244,
2022-03-15_00655L,2022-03-15,00655L,國泰中國A50正2,twse,28.36,28.74,26.45,27.22,10332469,285707008,-2.53,,,2419,
2022-03-15_00656R,2022-03-15,00656R,國泰中國A50反1,twse,8.93,9.23,8.88,9.12,1387000,12526720,0.42,,,122,
2022-03-15_00657,2022-03-15,00657,國泰日經225,twse,30.57,30.57,30.57,30.57,1807,54982,0.0,down,,24,
2022-03-15_00657K,2022-03-15,00657K,國泰日經225+U,twse,10.69,10.69,10.69,10.69,200,2138,-0.07,down,,2,
2022-03-15_00660,2022-03-15,00660,元大歐洲50,twse,26.75,26.78,26.68,26.76,30783,823521,0.03,,,52,
2022-03-15_00662,2022-03-15,00662,富邦NASDAQ,twse,48.25,48.42,48.11,48.34,990159,47843190,-0.83,,,747,
2022-03-15_00663L,2022-03-15,00663L,國泰臺灣加權正2,twse,117.20,117.20,113.60,113.60,23036,2643736,-5.15,,,16,
2022-03-15_00664R,2022-03-15,00664R,國泰臺灣加權反1,twse,6.09,6.20,6.09,6.20,9304052,57383146,0.14,,,962,
