key,date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis
2023-03-08_0050,2023-03-08,0050,元大台灣50,twse,120.50,120.60,119.80,120.30,6752736,811622845,-1.0,,,12824,
2023-03-08_0051,2023-03-08,0051,元大中型100,twse,57.20,57.30,57.10,57.30,35249,2016031,0.1,,,166,
2023-03-08_0052,2023-03-08,0052,富邦科技,twse,107.00,107.00,106.20,106.25,398395,42414876,-1.1,,,550,
2023-03-08_0053,2023-03-08,0053,元大電子,twse,59.95,59.95,59.70,59.70,5045,300801,-0.45,,,1004,
2023-03-08_0055,2023-03-08,0055,元大MSCI金融,twse,22.63,22.63,22.50,22.54,114361,2577962,-0.03,,,237,
2023-03-08_0056,2023-03-08,0056,元大高股息,twse,28.29,28.37,28.18,28.37,21829363,616777039,-0.01,,,15235,
2023-03-08_0057,2023-03-08,0057,富邦摩台,twse,87.60,87.60,87.45,87.45,3905,341220,-0.8,,,1005,
2023-03-08_0061,2023-03-08,0061,元大寶滬深,twse,19.45,19.50,19.21,19.25,276443,5328189,-0.33,,,1017,
2023-03-08_006201,2023-03-08,006201,元大富櫃50,tpex,18.02,18.12,17.91,18.01,40000,720550,-0.11,,22446000,15,
2023-03-08_006203,2023-03-08,006203,元大MSCI台灣,twse,58.40,58.40,58.25,58.25,3983,231845,-0.2,,,853,
2023-03-08_006204,2023-03-08,006204,永豐臺灣加權,twse,79.20,79.25,79.00,79.20,43978,3482151,-0.3,,,1023,
2023-03-08_006205,2023-03-08,006205,富邦上証,twse,32.28,32.28,32.10,32.14,2070355,66562679,-0.46,,,644,
2023-03-08_006206,2023-03-08,006206,元大上證50,twse,31.00,31.00,30.50,30.54,92289,2820624,-0.58,,,1137,
2023-03-08_006207,2023-03-08,006207,復華滬深,twse,25.14,25.19,25.04,25.06,61316,1539685,-0.45,,,40,
2023-03-08_006208,2023-03-08,006208,富邦台50,twse,69.80,69.80,69.35,69.65,3899665,271317022,-0.45,,,6961,
2023-03-08_00631L,2023-03-08,00631L,元大台灣50正2,twse,115.35,115.80,114.65,115.65,4537041,523417371,-1.35,,,2626,
2023-03-08_00632R,2023-03-08,00632R,元大台灣50反1,twse,5.28,5.29,5.26,5.26,107363662,565873325,0.03,,,5095,
2023-03-08_00633L,2023-03-08,00633L,富邦上証正2,twse,39.84,39.84,39.31,39.38,11203663,442784186,-1.39,,,3572,
2023-03-08_00634R,2023-03-08,00634R,富邦上証反1,twse,4.40,4.45,4.40,4.45,933020,4146929,0.09,,,79,
2023-03-08_00635U,2023-03-08,00635U,期元大S&P黃金,twse,23.15,23.15,23.09,23.12,687827,15903075,-0.46,,,441,
2023-03-08_00636,2023-03-08,00636,國泰中國A50,twse,21.78,21.78,21.57,21.59,3315852,71669223,-0.41,,,1568,
2023-03-08_00636K,2023-03-08,00636K,國泰中國A50+U,twse,7.02,7.02,7.02,7.02,200,1404,-0.18,down,,2,
2023-03-08_00637L,2023-03-08,00637L,元大滬深300正2,twse,15.69,15.73,15.48,15.49,111472739,1736490714,-0.57,,,15988,
2023-03-08_00638R,2023-03-08,00638R,元大滬深300反1,twse,9.28,9.37,9.28,9.37,1114197,10411667,0.21,,,179,
2023-03-08_00639,2023-03-08,00639,富邦深100,twse,13.10,13.10,12.96,12.96,1167532,15161669,-0.24,,,398,
2023-03-08_00640L,2023-03-08,00640L,富邦日本正2,twse,31.28,31.45,31.24,31.43,238365,7463549,0.19,,,52,
2023-03-08_00641R,2023-03-08,00641R,富邦日本反1,twse,9.17,9.19,9.14,9.15,1402517,12848538,-0.03,,,188,
2023-03-08_00642U,2023-03-08,00642U,期元大S&P石油,twse,16.39,16.50,16.39,16.48,4121744,67800210,-0.57,,,1218,
2023-03-08_00643,2023-03-08,00643,群益深証中小,twse,15.10,15.10,14.96,14.99,339113,5086226,-0.25,,,224,
2023-03-08_00645,2023-03-08,00645,富邦日本,twse,27.25,27.30,27.25,27.30,70081,1911290,0.13,,,828,
2023-03-08_00646,2023-03-08,00646,元大S&P500,twse,37.93,38.00,37.91,37.99,1011150,38359697,-0.36,,,492,
2023-03-08_00647L,2023-03-08,00647L,元大S&P500正2,twse,52.80,52.80,52.60,52.80,278924,14702232,-1.7,,,167,
2023-03-08_00648R,2023-03-08,00648R,元大S&P500反1,twse,7.29,7.32,7.29,7.31,4033243,29458552,0.15,,,268,
2023-03-08_00650L,2023-03-08,00650L,復華香港正2,twse,14.18,14.18,13.60,13.62,20144043,277838534,-1.03,,,3501,
2023-03-08_00651R,2023-03-08,00651R,復華香港反1,twse,8.20,8.42,8.20,8.39,2411000,20117710,0.29,,,216,
2023-03-08_00652,2023-03-08,00652,富邦印度,twse,29.37,29.37,29.04,29.23,317062,9249692,-0.14,,,762,
2023-03-08_00653L,2023-03-08,00653L,富邦印度正2,twse,42.26,42.44,41.99,42.39,944699,39888519,-0.27,,,241,
2023-03-08_00654R,2023-03-08,00654R,富邦印度反1,twse,8.13,8.16,8.11,8.11,444000,3613560,0.06,,,47,
2023-03-08_00655L,2023-03-08,00655L,國泰中國A50正2,twse,28.19,28.19,27.74,27.76,5029675,140288556,-1.06,,,1489,
2023-03-08_00656R,2023-03-08,00656R,國泰中國A50反1,twse,8.30,8.38,8.30,8.37,817119,6826416,0.18,,,82,
2023-03-08_00657,2023-03-08,00657,國泰日經225,twse,33.55,33.64,33.55,33.64,103992,3488567,0.17,,,995,
2023-03-08_00657K,2023-03-08,00657K,國泰日經225+U,twse,10.90,10.90,10.90,10.90,200,2180,-0.06,down,,2,
2023-03-08_00660,2023-03-08,00660,元大歐洲50,twse,30.91,30.91,30.78,30.78,157014,4839749,-0.45,,,977,
2023-03-08_00661,2023-03-08,00661,元大日經225,twse,35.96,36.01,35.96,36.01,8025,287683,0.0,,,1000,
2023-03-08_00662,2023-03-08,00662,富邦NASDAQ,twse,48.07,48.32,48.05,48.25,1945839,93707203,-0.43,,,719,
2023-03-08_00663L,2023-03-08,00663L,國泰臺灣加權正2,twse,106.75,106.80,106.50,106.80,6016,641822,-1.3,,,9,
2023-03-08_00664R,2023-03-08,00664R,國泰臺灣加權反1,twse,5.95,5.97,5.93,5.93,5632294,33492484,0.03,,,425,
2023-03-08_00665L,2023-03-08,00665L,富邦恒生國企正2,twse,8.62,8.62,8.26,8.26,52087083,437960102,-0.71,,,6380,
2023-03-08_00666R,2023-03-08,00666R,富邦恒生國企反1,twse,14.32,14.86,14.32,14.80,411000,6056230,0.65,,,73,
2023-03-08_00668,2023-03-08,00668,國泰美國道瓊,twse,36.80,36.80,36.70,36.72,57478,2110835,-0.43,,,605,
2023-03-08_00668K,2023-03-08,00668K,國泰美國道瓊+U,twse,11.93,11.93,11.93,11.93,200,2386,-0.21,down,,2,
2023-03-08_00669R,2023-03-08,00669R,國泰美國道瓊反1,twse,8.10,8.13,8.10,8.11,7597976,61678208,0.14,,,659,
2023-03-08_00670L,2023-03-08,00670L,富邦NASDAQ正2,twse,58.25,58.40,58.00,58.30,3706817,215765312,-1.9,,,1608,
2023-03-08_00671R,2023-03-08,00671R,富邦NASDAQ反1,twse,5.97,5.99,5.96,5.98,11029620,65892788,0.1,,,528,
2023-03-08_00673R,2023-03-08,00673R,期元大S&P原油反1,twse,8.80,8.82,8.78,8.80,72773273,640631794,0.3,,,4021,
2023-03-08_00674R,2023-03-08,00674R,期元大S&P黃金反1,twse,13.03,13.09,13.03,13.09,1225076,16007041,0.29,,,227,
2023-03-08_00675L,2023-03-08,00675L,富邦臺灣加權正2,twse,46.44,46.60,46.10,46.56,1090990,50645469,-0.5,,,795,
2023-03-08_00676R,2023-03-08,00676R,富邦臺灣加權反1,twse,3.28,3.29,3.26,3.27,5640690,18462952,0.02,,,303,
2023-03-08_00678,2023-03-08,00678,群益那斯達克生技,twse,25.20,25.24,25.18,25.24,104547,2634687,-0.22,,,22,
