key,date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis
2021-10-27_0050,2021-10-27,0050,元大台灣50,twse,136.95,137.55,136.70,137.55,7527789,1031896075,0.0,,,5876,
2021-10-27_0051,2021-10-27,0051,元大中型100,twse,57.50,57.70,57.50,57.70,28571,1646403,0.15,,,73,
2021-10-27_0052,2021-10-27,0052,富邦科技,twse,125.00,125.80,125.00,125.75,340089,42563206,0.65,,,243,
2021-10-27_0053,2021-10-27,0053,元大電子,twse,66.80,66.80,66.65,66.65,5982,398803,0.0,,,48,
2021-10-27_0054,2021-10-27,0054,元大台商50,twse,31.19,31.19,31.19,31.19,1060,32996,-0.01,down,,24,
2021-10-27_0055,2021-10-27,0055,元大MSCI金融,twse,24.05,24.24,24.02,24.24,137385,3307558,0.18,,,106,
2021-10-27_0056,2021-10-27,0056,元大高股息,twse,31.05,31.16,30.97,31.15,24585636,764463597,0.1,,,12278,
2021-10-27_0057,2021-10-27,0057,富邦摩台,twse,94.25,94.30,93.95,94.00,24868,2335244,0.1,,,47,
2021-10-27_0061,2021-10-27,0061,元大寶滬深,twse,23.14,23.14,22.75,22.78,82205,1877943,-0.35,,,65,
2021-10-27_006201,2021-10-27,006201,元大富櫃50,tpex,21.21,21.60,21.21,21.60,60000,1286480,0.40,,13446000,40,
2021-10-27_006203,2021-10-27,006203,元大MSCI台灣,twse,65.40,65.60,65.20,65.50,21385,1397764,0.0,,,57,
2021-10-27_006204,2021-10-27,006204,永豐臺灣加權,twse,85.00,85.25,84.85,85.25,47627,4047566,0.4,,,65,
2021-10-27_006205,2021-10-27,006205,富邦上証,twse,37.50,37.56,37.07,37.12,594935,22147329,-0.57,,,200,
2021-10-27_006206,2021-10-27,006206,元大上證50,twse,36.25,36.32,35.88,35.99,195623,7056858,-0.7,,,97,
2021-10-27_006207,2021-10-27,006207,復華滬深,twse,30.33,30.33,29.83,29.83,49715,1488960,-0.5,,,62,
2021-10-27_006208,2021-10-27,006208,富邦台50,twse,78.95,79.00,78.55,79.00,809629,63768138,0.0,,,1221,
2021-10-27_00631L,2021-10-27,00631L,元大台灣50正2,twse,126.85,128.10,126.25,128.05,1813277,230538024,0.5,,,758,
2021-10-27_00632R,2021-10-27,00632R,元大台灣50反1,twse,5.54,5.56,5.51,5.51,85736257,474325174,-0.01,,,2703,
2021-10-27_00633L,2021-10-27,00633L,富邦上証正2,twse,58.10,58.10,56.40,56.55,6906316,393583959,-2.05,,,1707,
2021-10-27_00634R,2021-10-27,00634R,富邦上証反1,twse,3.90,3.94,3.90,3.92,1097000,4296710,0.06,,,53,
2021-10-27_00635U,2021-10-27,00635U,期元大S&P黃金,twse,23.87,23.88,23.80,23.81,353510,8428176,-0.22,,,147,
2021-10-27_00636,2021-10-27,00636,國泰中國A50,twse,25.66,25.66,25.25,25.28,1462576,37233392,-0.51,,,361,
2021-10-27_00636K,2021-10-27,00636K,國泰中國A50+U,twse,9.08,9.08,9.08,9.08,200,1816,-0.18,down,,2,
2021-10-27_00637L,2021-10-27,00637L,元大滬深300正2,twse,23.07,23.07,22.41,22.46,57928321,1315164886,-0.85,,,9953,
2021-10-27_00638R,2021-10-27,00638R,元大滬深300反1,twse,8.00,8.11,8.00,8.10,1639000,13251690,0.15,,,138,
2021-10-27_00639,2021-10-27,00639,富邦深100,twse,16.71,16.71,16.38,16.42,961365,15836097,-0.35,,,172,
2021-10-27_00640L,2021-10-27,00640L,富邦日本正2,twse,30.56,30.62,30.39,30.62,284000,8657530,-0.25,,,64,
2021-10-27_00641R,2021-10-27,00641R,富邦日本反1,twse,10.04,10.07,10.03,10.03,349000,3503520,0.04,,,45,
2021-10-27_00642U,2021-10-27,00642U,期元大S&P石油,twse,14.68,14.69,14.58,14.59,4443577,65030198,0.01,,,870,
2021-10-27_00643,2021-10-27,00643,群益深証中小,twse,18.89,18.89,18.75,18.78,204457,3842107,-0.2,,,77,
2021-10-27_00645,2021-10-27,00645,富邦日本,twse,26.47,26.49,26.44,26.49,106274,2811684,-0.1,,,69,
2021-10-27_00646,2021-10-27,00646,元大S&P500,twse,39.07,39.07,38.94,39.03,625359,24375106,-0.09,,,220,
2021-10-27_00647L,2021-10-27,00647L,元大S&P500正2,twse,73.45,73.45,73.20,73.40,113000,8284350,-0.05,,,32,
2021-10-27_00648R,2021-10-27,00648R,元大S&P500反1,twse,6.66,6.66,6.65,6.66,2929000,19502450,0.0,,,88,
2021-10-27_00650L,2021-10-27,00650L,復華香港正2,twse,24.90,24.90,24.16,24.24,1935000,47256630,-0.82,,,196,
2021-10-27_00651R,2021-10-27,00651R,復華香港反1,twse,7.31,7.42,7.30,7.41,593000,4382150,0.12,,,82,
2021-10-27_00652,2021-10-27,00652,富邦印度,twse,30.00,30.06,29.88,30.05,97077,2906130,0.19,,,99,
2021-10-27_00653L,2021-10-27,00653L,富邦印度正2,twse,50.25,50.50,50.25,50.45,719200,36229109,0.72,,,167,
2021-10-27_00654R,2021-10-27,00654R,富邦印度反1,twse,7.78,7.91,7.78,7.91,177000,1393370,-0.05,,,43,
2021-10-27_00655L,2021-10-27,00655L,國泰中國A50正2,twse,43.63,43.63,42.45,42.54,3301333,141446029,-1.62,,,1130,
2021-10-27_00656R,2021-10-27,00656R,國泰中國A50反1,twse,7.30,7.40,7.30,7.40,107000,786830,0.14,,,25,
2021-10-27_00657,2021-10-27,00657,國泰日經225,twse,34.85,34.98,34.85,34.98,2519,87556,-0.18,,,54,
2021-10-27_00657K,2021-10-27,00657K,國泰日經225+U,twse,12.53,12.53,12.53,12.53,200,2506,-0.09,down,,2,
2021-10-27_00660,2021-10-27,00660,元大歐洲50,twse,30.06,30.16,30.06,30.16,9640,289350,0.24,,,41,
2021-10-27_00661,2021-10-27,00661,元大日經225,twse,36.25,36.25,36.23,36.23,200675,7272033,-0.35,,,53,
2021-10-27_00662,2021-10-27,00662,富邦NASDAQ,twse,55.80,55.80,55.60,55.70,175033,9736062,-0.1,,,170,
2021-10-27_00663L,2021-10-27,00663L,國泰臺灣加權正2,twse,114.65,115.80,114.65,115.50,73000,8408250,0.25,,,12,
2021-10-27_00664R,2021-10-27,00664R,國泰臺灣加權反1,twse,6.27,6.29,6.24,6.24,2327992,14578132,-0.01,,,207,
2021-10-27_00665L,2021-10-27,00665L,富邦恒生國企正2,twse,17.99,17.99,17.30,17.45,968454,16944968,-0.62,,,238,
2021-10-27_00666R,2021-10-27,00666R,富邦恒生國企反1,twse,12.31,12.36,12.27,12.32,76000,939120,0.21,,,8,
2021-10-27_00668,2021-10-27,00668,國泰美國道瓊,twse,36.03,36.03,35.95,35.95,18146,652599,-0.05,,,53,
2021-10-27_00668K,2021-10-27,00668K,國泰美國道瓊+U,twse,12.92,12.92,12.92,12.92,200,2584,-0.01,down,,2,
2021-10-27_00669R,2021-10-27,00669R,國泰美國道瓊反1,twse,7.70,7.70,7.68,7.69,1956400,15049460,-0.01,,,254,
