key,date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis
2017-09-13_0050,2017-09-13,0050,元大台灣50,twse,82.90,83.00,82.25,82.30,2175414,179336920,-0.55,,,853,
2017-09-13_0051,2017-09-13,0051,元大中型100,twse,31.80,31.80,31.50,31.50,6432,203040,-0.31,,,9,
2017-09-13_0052,2017-09-13,0052,富邦科技,twse,50.95,50.95,50.95,50.95,2000,101900,-0.35,down,,2,
2017-09-13_0053,2017-09-13,0053,元大電子,twse,36.71,36.79,36.71,36.79,44000,1617820,-0.25,,,5,
2017-09-13_0054,2017-09-13,0054,元大台商50,twse,25.97,25.97,25.90,25.90,8000,207340,-0.07,,,5,
2017-09-13_0055,2017-09-13,0055,元大MSCI金融,twse,16.01,16.02,15.98,15.99,316126,5060088,-0.03,,,14,
2017-09-13_0056,2017-09-13,0056,元大高股息,twse,26.50,26.60,26.48,26.50,1600628,42440196,0.01,,,845,
2017-09-13_0057,2017-09-13,0057,富邦摩台,twse,49.48,49.48,49.26,49.26,4000,197480,-0.28,,,4,
2017-09-13_0058,2017-09-13,0058,富邦發達,twse,48.17,48.17,48.15,48.15,2000,96320,0.0,,,2,
2017-09-13_0059,2017-09-13,0059,富邦金融,twse,37.96,38.05,37.96,38.05,2000,76010,0.08,,,2,
2017-09-13_0061,2017-09-13,0061,元大寶滬深,twse,17.84,17.90,17.77,17.90,5763752,102793838,0.08,,,840,
2017-09-13_006201,2017-09-13,006201,元大富櫃50,tpex,13.59,13.60,13.47,13.55,76000,1030050,0.07,,20446000,16,
2017-09-13_006203,2017-09-13,006203,元大MSCI台灣,twse,38.28,38.28,37.89,37.91,16000,607060,0.0,,,15,
2017-09-13_006205,2017-09-13,006205,富邦上証,twse,31.50,31.55,31.43,31.50,1896260,59723771,-0.01,,,617,
2017-09-13_006206,2017-09-13,006206,元大上證50,twse,31.00,31.19,31.00,31.11,640000,19871960,0.07,,,160,
2017-09-13_006207,2017-09-13,006207,復華滬深,twse,23.57,23.57,23.48,23.52,403507,9487668,-0.05,,,76,
2017-09-13_006208,2017-09-13,006208,富邦台50,twse,48.76,48.76,48.76,48.76,16093,784694,-0.13,down,,6,
2017-09-13_00625K,2017-09-13,00625K,富邦上証+R,twse,6.96,6.96,6.96,6.96,50000,348000,0.16,up,,2,
2017-09-13_00631L,2017-09-13,00631L,元大台灣50正2,twse,35.20,35.26,34.74,34.80,1593000,55596250,-0.4,,,362,
2017-09-13_00632R,2017-09-13,00632R,元大台灣50反1,twse,13.41,13.50,13.38,13.47,34861287,469219448,0.06,,,3763,
2017-09-13_00633L,2017-09-13,00633L,富邦上証正2,twse,43.97,44.02,43.60,43.83,16948000,743152710,0.13,,,2717,
2017-09-13_00634R,2017-09-13,00634R,富邦上証反1,twse,7.46,7.50,7.45,7.46,375000,2802890,0.01,,,61,
2017-09-13_00635U,2017-09-13,00635U,期元大S&P黃金,twse,20.78,20.83,20.78,20.78,673032,14006895,0.09,,,108,
2017-09-13_00636,2017-09-13,00636,國泰中國A50,twse,19.62,19.64,19.54,19.62,2132020,41784408,0.05,,,457,
