key,date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis
2020-01-17_0050,2020-01-17,0050,元大台灣50,twse,97.70,97.75,97.10,97.30,8121134,791003262,0.0,,,2944,
2020-01-17_0051,2020-01-17,0051,元大中型100,twse,35.92,36.02,35.85,35.85,25300,909690,0.12,,,19,
2020-01-17_0052,2020-01-17,0052,富邦科技,twse,72.80,72.85,72.15,72.30,116555,8435999,-0.3,,,42,
2020-01-17_0053,2020-01-17,0053,元大電子,twse,42.78,42.78,42.30,42.30,19000,807210,-0.04,,,12,
2020-01-17_0054,2020-01-17,0054,元大台商50,twse,24.99,25.05,24.95,24.95,10000,250090,-0.02,,,8,
2020-01-17_0055,2020-01-17,0055,元大MSCI金融,twse,19.26,19.27,19.22,19.27,46439,894257,0.02,,,28,
2020-01-17_0056,2020-01-17,0056,元大高股息,twse,29.13,29.19,29.09,29.16,11756156,342826201,0.06,,,4838,
2020-01-17_0057,2020-01-17,0057,富邦摩台,twse,61.75,61.75,61.50,61.65,36000,2217650,-0.1,,,8,
2020-01-17_0061,2020-01-17,0061,元大寶滬深,twse,19.11,19.20,18.99,18.99,1211307,23077660,-0.12,,,206,
2020-01-17_006201,2020-01-17,006201,元大富櫃50,tpex,14.17,14.33,14.10,14.18,72000,1019770,0.01,,27446000,39,
2020-01-17_006203,2020-01-17,006203,元大MSCI台灣,twse,45.75,45.75,45.70,45.70,9000,411520,0.3,,,8,
2020-01-17_006204,2020-01-17,006204,永豐臺灣加權,twse,60.20,60.25,60.05,60.05,52000,3130800,-0.15,,,9,
2020-01-17_006205,2020-01-17,006205,富邦上証,twse,32.00,32.19,31.99,31.99,2139242,68598198,-0.01,,,244,
2020-01-17_006206,2020-01-17,006206,元大上證50,twse,33.85,33.86,33.60,33.61,544800,18344088,0.01,,,78,
2020-01-17_006207,2020-01-17,006207,復華滬深,twse,24.90,24.95,24.81,24.83,942001,23448104,0.05,,,97,
2020-01-17_006208,2020-01-17,006208,富邦台50,twse,54.05,54.05,53.80,53.90,456980,24628906,0.0,,,217,
2020-01-17_00625K,2020-01-17,00625K,富邦上証+R,twse,7.44,7.44,7.44,7.44,50000,372000,0.02,up,,2,
2020-01-17_00631L,2020-01-17,00631L,元大台灣50正2,twse,54.40,54.40,53.90,54.20,712000,38623750,0.05,,,306,
2020-01-17_00632R,2020-01-17,00632R,元大台灣50反1,twse,9.89,9.95,9.89,9.92,15947700,158172711,-0.01,,,1352,
2020-01-17_00633L,2020-01-17,00633L,富邦上証正2,twse,50.05,50.55,49.74,49.74,8031500,402176815,0.03,,,1757,
2020-01-17_00634R,2020-01-17,00634R,富邦上証反1,twse,5.62,5.63,5.60,5.63,492000,2765280,-0.01,,,30,
2020-01-17_00635U,2020-01-17,00635U,期元大S&P黃金,twse,22.14,22.23,22.13,22.23,1096100,24320206,0.03,,,230,
2020-01-17_00636,2020-01-17,00636,國泰中國A50,twse,22.40,22.57,22.40,22.43,2061747,46386857,0.03,,,296,
